Participant,Start,End,Sentence
28.Orange.17,01:06.8,01:08.9,"""Did you put this down on a clean sheet?"""
28.Blue.16,01:07.0,01:07.6,"""Okay."""
28.Blue.17,01:09.0,01:09.6,"""Yeah."""
28.Orange.18,01:09.0,01:09.6,"""Okay."""
28.Blue.18,01:10.4,01:11.3,"""Um."""
28.Orange.19,01:11.3,01:12.4,"""Do you have a pencil?"""
28.Blue.19,01:15.4,01:16.0,"""Yep."""
28.Blue.20,01:16.8,01:20.8,"""Alright, um, I put can of shortening as fourteen for me."""
28.Pink.9,01:21.0,01:22.5,"""I had it down as seven."""
28.Orange.20,01:22.6,01:24.0,"""Is that like food?"""
28.Pink.10,01:24.0,01:25.1,"""Yes it is."""
28.Blue.21,01:24.2,01:25.0,"""Yeah."""
28.Blue.22,01:25.0,01:27.3,"""Like you know what-like, you know like Crisco?"""
28.Blue.23,01:27.3,01:29.1,"""That's in your fridge probably at home."""
28.Orange.21,01:29.1,01:31.1,"""Nah, okay, anyways, so it's food?"""
28.Blue.24,01:31.1,01:31.8,"""Yes."""
28.Orange.22,01:31.2,01:31.8,"""Sure."""
28.Pink.11,01:31.4,01:32.1,"""Yeah."""
28.Blue.25,01:31.8,01:32.5,"""Not really."""
28.Blue.26,01:32.5,01:33.8,"""Like I wouldn't eat it, but yeah."""
28.Orange.23,01:34.2,01:34.8,"""Kay."""
28.Pink.12,01:34.9,01:39.6,"""It's it's kind of like, um, fat or-or something like that."""
28.Blue.27,01:38.1,01:41.7,"""Yeah, it's literally like yeah it's fat in a can."""
28.Orange.24,01:41.8,01:42.4,"""Kay."""
28.Pink.13,01:42.3,01:43.9,"""Yeah $."""
28.Orange.25,01:44.1,01:44.9,"""Cool."""
28.Blue.28,01:44.2,01:46.1,"""I have it fourteen for me."""
28.Orange.26,01:47.4,01:53.0,"""I feel like anything to do with like food or like nutrition or something is should be at the top."""
28.Pink.14,01:52.9,01:53.5,"""Hm."""
28.Blue.29,01:53.4,01:54.1,"""Okay."""
28.Orange.27,01:54.4,01:57.1,"""I don't know cause like it's winter so like --"""
28.Blue.30,01:54.7,01:55.6,"""So then --"""
28.Orange.28,01:57.1,01:59.2,"""Just going like I'm going the opposite way now."""
28.Orange.29,01:59.2,02:04.1,"""I did number one was an extra shirt and pants for each survivor and then --"""
28.Blue.31,02:02.7,02:03.4,"""Okay."""
28.Orange.30,02:04.1,02:09.1,"""And number two, um, was newspaper for each person."""
28.Pink.15,02:08.3,02:10.0,"""I have seven --"""
28.Orange.31,02:09.1,02:14.9,"""Just because newspaper is a good insulator, like you can stuff that in your clothes and it's can it's like --"""
28.Blue.32,02:14.3,02:16.9,"""$ Okay yeah yeah yeah."""
28.Orange.32,02:15.5,02:16.8,"""No, it's true."""
28.Orange.33,02:16.8,02:17.8,"""It is, okay?"""
28.Blue.33,02:17.8,02:18.5,"""Okay."""
28.Orange.34,02:18.6,02:23.1,"""And, uh, uh, number three was a compass."""
28.Orange.35,02:23.1,02:31.7,"""Because, uh, they knew that there was a, um, w-what does it say, next eighty miles northwest."""
28.Orange.36,02:31.7,02:34.9,"""So, compass would be helpful to know where northwest was."""
28.Orange.37,02:35.6,02:39.1,"""Like it's not number one because you can figure out northwest other ways."""
28.Blue.34,02:38.2,02:39.2,"""Okay."""
28.Blue.35,02:39.2,02:39.4,"""Wait --"""
28.Blue.36,02:39.4,02:40.5,"""Okay, so you have your top three."""
28.Blue.37,02:40.5,02:41.6,"""What are your top three?"""
28.Pink.16,02:41.7,02:45.3,"""Uh, the knife, the compass, and the thirty feet of rope."""
28.Orange.38,02:46.6,02:50.2,"""Yeah, thirty feet of rope was fourth for me, or."""
28.Blue.38,02:50.2,02:52.8,"""Okay, so for me, my number one was a compass."""
28.Blue.39,02:53.2,02:55.7,"""Number two was a flashlight with batteries."""
28.Blue.40,02:55.8,02:57.8,"""And number three for thirty feet of rope."""
28.Blue.41,02:57.8,03:00.2,"""And four was a knife."""
28.Blue.42,03:00.6,03:06.1,"""So, I think we can all agree that a compass should be in top three."""
28.Orange.39,03:04.2,03:06.9,"""Compass is top three, yeah."""
28.Pink.17,03:06.1,03:06.6,"""Yeah."""
28.Blue.43,03:06.7,03:07.7,"""Um."""
28.Orange.40,03:08.2,03:11.8,"""Maybe just put it like behind compass, just do top three or something."""
28.Blue.44,03:11.8,03:13.0,"""So, compass."""
28.Blue.45,03:14.2,03:28.7,"""Um, I said flashlight with batteries because if you guys like like want to like keep moving, I guess when it's night, it'd make -- and even on like dark days in January like we all know like sometimes in like darker evenings it gets dark pretty fast."""
28.Orange.41,03:26.3,03:27.0,"""Yeah."""
28.Pink.18,03:28.2,03:29.0,"""Yeah."""
28.Blue.46,03:28.7,03:32.7,"""So, you guys want to like keep walking during the night?"""
28.Orange.42,03:29.4,03:30.1,"""Mhm."""
28.Orange.43,03:32.7,03:33.3,"""Yeah."""
28.Blue.47,03:32.9,03:35.0,"""You can't really see in the dark."""
28.Orange.44,03:34.9,03:37.2,"""I say that should definitely be in the top five."""
28.Pink.19,03:37.2,03:37.9,"""Hm."""
28.Pink.20,03:37.9,03:39.3,"""I have it as four."""
28.Blue.48,03:39.3,03:40.1,"""Okay."""
28.Blue.49,03:40.7,03:44.2,"""So then, do we all have like knife in the top five?"""
28.Pink.21,03:44.2,03:44.9,"""Yeah."""
28.Orange.45,03:44.4,03:45.0,"""No."""
28.Blue.50,03:45.0,03:45.5,"""Oh."""
28.Blue.51,03:45.8,03:46.8,"""Okay."""
28.Pink.22,03:46.1,03:47.5,"""$"""
28.Orange.46,03:46.8,03:49.3,"""Well like it could be in the top five, yeah."""
28.Blue.52,03:49.3,03:49.9,"""Okay."""
28.Orange.47,03:49.9,03:50.7,"""I put it as eleven."""
28.Orange.48,03:50.7,03:52.8,"""But I kinda forgot about it."""
28.Blue.53,03:52.4,03:53.7,"""This is so stressful."""
28.Pink.23,03:52.5,03:53.4,"""$"""
28.Orange.49,03:53.2,03:56.5,"""I put gun and knife as ten."""
28.Pink.24,03:54.4,03:57.5,"""Y-you can use a knife for a lot of things."""
28.Orange.50,03:57.1,03:58.8,"""Yeah I know it's helpful."""
28.Blue.54,03:57.5,03:58.2,"""Yeah."""
28.Blue.55,03:59.4,04:03.7,"""Okay, so, um, I think compass is number one."""
28.Pink.25,04:04.4,04:06.6,"""I think the knife is number one."""
28.Blue.56,04:07.0,04:09.3,"""You think extra clothes is number one?"""
28.Orange.51,04:08.4,04:09.8,"""Shirt, yeah."""
28.Blue.57,04:09.3,04:14.9,"""I don't think an extra wimpy t-shirt and a pair of pants is gonna do do much for you in negative forty-five degree weather."""
28.Orange.52,04:14.5,04:17.1,"""Okay, then I'd say newspaper is number one."""
28.Blue.58,04:16.9,04:17.9,"""Newspaper."""
28.Orange.53,04:17.6,04:19.7,"""Newspaper, one for person is number one."""
28.Orange.54,04:19.9,04:20.9,"""A hundred percent."""
28.Pink.26,04:21.1,04:22.4,"""$"""
28.Orange.55,04:21.9,04:23.2,"""No, I'm serious."""
28.Blue.59,04:24.6,04:29.1,"""Uh $ like I could maybe see in like --"""
28.Orange.56,04:27.8,04:29.1,"""If you talk to homeless people."""
28.Blue.60,04:29.1,04:30.2,"""Okay okay."""
28.Orange.57,04:29.1,04:32.4,"""Like, newspaper cardboard that's what they use to keep warm."""
28.Blue.61,04:31.2,04:32.5,"""$"""
28.Orange.58,04:32.4,04:32.9,"""Trust me."""
28.Orange.59,04:32.9,04:35.0,"""I'm going to work with homeless people tonight."""
28.Blue.62,04:35.0,04:36.2,"""Okay okay."""
28.Blue.63,04:36.3,04:37.5,"""We'll put it in the top five."""
28.Blue.64,04:37.5,04:38.7,"""I don't know if it's number one."""
28.Blue.65,04:38.7,04:39.8,"""But we'll put it in the top five."""
28.Orange.60,04:39.8,04:41.2,"""Thank you."""
28.Orange.61,04:41.2,04:42.0,"""$"""
28.Blue.66,04:41.7,04:42.8,"""Uh."""
28.Blue.67,04:46.0,04:48.8,"""And the thirty feet of rope I think could be in top five."""
28.Pink.27,04:48.8,04:49.4,"""Hm."""
28.Orange.62,04:48.9,04:49.6,"""Yeah."""
28.Blue.68,04:51.0,04:53.3,"""You say no for a knife?"""
28.Orange.63,04:53.3,04:54.6,"""I say no for a knife."""
28.Orange.64,04:54.6,04:58.4,"""I think knife's -- well no, knife can be top five."""
28.Blue.69,04:58.4,05:00.5,"""Yeah, okay good, we're on the same."""
28.Orange.65,05:01.3,05:03.2,"""I just don't think it should be number one."""
28.Orange.66,05:03.3,05:03.9,"""Yeah."""
28.Blue.70,05:03.6,05:05.4,"""And then."""
28.Blue.71,05:08.7,05:10.6,"""What should the fifth thing be in the top number five?"""
28.Blue.72,05:10.7,05:12.6,"""I have a n-flashlight."""
28.Orange.67,05:13.6,05:14.9,"""So, what do we have so far?"""
28.Blue.73,05:14.9,05:17.7,"""We have a compass, newspaper, rope, and a knife."""
28.Pink.28,05:18.5,05:22.2,"""What about the compress kit for like [unclear]."""
28.Orange.68,05:22.4,05:24.5,"""It said no one else had serious injuries."""
28.Orange.69,05:27.0,05:27.6,"""So."""
28.Orange.70,05:27.6,05:29.8,"""I like it being --"""
28.Pink.29,05:29.0,05:32.8,"""But further along there could be issues."""
28.Orange.71,05:32.6,05:33.2,"""Yeah."""
28.Blue.74,05:33.0,05:34.8,"""Leave them behind."""
28.Blue.75,05:34.8,05:36.0,"""Um."""
28.Pink.30,05:35.9,05:39.6,"""Oh so cold $."""
28.Blue.76,05:36.0,05:38.4,"""$"""
28.Orange.72,05:37.7,05:40.6,"""[unclear]"""
28.Blue.77,05:38.4,05:40.6,"""Um, I don't know."""
28.Blue.78,05:40.6,05:41.7,"""I feel like that's what I would do."""
28.Blue.79,05:41.7,05:42.5,"""Anyways."""
28.Blue.80,05:42.6,05:43.7,"""Um."""
28.Orange.73,05:43.2,05:47.6,"""You could also use it to like make torches."""
28.Blue.81,05:48.0,05:48.9,"""Like -- """
28.Orange.74,05:48.6,05:54.3,"""Wrap gauze around the stick and then you use the cigarette lighter or just any sort of spark."""
28.Pink.31,05:52.2,05:56.4,"""The cigarette lighter hasn't doesn't have anything in it, so."""
28.Orange.75,05:55.2,05:56.0,"""Yeah, I know."""
28.Orange.76,05:56.0,05:57.4,"""But it still has a spark."""
28.Pink.32,05:57.6,05:58.5,"""Hm."""
28.Orange.77,05:58.7,05:59.3,"""So."""
28.Blue.82,05:59.4,06:01.5,"""Should we put the cigarette lighter in the top five then?"""
28.Orange.78,06:01.4,06:01.8,"""No."""
28.Blue.83,06:01.8,06:02.3,"""Why?"""
28.Pink.33,06:01.8,06:02.3,"""No."""
28.Orange.79,06:02.3,06:03.6,"""Because it's without fluid."""
28.Pink.34,06:02.3,06:03.3,"""Cause it's --"""
28.Orange.80,06:03.6,06:05.5,"""And you can make a spark some other way."""
28.Pink.35,06:05.5,06:06.3,"""Yeah."""
28.Blue.84,06:06.9,06:07.9,"""How are you going to make a spark?"""
28.Blue.85,06:07.9,06:09.3,"""Are you going to rub two sticks together?"""
28.Orange.81,06:09.3,06:10.7,"""$ you could."""
28.Pink.36,06:09.5,06:13.5,"""Uh, you can use the knife off of a rock."""
28.Blue.86,06:10.1,06:11.7,"""$"""
28.Orange.82,06:11.4,06:12.4,"""Two rocks."""
28.Blue.87,06:13.7,06:14.7,"""Okay."""
28.Orange.83,06:14.4,06:16.9,"""I don't know, mine my knife has flint on it."""
28.Pink.37,06:16.9,06:18.7,"""$"""
28.Blue.88,06:17.0,06:19.2,"""Oh, yeah, you're pretty cool."""
28.Orange.84,06:18.0,06:20.2,"""I just -- sorry I just kind of assumed."""
28.Blue.89,06:20.3,06:21.9,"""Um, okay."""
28.Blue.90,06:24.4,06:29.3,"""So, out of these four that we have so far, which one should be number one: compass, newspaper, rope, or knife?"""
28.Orange.85,06:29.3,06:30.1,"""Newspaper."""
28.Blue.91,06:30.1,06:31.3,"""I say compass."""
28.Pink.38,06:31.1,06:32.4,"""I say compass as well."""
28.Orange.86,06:31.8,06:33.2,"""Okay, compass, compass."""
28.Blue.92,06:32.7,06:33.3,"""Okay."""
28.Orange.87,06:33.2,06:34.2,"""Newspaper number two."""
28.Orange.88,06:34.4,06:35.5,"""I can do that."""
28.Blue.93,06:37.3,06:38.3,"""What do you think?"""
28.Orange.89,06:37.6,06:40.7,"""It's minus -- kay minus forty degrees."""
28.Blue.94,06:38.3,06:39.4,"""$"""
28.Blue.95,06:40.5,06:43.4,"""Okay, it might be -- kay, negative forty degrees."""
28.Orange.90,06:40.7,06:41.7,"""Did I read that?"""
28.Orange.91,06:42.1,06:43.4,"""Twenty-five degrees."""
28.Blue.96,06:43.4,06:46.4,"""I don't think a newspaper, a single newspaper, is going to do much."""
28.Orange.92,06:46.0,06:46.9,"""Per person."""
28.Blue.97,06:46.6,06:47.8,"""Yes, per person."""
28.Orange.93,06:47.5,06:48.3,"""Yeah."""
28.Blue.98,06:48.0,06:49.8,"""I don't think it's going to do much for you."""
28.Orange.94,06:48.5,06:50.7,"""You know how much papers are in a newspaper?"""
28.Blue.99,06:50.3,06:51.7,"""Oh, it depends what paper you get."""
28.Orange.95,06:51.7,06:53.5,"""Do do do do do do do do do do do."""
28.Orange.96,06:53.5,06:55.4,"""Like you can do that probably like twenty-four times."""
28.Orange.97,06:55.4,06:57.7,"""You could like fill up your pants and your shirt."""
28.Blue.100,06:58.2,06:59.4,"""I feel like you can fill up your shirt."""
28.Blue.101,06:59.4,07:00.6,"""I don't know about your pants."""
28.Pink.39,07:01.7,07:05.2,"""The shirt probably, the pants might take more."""
28.Orange.98,07:03.5,07:05.6,"""But it would be helpful."""
28.Blue.102,07:05.6,07:07.4,"""Like I don't think it would be that helpful though."""
28.Pink.40,07:08.2,07:12.6,"""Hm, depending on how you, uh, like fold it up and stuff."""
28.Orange.99,07:10.2,07:10.9,"""Try it."""
28.Blue.103,07:10.9,07:16.1,"""Like that's kind of like -- your thing was the insulation is how I feel about the extra clothes."""
28.Orange.100,07:12.1,07:13.6,"""That's what your --"""
28.Pink.41,07:14.7,07:22.0,"""And and you can also use the newspaper in like a very emergency situation for kindling."""
28.Orange.101,07:22.0,07:22.4,"""Mhm."""
28.Blue.104,07:22.5,07:23.0,"""So."""
28.Orange.102,07:22.7,07:28.4,"""And like the extra shirt and pants like you can use that to start a fire too if you rip it up."""
28.Orange.103,07:28.4,07:29.1,"""I don't know."""
28.Blue.105,07:29.5,07:30.0,"""I don't know."""
28.Orange.104,07:29.8,07:30.2,"""So."""
28.Blue.106,07:30.0,07:32.5,"""I would put newspaper at like three maybe four."""
28.Orange.105,07:32.9,07:34.9,"""Kay, then what do you want to put as two?"""
28.Blue.107,07:35.3,07:39.5,"""I feel like the thirty feet of rope or a knife would be more useful."""
28.Orange.106,07:40.0,07:40.7,"""Okay."""
28.Orange.107,07:41.5,07:43.8,"""Yeah, let's do thirty feet of rope."""
28.Blue.108,07:43.9,07:44.5,"""Two?"""
28.Orange.108,07:44.6,07:45.1,"""Yeah."""
28.Blue.109,07:45.0,07:45.6,"""Kay."""
28.Blue.110,07:48.7,07:50.0,"""So then what's more important?"""
28.Blue.111,07:50.0,07:52.2,"""A knife or newspaper?"""
28.Pink.42,07:53.1,07:54.7,"""Uh %."""
28.Orange.109,07:54.5,07:55.3,"""Knife."""
28.Blue.112,07:55.5,07:56.5,"""I think a knife."""
28.Orange.110,07:56.5,07:57.1,"""Yeah."""
28.Orange.111,07:57.1,07:58.5,"""And then newspaper after that."""
28.Blue.113,07:58.5,07:59.3,"""Yep."""
28.Orange.112,08:00.1,08:02.9,"""And then like some sort of food probably."""
28.Orange.113,08:03.2,08:05.5,"""Cause if they're going eighty miles in the snow."""
28.Blue.114,08:06.3,08:07.8,"""What was your number five?"""
28.Pink.43,08:07.9,08:11.8,"""My number five was the compress ki -- kit $ blah."""
28.Blue.115,08:09.7,08:10.9,"""$"""
28.Blue.116,08:10.9,08:11.8,"""Yours?"""
28.Orange.114,08:12.6,08:14.8,"""My number five was the family-sized chocolate bar."""
28.Blue.117,08:13.2,08:13.9,"""Yeah."""
28.Blue.118,08:14.4,08:18.8,"""Kay, mine was the extra shirt and pants for each survivor."""
28.Orange.115,08:18.8,08:24.5,"""Kay, I feel like extra shirt and pants could be five and then family-sized chocolate bar could be six."""
28.Blue.119,08:25.7,08:26.3,"""Sure."""
28.Pink.44,08:26.0,08:26.6,"""Yeah."""
28.Orange.116,08:27.0,08:27.6,"""Yeah."""
28.Orange.117,08:27.9,08:29.8,"""How much time do you think we got?"""
28.Orange.118,08:29.8,08:30.9,"""Like ten minutes?"""
28.Pink.45,08:31.1,08:33.0,"""$"""
28.Orange.119,08:31.1,08:34.3,"""$ [unclear]"""
28.Blue.120,08:31.5,08:34.0,"""$ [unclear]"""
28.Blue.121,08:34.0,08:36.6,"""Uh, where's the stupid chocolate bar?"""
28.Pink.46,08:36.8,08:38.5,"""It's, uh, front --"""
28.Blue.122,08:37.8,08:39.4,"""Oh, yeah, we put that fifteen."""
28.Pink.47,08:39.3,08:41.2,"""$"""
28.Blue.123,08:39.4,08:40.0,"""Whoops."""
28.Blue.124,08:40.2,08:41.4,"""Change it to six."""
28.Blue.125,08:41.4,08:43.7,"""Okay, what was your seven and eight?"""
28.Pink.48,08:44.4,08:50.0,"""Uh, my seven was the can of shortening and the eight was the quart of eighty-five proof whiskey."""
28.Blue.126,08:50.6,08:55.2,"""Um, my seven was a cigarette lighter without the fluid and eight was ball of steel wool."""
28.Orange.120,08:55.7,09:01.2,"""For me I had, uh, seven was flashlight and batteries and eight was two ski polls."""
28.Blue.127,09:01.6,09:05.4,"""Oh, yeah, I definitely think the flashlight should go in the seven and eight."""
28.Orange.121,09:05.4,09:06.1,"""Yeah."""
28.Blue.128,09:06.4,09:07.4,"""And then."""
28.Pink.49,09:06.6,09:07.6,"""Is -- yeah."""
28.Blue.129,09:07.6,09:10.1,"""We could yeah include the can of shortening cause like --"""
28.Blue.130,09:10.1,09:13.3,"""Like I feel like as gross as it is, you could eat it."""
28.Orange.122,09:12.1,09:13.0,"""Probably."""
28.Pink.50,09:13.3,09:14.2,"""Yeah."""
28.Orange.123,09:13.7,09:18.6,"""I'm sure, yeah it sounds like it's probably good-ish."""
28.Blue.131,09:14.8,09:16.4,"""So like seven."""
28.Blue.132,09:17.2,09:18.3,"""It's disgusting."""
28.Orange.124,09:18.7,09:20.3,"""It'd keep you alive."""
28.Pink.51,09:19.4,09:21.3,"""It'd be $."""
28.Blue.133,09:19.4,09:20.5,"""$"""
28.Blue.134,09:20.5,09:21.8,"""It's good for [unclear]."""
28.Pink.52,09:21.3,09:21.9,"""%"""
28.Blue.135,09:21.8,09:25.2,"""So, eight can be can of shortening and then seven can be flashlight?"""
28.Pink.53,09:25.2,09:25.8,"""Yeah."""
28.Orange.125,09:25.6,09:26.2,"""Yeah."""
28.Blue.136,09:25.7,09:26.3,"""Okay."""
28.Blue.137,09:27.8,09:29.4,"""And then my nine and ten."""
28.Blue.138,09:29.4,09:31.2,"""Nine was the newspaper."""
28.Blue.139,09:31.2,09:33.2,"""Uh, I guess that's out of the question now."""
28.Orange.126,09:33.3,09:34.1,"""Mhm."""
28.Orange.127,09:34.4,09:35.8,"""Do we have compress kit?"""
28.Blue.140,09:34.5,09:35.7,"""And then ten --"""
28.Blue.141,09:36.2,09:36.9,"""No."""
28.Pink.54,09:36.3,09:37.7,"""We haven't done that one yet."""
28.Blue.142,09:37.4,09:40.3,"""And then ten for me was the whiskey."""
28.Orange.128,09:37.4,09:38.4,"""No."""
28.Pink.55,09:41.6,09:48.7,"""Uh, my ten -- my nine was the extra shirt and pants and then ten was the sectional air map made of plastic."""
28.Pink.56,09:49.7,09:50.6,"""%"""
28.Blue.143,09:50.2,09:52.7,"""Okay, uh, let's just see what we have."""
28.Blue.144,09:52.9,09:59.3,"""So we have compass, knife, rope, whoops, and then --"""
28.Orange.129,09:58.2,09:59.3,"""Yeah, you messed up."""
28.Blue.145,09:59.3,10:00.2,"""Shut up. """
28.Blue.146,10:00.3,10:02.6,"""Okay, um."""
28.Blue.147,10:02.6,10:03.5,"""So --"""
28.Orange.130,10:02.8,10:08.0,"""Mine was compress kit was nine and loaded pistol was ten."""
28.Blue.148,10:07.9,10:09.1,"""I think for all of us --"""
28.Blue.149,10:09.1,10:11.8,"""Your number one was the compress kit, right?"""
28.Pink.57,10:12.1,10:17.0,"""Uh, like number one was the like --"""
28.Blue.150,10:14.5,10:15.2,"""Yeah."""
28.Blue.151,10:16.0,10:19.1,"""Like w-what number did you label the compress kit as?"""
28.Pink.58,10:19.4,10:20.0,"""Five."""
28.Blue.152,10:19.8,10:21.1,"""Okay, so for me, it was six."""
28.Blue.153,10:21.1,10:22.0,"""And for you it was?"""
28.Orange.131,10:22.3,10:23.0,"""Nine."""
28.Blue.154,10:23.0,10:26.3,"""Okay, so I think it's like decently in like in the middle s-things."""
28.Orange.132,10:23.6,10:25.3,"""But I'm okay with putting that down."""
28.Pink.59,10:25.1,10:25.8,"""Yeah."""
28.Blue.155,10:26.3,10:28.2,"""So maybe we can put it as like nine?"""
28.Blue.156,10:28.6,10:33.0,"""Cause it-I think it was like high for you, s-high for me, it was nine for you."""
28.Pink.60,10:30.9,10:31.5,"""Yeah."""
28.Orange.133,10:31.0,10:31.5,"""Mhm."""
28.Orange.134,10:32.5,10:33.2,"""Nine."""
28.Blue.157,10:33.0,10:34.8,"""So, that could work out."""
28.Orange.135,10:35.4,10:36.8,"""Yeah, and I-I agree."""
28.Orange.136,10:36.8,10:42.0,"""You had, we kind of skipped it, I had six as my sectional air map made of plastic."""
28.Blue.158,10:42.5,10:43.3,"""Okay."""
28.Pink.61,10:43.0,10:43.9,"""%"""
28.Orange.137,10:43.0,10:45.2,"""So I feel like that we could definitely go next."""
28.Blue.159,10:43.7,10:45.3,"""We can do that ten."""
28.Orange.138,10:45.4,10:45.9,"""Yeah."""
28.Blue.160,10:45.6,10:46.2,"""Okay."""
28.Blue.161,10:46.7,10:52.2,"""And then my eleven was the gun."""
28.Orange.139,10:48.8,10:49.7,"""That's good."""
28.Blue.162,10:53.0,10:57.3,"""Cause I feel like, yeah, it's pretty much only good for like shooting food."""
28.Orange.140,10:55.3,10:55.8,"""Yeah."""
28.Pink.62,10:57.3,10:59.5,"""Yeah, I put my gun at six."""
28.Blue.163,10:57.9,10:58.8,"""Sorta thing."""
28.Orange.141,10:59.1,10:59.8,"""Forty-five."""
28.Orange.142,11:00.1,11:02.8,"""It's a pistol too so it's close range."""
28.Blue.164,11:02.8,11:03.4,"""Yeah."""
28.Blue.165,11:05.0,11:08.5,"""Um $ do you want to put that as eleven?"""
28.Pink.63,11:05.1,11:06.7,"""$"""
28.Pink.64,11:07.9,11:08.9,"""%"""
28.Orange.143,11:09.0,11:14.2,"""Uh, yeah, I'd definitely put that over like whiskey and two ski polls."""
28.Blue.166,11:11.5,11:12.1,"""Yeah."""
28.Blue.167,11:14.3,11:14.8,"""Kay."""
28.Blue.168,11:14.8,11:16.7,"""Is that okay, eleven, yeah?"""
28.Pink.65,11:15.7,11:17.0,"""Yeah."""
28.Blue.169,11:16.8,11:19.7,"""Okay so then my twelve."""
28.Blue.170,11:19.9,11:21.3,"""Okay [unclear]."""
28.Orange.144,11:20.3,11:25.1,"""Kay, maybe just not go by what like we have but what we have left."""
28.Blue.171,11:23.2,11:28.0,"""Okay, so we have the cigarette lighter, two ski polls, whiskey, and ball of wool."""
28.Orange.145,11:28.5,11:30.6,"""So, I feel like steel wool should be next."""
28.Pink.66,11:30.6,11:31.2,"""Mhm."""
28.Blue.172,11:30.9,11:31.7,"""Yeah."""
28.Blue.173,11:32.1,11:32.8,"""Yeah?"""
28.Orange.146,11:32.8,11:33.5,"""Yeah."""
28.Blue.174,11:32.8,11:34.1,"""Yeah, okay."""
28.Blue.175,11:34.4,11:38.2,"""I feel like after that, then the cigarette lighter should be next."""
28.Orange.147,11:39.1,11:40.5,"""Yeah, yeah."""
28.Pink.67,11:41.1,11:41.6,"""We --"""
28.Orange.148,11:41.9,11:44.0,"""Two ski polls and then whiskey."""
28.Blue.176,11:44.0,11:46.9,"""But I feel like whiskey [unclear]."""
28.Pink.68,11:44.1,11:48.0,"""I think I think the whiskey should go above the ski polls."""
28.Orange.149,11:44.2,11:46.2,"""Oh, actually no, the whiskey."""
28.Blue.177,11:47.1,11:48.0,"""Yeah."""
28.Orange.150,11:47.9,11:49.8,"""Yeah okay okay."""
28.Blue.178,11:48.1,11:52.3,"""So, the ski polls are fifteen and whiskey is fourteen."""
28.Blue.179,11:52.5,11:53.3,"""Done."""
28.Orange.151,11:53.8,11:55.0,"""Do we agree?"""
28.Orange.152,11:55.2,11:57.5,"""Why you want whiskey above ski polls?"""
28.Blue.180,11:57.6,11:58.3,"""I don't know."""
28.Pink.69,11:58.3,12:01.7,"""Well cause you can use it as like, uh, flammable."""
28.Pink.70,12:01.9,12:03.8,"""You can --"""
28.Blue.181,12:02.3,12:05.8,"""Yeah, if like if you're having trouble starting a fire."""
28.Orange.153,12:03.6,12:04.4,"""Burning stuff."""
