Participant,Start,End,Sentence
17.Blue.15,02:00.5,02:04.6,"""And then probably the compass is four so they know which direction they're going."""
17.Orange.25,02:00.8,02:01.4,"""One."""
17.Orange.26,02:04.8,02:05.7,"""Okay, yeah."""
17.Pink.9,02:06.4,02:07.6,"""So then the map."""
17.Orange.27,02:06.4,02:08.0,"""And then we can do --"""
17.Blue.16,02:08.0,02:14.0,"""And then map because that way they can actually maybe see landmarks or something."""
17.Blue.17,02:14.0,02:14.9,"""I don't know."""
17.Pink.10,02:21.5,02:22.2,"""Okay."""
17.Blue.18,02:22.5,02:24.1,"""And then, I don't know."""
17.Blue.19,02:24.1,02:28.6,"""I had like flashlight next."""
17.Blue.20,02:28.6,02:29.9,"""But I don't really."""
17.Blue.21,02:31.0,02:33.8,"""Like there is -- I mean the whiskey."""
17.Blue.22,02:34.8,02:38.6,"""It's liquid, but it's not really gonna hydrate them."""
17.Orange.28,02:38.7,02:45.6,"""No, I was looking at more of a thing to go with compress kit right to, uh, sterilize wounds or something."""
17.Orange.29,02:45.8,02:50.8,"""It's kind of what I was thinking of the most important so I kind of agree with that."""
17.Pink.11,02:45.8,02:46.3,"""Yeah."""
17.Orange.30,02:50.8,02:55.8,"""But of course not as important as stuff from the second half."""
17.Orange.31,02:56.0,02:56.8,"""And stuff."""
17.Blue.23,03:00.5,03:03.7,"""So, there the flashlight could help with sight."""
17.Blue.24,03:03.7,03:07.0,"""And knife and pistol could help with like hunting."""
17.Orange.32,03:04.0,03:04.5,"""Mhm."""
17.Blue.25,03:07.0,03:08.5,"""For protection."""
17.Orange.33,03:07.2,03:09.2,"""Oh, do we not already have knife on the list yet?"""
17.Blue.26,03:09.2,03:09.6,"""No."""
17.Orange.34,03:09.4,03:11.5,"""I think we should put that next then $."""
17.Pink.12,03:11.3,03:12.4,"""Okay, six."""
17.Blue.27,03:11.7,03:13.5,"""So, like knife is six."""
17.Pink.13,03:14.6,03:19.2,"""Cause it was like what, eleven thirty-two am, so probably not dark-ish."""
17.Blue.28,03:14.6,03:15.4,"""And then."""
17.Pink.14,03:19.2,03:22.7,"""They are in the wood, I guess, so you still have the day, but."""
17.Orange.35,03:19.4,03:20.1,"""Yeah."""
17.Blue.29,03:19.6,03:20.1,"""Yeah."""
17.Orange.36,03:20.3,03:24.4,"""Yeah, so you still have the day, but life is just so versatile right."""
17.Blue.30,03:24.6,03:25.1,"""Mhm."""
17.Orange.37,03:24.6,03:26.2,"""Food, making a shelter."""
17.Blue.31,03:26.5,03:30.1,"""So then should we put the compress kit after the knife?"""
17.Pink.15,03:31.1,03:31.5,"""Sure."""
17.Orange.38,03:31.6,03:32.1,"""Yeah."""
17.Blue.32,03:40.0,03:40.9,"""Um."""
17.Blue.33,03:41.9,03:46.1,"""Honestly, I don't know what you're going to use the cigarette lighter for with."""
17.Blue.34,03:46.1,03:48.7,"""And it doesn't have any fluid in it, so it doesn't even light."""
17.Orange.39,03:48.1,03:50.0,"""You have to get pretty creative, that is for sure."""
17.Blue.35,03:50.7,03:53.8,"""Um, I don't know what people are going to do with newspaper."""
17.Orange.40,03:54.6,03:56.4,"""I was thinking insulation."""
17.Orange.41,03:56.4,03:59.0,"""Almost more better right?"""
17.Blue.36,03:58.6,04:01.2,"""You could say that, yeah, you could, so."""
17.Blue.37,04:01.8,04:09.5,"""Is there anything more important than the newspaper like the pistol or a rope like rope or something?"""
17.Orange.42,04:07.7,04:08.2,"""Mhm."""
17.Blue.38,04:11.1,04:17.1,"""Like you could almost do like one of those preschool things where everybody holds on to the rope so you don't lose anybody $."""
17.Pink.16,04:15.8,04:16.7,"""$"""
17.Orange.43,04:15.9,04:18.0,"""$ okay."""
17.Orange.44,04:18.9,04:22.4,"""But, yeah again, it gets pretty cold though."""
17.Orange.45,04:22.4,04:25.6,"""It's like minus something in the night, so."""
17.Pink.17,04:24.0,04:24.6,"""Yeah."""
17.Blue.39,04:25.1,04:29.2,"""Yeah, it's like minus twenty-five during the day and then minus fourth at night."""
17.Blue.40,04:29.2,04:31.8,"""So, probably newspaper would help."""
17.Orange.46,04:31.2,04:32.9,"""Some pretty extreme cold."""
17.Blue.41,04:31.8,04:33.4,"""Stuff socks or something."""
17.Orange.47,04:34.4,04:34.9,"""Yeah."""
17.Orange.48,04:35.8,04:38.0,"""So, um."""
17.Blue.42,04:36.5,04:50.1,"""Um, so now we have cigarette lighter, ski poles, whiskey, steel wool, pistol, rope, or batteries or flashlight with batteries."""
17.Orange.49,04:40.6,04:41.1,"""Cig --"""
17.Pink.18,04:52.7,04:55.3,"""What does steel wool do for you?"""
17.Blue.43,04:55.9,04:56.9,"""Um."""
17.Orange.50,04:58.4,05:00.2,"""Well, I think it's --"""
17.Blue.44,04:58.6,05:09.8,"""Well, I -- it is wool, but it's like it's like it's like one of those, uh, you know, uh, um, one of those pads that you use for dishwashing like the, um, the pad."""
17.Orange.51,05:01.1,05:02.7,"""But it's like steel."""
17.Pink.19,05:01.4,05:03.1,"""But it's like wire isn't it?"""
17.Orange.52,05:02.7,05:04.2,"""Yeah it's kind of wiry, it's -- """
17.Pink.20,05:05.9,05:07.5,"""[unclear]"""
17.Pink.21,05:07.5,05:08.1,"""Oh okay."""
17.Orange.53,05:08.1,05:08.5,"""Yeah."""
17.Blue.45,05:10.4,05:12.6,"""Like yeah yeah."""
17.Pink.22,05:11.3,05:12.7,"""Yeah I do know $."""
17.Orange.54,05:11.4,05:11.8,"""Yeah."""
17.Orange.55,05:12.3,05:13.5,"""Pretty sure, yeah."""
17.Orange.56,05:13.5,05:19.6,"""So, it's, uh, probably just going to be just a little bit stronger than rope maybe."""
17.Blue.46,05:19.2,05:19.8,"""Yeah."""
17.Orange.57,05:19.6,05:21.8,"""I wonder you might be able to use that to start a fire."""
17.Orange.58,05:21.8,05:24.4,"""I feel like that seems like something [unclear] $."""
17.Orange.59,05:24.4,05:26.6,"""It might be far-fetched, but."""
17.Pink.23,05:25.0,05:26.2,"""$"""
17.Pink.24,05:27.6,05:29.3,"""We can just pretend it will start a fire $."""
17.Blue.47,05:29.4,05:30.9,"""I mean like we if you have --"""
17.Orange.60,05:29.6,05:31.9,"""Like I'm wondering if [unclear]."""
17.Pink.25,05:32.2,05:34.5,"""Yeah, cause newspaper probably won't do it."""
17.Blue.48,05:36.2,05:36.9,"""Um."""
17.Orange.61,05:36.4,05:41.8,"""I'm wondering cigarette lighter too if you could even like spark it off the rock, like the top of it, like what's it made up."""
17.Blue.49,05:40.0,05:41.5,"""Wait a second."""
17.Pink.26,05:41.8,05:42.4,"""Yeah."""
17.Orange.62,05:42.4,05:44.0,"""So I don't know if that's gonna work."""
17.Blue.50,05:42.5,05:46.5,"""If you have -- could you use the whiskey as a lighter fluid?"""
17.Orange.63,05:47.9,05:49.3,"""It's possible."""
17.Orange.64,05:49.4,05:51.8,"""Can't verify but I'm sure it's possible."""
17.Pink.27,05:49.6,05:50.6,"""[Unclear]."""
17.Blue.51,05:51.5,05:53.4,"""Cause I mean."""
17.Pink.28,05:53.4,05:54.5,"""Let's just go with yes."""
17.Blue.52,05:54.5,05:54.9,"""Yeah."""
17.Orange.65,05:56.5,05:57.9,"""Alright with that being said."""
17.Blue.53,05:57.0,05:59.5,"""Cause alcohol is flammable."""
17.Pink.29,05:58.1,06:00.1,"""Will that be higher up on list then?"""
17.Orange.66,06:00.1,06:00.7,"""Oh yeah."""
17.Pink.30,06:00.2,06:01.0,"""$"""
17.Blue.54,06:01.2,06:11.5,"""Cause you can if combine the alcohol like if you put the whiskey and then the cigarette lighter and you could use the whiskey as a lighter fluid."""
17.Pink.31,06:01.6,06:03.1,"""I don't even know what that is."""
17.Blue.55,06:11.5,06:13.3,"""Because alcohol is flammable."""
17.Orange.67,06:13.3,06:13.8,"""Mhm."""
17.Orange.68,06:14.2,06:14.9,"""Cause."""
17.Blue.56,06:14.6,06:17.1,"""Cause with the lighter, it'll spark it, and you can."""
17.Orange.69,06:16.6,06:17.2,"""Yeah."""
17.Pink.32,06:17.2,06:17.6,"""Yeah."""
17.Blue.57,06:17.4,06:22.2,"""So, that's if that's for warmth that could definitely go before."""
17.Pink.33,06:22.2,06:23.0,"""Newspaper?"""
17.Blue.58,06:23.0,06:23.5,"""Yeah."""
17.Orange.70,06:23.6,06:26.3,"""Cause we can go technically days without food."""
17.Orange.71,06:26.3,06:31.5,"""With even water, you're going to need to boil it to make sure that it's, you know."""
17.Pink.34,06:26.6,06:27.0,"""But you can --"""
17.Blue.59,06:30.7,06:37.6,"""But like, uh, cause I think we should put it as like six and seven near the compress kit and newspaper down to nine, ten. """
17.Pink.35,06:37.6,06:38.9,"""Okay, so whiskey first?"""
17.Orange.72,06:37.8,06:38.3,"""Yeah."""
17.Blue.60,06:38.9,06:39.3,"""Yeah."""
17.Blue.61,06:39.3,06:40.8,"""Whiskey is six."""
17.Pink.36,06:40.9,06:41.4,"""And then."""
17.Blue.62,06:41.2,06:42.9,"""Cigarette lighter is seven."""
17.Blue.63,06:43.6,06:44.6,"""And then."""
17.Pink.37,06:43.8,06:45.6,"""And the compress kit is eight."""
17.Blue.64,06:44.9,06:45.7,"""Eight."""
17.Blue.65,06:45.7,06:47.8,"""And then newspaper's nine."""
17.Orange.73,06:50.0,06:55.7,"""I just feel like it could be more important than the extra shirt and pants for each survivor cause as long as we can make fire."""
17.Pink.38,07:01.7,07:03.7,"""Like the the fo-fire stuff?"""
17.Orange.74,07:03.9,07:04.6,"""Yeah."""
17.Orange.75,07:08.8,07:10.2,"""What is everybody thinking?"""
17.Blue.66,07:10.2,07:14.0,"""I also I mean it is important."""
17.Blue.67,07:14.0,07:35.3,"""But I feel like getting initial warmth is like the like getting initial warmth through the pants and shirts and then trying to figure out where you're going and getting prepared before starting a fire or anything cause it is during the day so they are going to want to move first like get moving and then when it gets dark they get like they get like they have the ability to make fire."""
17.Orange.76,07:28.1,07:28.6,"""Yeah."""
17.Pink.39,07:30.7,07:32.3,"""That makes sense."""
17.Blue.68,07:35.3,07:39.1,"""So, I think having it later on in the list is."""
17.Pink.40,07:35.6,07:36.0,"""Yeah."""
17.Blue.69,07:40.5,07:41.0,"""Cool."""
17.Orange.77,07:41.3,07:44.1,"""So, where are we left now with the?"""
17.Blue.70,07:44.2,07:46.5,"""We're left with ski poles."""
17.Orange.78,07:45.2,07:46.2,"""Are we at ten?"""
17.Pink.41,07:46.9,07:51.1,"""Steel wool, pistol, rope, and flashlight."""
17.Blue.71,07:51.5,07:52.4,"""Um."""
17.Orange.79,07:51.6,07:52.6,"""I think rope."""
17.Pink.42,07:56.3,07:57.5,"""Or flashlight."""
17.Blue.72,07:56.4,07:57.4,"""Uh."""
17.Blue.73,07:58.1,07:59.2,"""It's betw --"""
17.Orange.80,07:59.3,08:01.3,"""$"""
17.Blue.74,07:59.5,08:06.5,"""Honestly, the pistol the pistol can help with hunting or like just protection in general."""
17.Pink.43,08:00.5,08:01.5,"""That's good."""
17.Orange.81,08:06.7,08:07.2,"""Yeah."""
17.Blue.75,08:07.4,08:11.2,"""And then the flashlight would help with when it gets dark out."""
17.Blue.76,08:11.2,08:14.9,"""I don't really know what thirty feet of rope would do for you."""
17.Orange.82,08:15.2,08:16.4,"""Make shelter."""
17.Blue.77,08:17.6,08:22.0,"""You could tie things together, but that's more like when they actually have to camp up."""
17.Blue.78,08:22.1,08:24.8,"""So, I feel like if pistol came first."""
17.Pink.44,08:22.4,08:23.1,"""Mhm."""
17.Orange.83,08:25.4,08:28.7,"""But just kind of what are the chances that you are going to use it?"""
17.Blue.79,08:29.0,08:29.6,"""True."""
17.Orange.84,08:30.4,08:34.0,"""So, just kind of -- it-it's a gamble right."""
17.Orange.85,08:34.0,08:34.9,"""What do you think?"""
17.Blue.80,08:35.2,08:36.0,"""Mhm."""
17.Orange.86,08:36.0,08:37.6,"""Is it going to be more necessary?"""
17.Blue.81,08:39.2,08:41.1,"""And you are in Manitoba."""
17.Orange.87,08:41.2,08:42.1,"""Yeah $."""
17.Blue.82,08:44.6,08:45.6,"""Um, so."""
17.Orange.88,08:46.6,08:51.0,"""We'll know how much of [unclear]."""
17.Blue.83,08:47.9,08:50.8,"""I mean would you use the flashlight before the rope?"""
17.Blue.84,08:51.1,08:53.0,"""Would you use the flashlight before the rope?"""
17.Blue.85,08:53.0,08:56.0,"""Or would you probably use the rope to build your shelter before it gets dark out?"""
17.Orange.89,08:56.3,08:58.2,"""I think shelter."""
17.Blue.86,08:58.8,09:00.8,"""Okay, so rope then flashlight."""
17.Orange.90,08:59.3,08:59.9,"""Cause."""
17.Orange.91,09:00.9,09:02.7,"""Cause I don't know how much they want."""
17.Orange.92,09:03.0,09:08.6,"""It's hard too cause I wonder if you can use that as signal for plane coming that may catch you or something."""
17.Pink.45,09:08.1,09:08.8,"""The flashlight?"""
17.Orange.93,09:08.8,09:10.0,"""Yeah, to make signal."""
17.Orange.94,09:10.3,09:11.7,"""There is just so many options."""
17.Orange.95,09:11.8,09:13.9,"""It's like $ it is so hard."""
17.Blue.87,09:14.0,09:15.3,"""I think."""
17.Pink.46,09:20.4,09:22.7,"""I think we want to build the shelter before it gets dark."""
17.Blue.88,09:22.3,09:22.8,"""Yeah."""
17.Orange.96,09:23.4,09:23.8,"""Yeah."""
17.Blue.89,09:23.7,09:25.5,"""I'm just wondering if you could actually be able to."""
17.Blue.90,09:25.5,09:26.9,"""You'll probably reuse the rope."""
17.Orange.97,09:27.0,09:27.5,"""Yeah."""
17.Blue.91,09:28.0,09:29.7,"""Or just carry your shelter."""
17.Pink.47,09:30.0,09:30.8,"""$"""
17.Orange.98,09:30.0,09:31.7,"""$"""
17.Blue.92,09:32.7,09:34.5,"""So rope and then flashlight."""
17.Pink.48,09:37.7,09:41.4,"""Okay, we're left with ski poles, steel wool, and pistol."""
17.Blue.93,09:41.5,09:45.4,"""I'm just thinking ski poles comes last cause I don't see it how it could like."""
17.Orange.99,09:45.3,09:45.7,"""Yeah."""
17.Orange.100,09:45.7,09:47.6,"""I would say probably pistol next."""
17.Blue.94,09:47.3,09:49.4,"""Yeah pistol, steel wool, then ski poles."""
17.Orange.101,09:49.3,09:51.2,"""Why are we doing the ski poles anyways $?"""
17.Pink.49,09:51.5,09:52.1,"""I don't know."""
17.Blue.95,09:52.2,09:53.2,"""Just for fun."""
17.Orange.102,09:52.2,09:53.7,"""[unclear]"""
17.Orange.103,09:53.7,09:54.8,"""Pretty sure."""
17.Pink.50,09:54.2,09:55.1,"""Okay, what's next?"""
17.Pink.51,09:55.1,09:56.2,"""Pistol and then?"""
17.Blue.96,09:56.2,09:57.3,"""Steel wool."""
17.Pink.52,09:57.3,09:58.1,"""And then?"""
17.Orange.104,09:58.7,10:00.4,"""How do you feel over there?"""
17.Orange.105,10:00.4,10:01.3,"""Haven't heard much from you."""
17.Yellow.2,10:01.9,10:05.2,"""Well, you could use ski poles to like -- isn't there a river by?"""
17.Yellow.3,10:05.2,10:07.4,"""Like in river could you use it."""
17.Orange.106,10:06.0,10:08.9,"""Uh, well there's yeah lots of lakes and rivers."""
17.Yellow.4,10:09.0,10:12.2,"""Could you use it to, um, catch fish in it?"""
17.Orange.107,10:12.4,10:13.3,"""Yeah right."""
17.Orange.108,10:13.3,10:15.5,"""If we have the knife you could sharpen them up."""
17.Yellow.5,10:15.5,10:19.1,"""I think the steel wool would be last honestly."""
17.Yellow.6,10:19.1,10:21.7,"""I don't even know what steel wool do."""
17.Orange.109,10:20.3,10:20.9,"""$"""
17.Orange.110,10:23.5,10:25.7,"""So, do we have what was left."""
17.Blue.97,10:24.4,10:25.2,"""Should --"""
17.Orange.111,10:25.7,10:26.4,"""%"""
17.Blue.98,10:28.1,10:30.3,"""Okay, so um."""
17.Blue.99,10:31.7,10:38.0,"""Do we want to move the ski poles up then, so they are not like out on the last two?"""
17.Blue.100,10:38.0,10:42.1,"""Like if we could maybe move where the pistol is."""
17.Blue.101,10:42.1,10:46.6,"""Cause I feel like you have a better chance of catching fish with ski pole."""
17.Pink.53,10:46.6,10:47.9,"""I think so $."""
17.Pink.54,10:48.3,10:50.0,"""Okay, so put that as twelve then?"""
17.Blue.102,10:50.0,10:50.4,"""Yeah."""
17.Pink.55,10:50.8,10:51.6,"""And."""
17.Pink.56,10:52.8,10:53.7,"""[unclear]"""
17.Pink.57,10:55.2,10:56.3,"""[unclear] $"""
17.Orange.112,10:56.5,11:02.1,"""And then we're still down to the steel wool and flashlight?"""
17.Pink.58,10:59.6,11:00.6,"""Steel wool."""
17.Pink.59,11:03.2,11:05.5,"""Flashlight, we put it as eleven."""
17.Pink.60,11:05.5,11:07.0,"""What have I done?"""
17.Orange.113,11:06.7,11:07.7,"""$"""
17.Pink.61,11:07.4,11:08.0,"""Oh, wait."""
17.Pink.62,11:08.6,11:09.2,"""Thirteen."""
17.Blue.103,11:09.8,11:12.0,"""Do we have two of the same number?"""
17.Pink.63,11:11.6,11:13.8,"""This one I started writing and then we changed our minds."""
17.Orange.114,11:11.7,11:12.7,"""$"""
17.Pink.64,11:13.8,11:15.2,"""So it's one something $."""
17.Orange.115,11:15.2,11:15.8,"""Oh, okay."""
17.Pink.65,11:15.6,11:22.4,"""One, two, three, four, five, six, seven, eight, nine."""
17.Blue.104,11:21.6,11:22.9,"""Oh, we have two sixes."""
17.Blue.105,11:22.9,11:25.0,"""Cause the knife got moved back."""
17.Orange.116,11:23.3,11:23.8,"""Oh."""
17.Blue.106,11:25.2,11:28.0,"""Or was the m-knife before the?"""
17.Orange.117,11:28.8,11:33.2,"""I have them up till eight unless we change things $."""
17.Pink.66,11:32.9,11:34.1,"""Okay, what was knife?"""
17.Orange.118,11:34.5,11:35.1,"""Six."""
17.Pink.67,11:35.2,11:36.5,"""And what was whiskey?"""
17.Orange.119,11:38.1,11:40.0,"""That one I haven't done cause that's when we started changing."""
17.Orange.120,11:40.0,11:41.1,"""Yeah, I did not keep up with that."""
17.Pink.68,11:41.6,11:42.8,"""Apparently I didn't either $."""
17.Orange.121,11:42.9,11:43.6,"""$"""
17.Pink.69,11:44.0,11:45.0,"""Okay one."""
17.Pink.70,11:45.0,11:46.2,"""And then we have chocolate bar."""
17.Pink.71,11:46.2,11:48.2,"""And then we went shortening."""
17.Pink.72,11:48.2,11:49.4,"""And then compass."""
17.Blue.107,11:48.5,11:49.4,"""Compass."""
17.Blue.108,11:49.8,11:51.5,"""And then map."""
17.Pink.73,11:50.9,11:51.5,"""Map."""
17.Orange.122,11:52.6,11:53.4,"""And then."""
17.Blue.109,11:52.8,11:55.1,"""And then I think knife was next."""
17.Blue.110,11:55.1,11:57.5,"""And then whiskey was seven or eight."""
17.Pink.74,11:57.7,11:58.5,"""Yeah."""
17.Orange.123,11:57.7,11:59.1,"""Yeah [unclear]."""
17.Pink.75,12:01.7,12:03.4,"""We are almost done now, okay."""
17.Blue.111,12:03.5,12:05.5,"""We'll just have to push everything backwards."""
17.Pink.76,12:05.0,12:05.9,"""Seven $."""
17.Blue.112,12:06.5,12:08.0,"""So, seven becomes eight."""
17.Pink.77,12:08.1,12:09.0,"""Okay."""
17.Blue.113,12:09.0,12:09.7,"""Right."""
17.Pink.78,12:10.6,12:11.0,"""Wait."""
17.Pink.79,12:11.7,12:15.3,"""Um $ [unclear]."""
17.Orange.124,12:14.7,12:15.5,"""$"""
17.Pink.80,12:15.9,12:17.7,"""I think."""
17.Pink.81,12:18.7,12:19.8,"""Where is nine?"""
17.Pink.82,12:20.4,12:21.3,"""Nine, yeah."""
17.Pink.83,12:22.6,12:23.3,"""Uh."""
17.Blue.114,12:33.0,12:34.6,"""And then the steel wool is fifteen."""
17.Pink.84,12:35.8,12:37.0,"""Here we go."""
17.Orange.125,12:36.2,12:38.1,"""Should we read out once?"""
17.Pink.85,12:38.1,12:38.8,"""Okay."""
17.Orange.126,12:38.7,12:39.4,"""$"""
17.Pink.86,12:39.5,12:41.9,"""So, number one is extra shirt and pants."""
17.Pink.87,12:41.9,12:44.1,"""Number two is chocolate bar."""
17.Pink.88,12:44.1,12:45.5,"""Three is shortening."""
17.Pink.89,12:45.9,12:47.9,"""Four is compass."""
17.Pink.90,12:47.9,12:50.0,"""Five, the map."""
17.Pink.91,12:50.0,12:51.1,"""Six, knife."""
17.Pink.92,12:51.1,12:52.6,"""Seven, whiskey."""
17.Pink.93,12:52.6,12:55.6,"""Eight, cigarette lighter without fluid."""
17.Pink.94,12:55.6,12:58.2,"""Nine, compress kit."""
17.Pink.95,12:58.2,12:59.3,"""Ten, newspaper."""
17.Pink.96,12:59.8,13:01.4,"""Eleven, rope."""
17.Pink.97,13:01.4,13:02.6,"""Twelve, flashlight."""
17.Pink.98,13:03.1,13:04.8,"""Thirteen, ski poles."""
17.Pink.99,13:04.8,13:07.5,"""Fourteen, pistol and fifteen, steel wool."""
17.Orange.127,13:09.4,13:10.0,"""Alright."""
