Participant,Start,End,Sentence
19.Pink.35,03:18.2,03:24.0,"""If someone has a cut or that sort of a thing it's a like disinfectant to prevent infection."""
19.Orange.25,03:20.3,03:23.3,"""Oh okay."""
19.Blue.33,03:22.9,03:29.2,"""And it's also to keep you warm because, um, when it's really cold, if you have whiskey, it keeps your body warm."""
19.Orange.26,03:29.2,03:30.2,"""Uh, oh okay."""
19.Blue.34,03:30.2,03:33.0,"""$"""
19.Orange.27,03:30.6,03:31.8,"""So that's pretty important."""
19.Pink.36,03:32.6,03:34.4,"""So, should we do whiskey next then?"""
19.Blue.35,03:34.4,03:35.5,"""Um, yeah."""
19.Orange.28,03:35.7,03:36.1,"""Sure."""
19.Blue.36,03:36.4,03:38.6,"""Uh, do you want to do two ski poles?"""
19.Pink.37,03:39.4,03:41.8,"""Two ski poles, what would we use that for?"""
19.Blue.37,03:40.4,03:40.8,"""Yeah."""
19.Blue.38,03:41.8,03:46.7,"""Um, you never know because it's not mentioned anywhere whether it's snowing or not."""
19.Blue.39,03:47.0,03:49.8,"""It says that it's minus twenty-five, so."""
19.Pink.38,03:48.7,03:50.2,"""Yeah, in January."""
19.Blue.40,03:50.3,03:50.9,"""Yeah."""
19.Pink.39,03:51.0,03:52.3,"""So if you wanted to walk --"""
19.Blue.41,03:51.4,03:52.3,"""Do I need to figure --"""
19.Blue.42,03:53.4,03:56.7,"""Yeah, you never know, because I-we don't even know where they land."""
19.Blue.43,03:56.7,03:59.2,"""Do they have mountains there, do they have slopes there?"""
19.Blue.44,03:59.3,04:05.9,"""So just put it like before the eating stuff, I would put that there for the ease of travel."""
19.Pink.40,04:06.5,04:07.1,"""Okay."""
19.Pink.41,04:08.9,04:12.8,"""And then, do we want the steel wool to -- cause that helps with fires, right?"""
19.Orange.29,04:12.8,04:13.8,"""Yeah, I'm pretty sure."""
19.Blue.45,04:13.0,04:13.3,"""Yeah."""
19.Orange.30,04:13.8,04:18.8,"""So it's probably steel wool and then the newspaper would probably be next."""
19.Blue.46,04:14.0,04:14.4,"""Yeah."""
19.Pink.42,04:17.9,04:18.3,"""Okay."""
19.Pink.43,04:19.4,04:22.3,"""So, eleven and then twelve."""
19.Blue.47,04:22.4,04:23.9,"""What is the can of shortening?"""
19.Pink.44,04:24.6,04:38.4,"""It's can of like a fat, okay, like you can use it for baking as kind of like a fat substitute, I am pretty sure the butter that sort of a thing will be close to it."""
19.Orange.31,04:37.1,04:40.0,"""Um, do you think that will be good for like lighting fires too?"""
19.Pink.45,04:40.1,04:41.8,"""I have no idea $."""
19.Orange.32,04:42.0,04:43.9,"""I don't see its purpose $."""
19.Blue.48,04:43.8,04:44.8,"""Um."""
19.Orange.33,04:44.5,04:44.9,"""$"""
19.Pink.46,04:44.8,04:47.8,"""Plus you're like gonna eat it like if you're that desperate."""
19.Orange.34,04:46.7,04:47.2,"""Yeah."""
19.Pink.47,04:47.8,04:49.2,"""But I don't know."""
19.Orange.35,04:48.3,04:51.1,"""I put that as like the second last important thing."""
19.Pink.48,04:50.6,04:55.6,"""Yeah, I put the cigarette lighter as the least important cause there's no fluid."""
19.Orange.36,04:52.7,04:53.5,"""Yeah, me too."""
19.Blue.49,04:53.6,04:55.1,"""As the least, yeah."""
19.Orange.37,04:55.0,04:57.1,"""There's nothing you can do with it really."""
19.Pink.49,04:56.7,04:58.9,"""So we should put that as fourteen."""
19.Pink.50,04:58.9,05:02.1,"""And then fifteen as the cigarette lighter."""
19.Blue.50,05:00.7,05:01.2,"""Yeah."""
19.Pink.51,05:02.1,05:05.6,"""Okay, do you want me to like read it over so we can make sure we agree on it?"""
19.Orange.38,05:02.1,05:02.5,"""Yeah."""
19.Blue.51,05:02.2,05:02.6,"""Yeah."""
19.Blue.52,05:04.5,05:04.9,"""Sure."""
19.Pink.52,05:05.8,05:09.3,"""Okay, so first I have the extra shirt and pants for each survivor."""
19.Pink.53,05:09.6,05:11.0,"""Then we have a compass."""
19.Pink.54,05:11.6,05:14.7,"""Then the sectional air map made of plastic."""
19.Pink.55,05:15.5,05:18.2,"""Then a loaded caliber pistol."""
19.Pink.56,05:18.8,05:20.8,"""Uh, and we have a knife."""
19.Pink.57,05:21.0,05:23.0,"""And then flashlight with batteries."""
19.Pink.58,05:23.7,05:25.4,"""Thirty feet of rope."""
19.Pink.59,05:25.9,05:28.5,"""Family sized chocolate bar, one per a person."""
19.Pink.60,05:29.0,05:30.9,"""Uh, the whiskey."""
19.Pink.61,05:31.5,05:32.6,"""Two ski poles."""
19.Pink.62,05:33.1,05:34.5,"""Ball of steel wool."""
19.Pink.63,05:34.9,05:36.0,"""The newspaper."""
19.Pink.64,05:36.8,05:39.5,"""Uh, what's thirteen?"""
19.Pink.65,05:41.5,05:42.2,"""What did I miss?"""
19.Pink.66,05:42.3,05:42.8,"""Okay."""
19.Orange.39,05:42.8,05:43.4,"""$"""
19.Blue.53,05:43.1,05:44.1,"""$"""
19.Pink.67,05:43.7,05:46.4,"""$ wait, I might have just, thirteen."""
19.Pink.68,05:51.8,05:53.0,"""The newspaper."""
19.Pink.69,05:54.5,05:55.7,"""What's thirteen?"""
19.Blue.54,05:56.9,05:58.1,"""Did you miss the number?"""
19.Pink.70,05:57.9,06:00.6,"""I might have missed to number them, okay wait."""
19.Orange.40,06:00.0,06:02.6,"""Oh can you -- oh wait, never mind."""
19.Pink.71,06:01.5,06:03.4,"""One, two, three."""
19.Pink.72,06:06.8,06:12.7,"""Three, four, five, six, seven, eight."""
19.Orange.41,06:11.3,06:12.6,"""Oh, you did seven twice."""
19.Pink.73,06:12.9,06:13.6,"""Did I do that?"""
19.Orange.42,06:13.2,06:14.6,"""Yeah, at the top I think."""
19.Pink.74,06:14.7,06:16.8,"""Oh yeah I did, thanks $."""
19.Blue.55,06:15.8,06:17.7,"""$"""
19.Pink.75,06:17.4,06:22.1,"""Okay, did we do the thirty feet of rope or compress kit first?"""
19.Pink.76,06:22.1,06:23.6,"""Which one did we want first?"""
19.Orange.43,06:24.7,06:27.5,"""I feel like the compress kit is more important."""
19.Pink.77,06:26.7,06:28.4,"""Before the thirty feet of rope?"""
19.Blue.56,06:28.4,06:28.9,"""Yeah."""
19.Pink.78,06:28.6,06:29.0,"""Okay."""
19.Pink.79,06:29.3,06:31.1,"""So that's seven."""
19.Pink.80,06:31.5,06:32.4,"""There we go."""
19.Blue.57,06:32.6,06:33.2,"""Now we're good."""
19.Pink.81,06:33.4,06:34.7,"""Yeah, okay."""
19.Pink.82,06:35.3,06:37.2,"""So, eight we have thirty feet of rope."""
19.Pink.83,06:37.2,06:39.2,"""For nine, we have the chocolate bar."""
19.Pink.84,06:40.0,06:41.5,"""Ten is whiskey."""
19.Pink.85,06:41.9,06:43.9,"""Eleven is ski poles."""
19.Pink.86,06:44.7,06:45.4,"""There we go."""
19.Pink.87,06:45.8,06:47.5,"""And then twelve newspaper."""
19.Pink.88,06:48.4,06:51.2,"""And then thirteen."""
19.Pink.89,06:52.4,06:52.9,"""Oh sorry."""
19.Pink.90,06:53.0,06:55.3,"""Twelve is ball of steel wool."""
19.Pink.91,06:55.5,06:56.9,"""Thirteen is newspaper."""
19.Pink.92,06:57.9,06:59.4,"""Fourteen is can of shortening."""
19.Pink.93,06:59.4,07:01.7,"""And fifteen is cigarette lighter without the fluid."""
19.Pink.94,07:02.5,07:03.0,"""Yeah."""
19.Pink.95,07:03.1,07:03.6,"""Okay."""
