Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
6.Green.35,03:03.2,03:05.2,00:02.0,,,,,"""Um what did you guys put again sorry"""
6.Pink.43,03:04.9,03:06.6,00:01.7,,,,Steel Wool,"""Uh ball of steel wool"""
6.Orange.11,03:06.1,03:06.8,00:00.7,,,,,"""Same"""
6.Green.36,03:06.5,03:08.6,00:02.1,,,,,"""Should we do something with warmth then"""
6.Green.37,03:08.6,03:09.6,00:01.0,,,,,"""That would work too"""
6.Pink.44,03:09.5,03:09.9,00:00.4,,,,,"""Yeah"""
6.Green.38,03:09.6,03:11.3,00:01.7,,Proposal,,Steel Wool,"""Is that okay if we put that one"""
6.Pink.45,03:10.1,03:13.6,00:03.5,,,,,"""I wanted to first secure fire or secure warmth"""
6.Blue.29,03:13.4,03:17.4,00:03.9,,,,,"""Okay so our first subjective is to like build the fire or stay warm"""
6.Green.39,03:14.0,03:15.1,00:01.1,,,,,"""Okay"""
6.Pink.46,03:16.6,03:17.3,00:00.8,,,,,"""Yeah"""
6.Green.40,03:17.3,03:18.8,00:01.5,,,,,"""Yeah staying warm we decided that"""
6.Green.41,03:18.8,03:20.3,00:01.5,,,,,"""So all those will come first"""
6.Pink.47,03:19.1,03:19.6,00:00.6,,,,,"""Yeah"""
6.Green.42,03:20.3,03:21.7,00:01.4,,Proposal,,Steel Wool,"""So that was the wool one"""
6.Green.43,03:21.7,03:23.3,00:01.6,,Proposal,,Steel Wool,"""Is it okay if I put that one for two"""
6.Pink.48,03:23.2,03:24.0,00:00.8,,Agreement,,,"""Sure"""
6.Orange.12,03:23.4,03:23.9,00:00.5,,Agreement,,,"""Yep"""
6.Blue.30,03:23.4,03:24.1,00:00.7,,Agreement,,,"""True"""
6.Green.44,03:24.1,03:25.3,00:01.2,,,,Steel Wool,"""Uh where is where is that"""
6.Pink.49,03:26.4,03:27.4,00:01.0,,,,Steel Wool,"""Its up here"""
6.Green.45,03:27.5,03:28.1,00:00.7,,,,,"""There we go"""
6.Green.46,03:28.1,03:28.8,00:00.7,,,,,"""Okay"""
6.Green.47,03:29.2,03:31.4,00:02.2,,,,,"""Um what are the other warmth ones that we could"""
6.Pink.50,03:31.2,03:33.1,00:01.9,,,,Cigarette Lighter,"""Uh there was the cigarette lighter """
6.Green.48,03:33.0,03:33.5,00:00.5,,,,,"""Yeah"""
6.Blue.31,03:33.2,03:34.5,00:01.2,,,,Whiskey,"""The whiskey"""
6.Pink.51,03:33.3,03:34.1,00:00.8,,,,,"""Uh"""
6.Orange.13,03:33.3,03:34.3,00:01.0,,,,Whiskey,"""With the fluid"""
6.Pink.52,03:34.4,03:34.9,00:00.5,,,,,"""Yeah"""
6.Green.49,03:35.1,03:36.6,00:01.6,,,,Whiskey,"""You can use the whiskey"""
6.Blue.32,03:35.1,03:36.2,00:01.1,,,,Whiskey,"""You can use the whiskey"""
6.Pink.53,03:35.4,03:38.1,00:02.7,,,,,"""You can still you can still use the uh """
6.Orange.14,03:37.7,03:38.4,00:00.7,,,,,"""Oh"""
6.Blue.33,03:38.2,03:41.5,00:03.2,,,,"Cigarette Lighter, Whiskey","""You can use the spark in the whiskey to light it"""
6.Green.50,03:39.1,03:40.3,00:01.3,,,,,"""Oh"""
6.Pink.54,03:39.7,03:41.0,00:01.3,,,,,"""This part yeah"""
6.Orange.15,03:41.6,03:42.7,00:01.1,,,,,"""I did not know that"""
6.Green.51,03:41.8,03:45.3,00:03.5,Positive,,,Whiskey,"""I didnt know whiskey cause I was like who needs whiskey so I was like $"""
6.Blue.34,03:43.8,03:44.6,00:00.8,Positive,,,,"""$"""
6.Pink.55,03:44.7,03:48.9,00:04.2,,,,,"""Uh although although there is a good uh something that I just remembered"""
6.Blue.35,03:45.1,03:46.3,00:01.2,,,,,"""I thought the same"""
6.Green.52,03:46.1,03:47.1,00:01.0,,,,,"""I didnt know that"""
6.Green.53,03:47.2,03:48.3,00:01.1,Negative,,,,"""I would die first"""
6.Orange.16,03:48.6,03:49.1,00:00.5,,,,,"""Yeah"""
6.Green.54,03:48.8,03:49.3,00:00.5,,,,,"""So"""
6.Pink.56,03:48.9,03:52.0,00:03.1,,,,"Flashlight, Steel Wool","""Uh you can create fire with steel wool and batteries"""
6.Blue.36,03:52.4,03:53.7,00:01.3,,,,,"""Oh true"""
6.Orange.17,03:52.7,03:53.8,00:01.1,,,,,"""Oh"""
6.Pink.57,03:53.8,03:55.8,00:02.0,,,,"Flashlight, Steel Wool","""If you get uh the steel wool around the battery"""
6.Pink.58,03:55.8,03:57.8,00:02.0,,,,Flashlight,"""Or depending what type of battery you have"""
6.Orange.18,03:57.0,03:57.5,00:00.6,,,,,"""Yeah"""
6.Green.55,03:57.1,03:58.4,00:01.3,,,,Flashlight,"""Batteries for what sorry"""
6.Pink.59,03:58.0,03:59.8,00:01.8,,,,Flashlight,"""Uh the batteries with a flashlight"""
6.Orange.19,03:58.6,03:59.8,00:01.2,,,,Flashlight,"""Flashlight"""
6.Blue.37,03:59.3,04:00.5,00:01.2,,,,Flashlight,"""From the flashlight"""
6.Green.56,04:00.0,04:01.2,00:01.2,Positive,,,,"""Oh"""
6.Pink.60,04:00.1,04:02.2,00:02.1,,,,"Flashlight, Steel Wool","""You can create fire with that so"""
6.Blue.38,04:01.8,04:08.8,00:07.0,,,,"Flashlight, Steel Wool","""Yeah but even if its a small uh battery you can still use the lighter to sort of push it along"""
6.Green.57,04:02.1,04:02.9,00:00.7,,,,,"""Oh"""
6.Pink.61,04:06.4,04:06.8,00:00.5,,,,,"""Yep"""
6.Pink.62,04:07.6,04:08.2,00:00.6,,,,,"""Oh"""
6.Green.58,04:08.4,04:10.1,00:01.7,,Proposal,,Cigarette Lighter,"""So do we want to the lighter next then"""
6.Pink.63,04:08.7,04:09.2,00:00.6,,,,,"""Yeah"""
6.Pink.64,04:10.0,04:11.8,00:01.8,,Agreement,,Cigarette Lighter,"""Yeah lighter next definitely"""
6.Green.59,04:10.7,04:11.3,00:00.6,,,,,"""Okay"""
6.Blue.39,04:11.3,04:12.0,00:00.7,,Agreement,,,"""Yeah"""
6.Green.60,04:12.3,04:13.5,00:01.3,,,,Cigarette Lighter,"""Lighter and then"""
6.Pink.65,04:13.8,04:14.7,00:01.0,,Proposal,,Newspaper,"""Uh the newspaper"""
6.Green.61,04:14.7,04:15.7,00:01.0,,,,Newspaper,"""And then newspaper"""
6.Orange.20,04:15.4,04:16.9,00:01.5,,Agreement,,Newspaper,"""Yeah cause youre gonna need kindling"""
6.Green.62,04:15.8,04:16.3,00:00.4,,Agreement,,,"""Kay"""
6.Pink.66,04:16.9,04:17.4,00:00.5,,,,,"""Mhm"""
6.Green.63,04:17.1,04:17.7,00:00.6,Positive,,,,"""Perfect"""
6.Blue.40,04:17.2,04:17.7,00:00.6,,Agreement,,,"""Yeah"""
6.Green.64,04:17.8,04:18.8,00:01.0,,,,,"""Um"""
6.Green.65,04:19.1,04:21.2,00:02.1,,,,,"""And then did we want to do"""
6.Green.66,04:21.2,04:22.4,00:01.3,,,,,"""Something else came up"""
6.Pink.67,04:21.2,04:31.8,00:10.7,,Proposal,,"Knife, Newspaper","""Uh I was thinking knife because uh even if uh newspaper i it burns really fast and we might need to get a little bit of wood going"""
6.Green.67,04:23.1,04:23.8,00:00.7,,,,Knife,"""The knife"""
6.Blue.41,04:30.0,04:31.0,00:01.0,,,,,"""Find some wood"""
6.Green.68,04:31.2,04:32.6,00:01.4,,Agreement,,Knife,"""So the knife okay"""
6.Blue.42,04:32.6,04:33.2,00:00.6,,Agreement,,,"""Yeah"""
6.Green.69,04:33.3,04:34.2,00:00.9,,,,,"""Um"""
6.Green.70,04:35.4,04:38.4,00:02.9,,,,,"""And then maybe we should think about protection or"""
6.Pink.68,04:38.3,04:38.7,00:00.4,,,,,"""Yeah"""
6.Blue.43,04:38.4,04:38.9,00:00.5,,,,,"""Yeah"""
6.Pink.69,04:38.8,04:42.7,00:04.0,,,,,"""The next thing the next group is just kind of really"""
6.Green.71,04:39.7,04:40.3,00:00.6,,,,,"""Yeah"""
6.Green.72,04:42.8,04:43.7,00:00.9,,,,,"""Staying safe"""
6.Blue.44,04:43.3,04:43.9,00:00.6,,,,,"""Yeah"""
6.Pink.70,04:43.4,04:49.0,00:05.6,,Proposal,,Whiskey,"""Yeah uh something I should mention before we go further is that the whiskey should be the last"""
6.Pink.71,04:49.2,04:52.9,00:03.7,,,,Whiskey,"""Cause alcohol makes you lose heat faster"""
6.Blue.45,04:52.9,04:53.6,00:00.6,,,,,"""Yeah"""
6.Blue.46,04:53.9,04:56.4,00:02.4,,,Private,Whiskey,"""I had it up at fourth cause I was gonna """
6.Pink.72,04:54.8,04:55.3,00:00.5,,,,,"""Yeah"""
6.Blue.47,04:56.6,04:58.4,00:01.8,,,,Whiskey,"""I was thinking of using it in the fire"""
6.Green.73,04:57.0,05:01.9,00:04.9,,,,"Cigarette Lighter, Newspaper","""If youre thinking about the fire but other if were using the newspaper and the lighter then itll """
6.Pink.73,04:59.0,05:00.2,00:01.2,,,,,"""Oh oh thats true"""
6.Blue.48,04:59.4,05:00.6,00:01.2,,,,,"""But since """
6.Blue.49,05:00.7,05:01.2,00:00.5,,Agreement,,,"""Yeah"""
6.Green.74,05:01.9,05:03.1,00:01.1,,Confirmation,,Whiskey,"""So thatll be fifteen then"""
6.Pink.74,05:02.2,05:02.8,00:00.6,,Agreement,,,"""Yeah"""
6.Green.75,05:03.8,05:05.4,00:01.6,,,,,"""Um if everyone agrees with that"""
6.Pink.75,05:05.0,05:05.6,00:00.7,,Agreement,,,"""Mhm"""
6.Orange.21,05:05.3,05:06.0,00:00.7,,Agreement,,,"""Sure"""
6.Blue.50,05:05.4,05:05.7,00:00.4,,Agreement,,,"""Yeah"""
6.Green.76,05:05.6,05:06.1,00:00.5,,,,,"""Kay"""
6.Green.77,05:06.9,05:09.5,00:02.6,,,,,"""Um so next do we wanna do"""
6.Pink.76,05:10.9,05:13.8,00:03.0,,,Private,Chocolate Bar,"""I had the chocolate bar because I was thinking food"""
6.Green.78,05:13.8,05:14.2,00:00.3,,,,,"""Food"""
6.Green.79,05:14.3,05:15.1,00:00.8,,,,,"""Okay"""
6.Blue.51,05:15.2,05:15.8,00:00.6,,,,,"""Yeah"""
6.Blue.52,05:16.1,05:19.2,00:03.1,,,,,"""And its easy to burn those calories and sort of yeah"""
6.Green.80,05:19.3,05:20.8,00:01.5,,Proposal,,Chocolate Bar,"""Do you want to do chocolate bar then"""
6.Green.81,05:20.8,05:22.7,00:01.9,,Confirmation,,,"""Sure okay five"""
6.Blue.53,05:22.7,05:26.5,00:03.8,,,,Chocolate Bar,"""Yeah cause like for the first twelve hours chocolate is good"""
6.Pink.77,05:23.8,05:26.4,00:02.5,,,,"Chocolate Bar, Shortening","""Chocolate and shortening those should be"""
6.Green.82,05:25.9,05:26.8,00:00.9,,Proposal,,Shortening,"""And the shortening"""
6.Pink.78,05:26.8,05:28.8,00:02.0,,Agreement,,Shortening,"""Yeah cause shortening is like thick fat"""
6.Green.83,05:27.0,05:27.5,00:00.5,,,,,"""Kay"""
6.Blue.54,05:27.5,05:32.0,00:04.5,,Disagreement,Private,Shortening,"""Actually I put the shortening um later on"""
6.Green.84,05:31.7,05:32.3,00:00.6,,,Private,Shortening,"""Same"""
6.Blue.55,05:32.0,05:38.2,00:06.2,,Disagreement,,Chocolate Bar,"""Cause like if you think first twelve hours chocolate you use it for fast energy and all of that"""
6.Pink.79,05:34.8,05:35.4,00:00.6,,,,,"""Mhm"""
6.Pink.80,05:38.0,05:38.6,00:00.6,,,,,"""Mhm"""
6.Blue.56,05:38.2,05:41.6,00:03.4,,Disagreement,,,"""And then you can figure out like where you are and all of that"""
6.Pink.81,05:40.8,05:42.6,00:01.9,,,,,"""Oh very sure"""
6.Green.85,05:41.3,05:42.2,00:00.9,,,,,"""Yeah"""
6.Blue.57,05:42.1,05:48.0,00:06.0,,Disagreement,,Shortening,"""And then if you have to spend the night then the shortening is good for the over night then"""
6.Orange.22,05:42.2,05:44.6,00:02.4,,,,Shortening,"""Its an oil so you can add it to a fire too"""
6.Pink.82,05:44.2,05:45.2,00:01.1,,,,,"""That is true"""
6.Pink.83,05:46.4,05:46.8,00:00.4,,,,,"""Yeah"""
6.Pink.84,05:48.4,05:48.9,00:00.5,,,,,"""Yeah"""
6.Green.86,05:48.7,05:49.7,00:01.0,,,,,"""Okay cool"""
6.Green.87,05:49.7,05:51.2,00:01.5,,,,Shortening,"""So well do that one later"""
6.Pink.85,05:51.1,05:51.7,00:00.6,,,,,"""Mhm"""
6.Green.88,05:51.4,05:55.0,00:03.6,,,,Chocolate Bar,"""So after the chocolate bar uh where do we want to go from there"""
6.Pink.86,05:54.6,06:00.0,00:05.4,,,,"Air Map, Compass","""Uh I had had then the air map and the compass like seven and eight"""
6.Blue.58,05:59.7,06:00.3,00:00.6,,,,,"""Yeah"""
6.Pink.87,06:00.2,06:01.7,00:01.6,,,,,"""Cause I feel like """
6.Green.89,06:00.3,06:02.4,00:02.1,,Proposal,,Compass,"""Thats for compass seven"""
6.Orange.23,06:01.6,06:02.1,00:00.5,,,,,"""Yeah"""
6.Pink.88,06:02.1,06:05.9,00:03.8,,Agreement,,"Air Map, Compass","""Yeah they both have to be together cause otherwise were not really doing much"""
6.Green.90,06:02.4,06:04.8,00:02.3,,Proposal,,Air Map,"""Um and then the air map okay"""
6.Green.91,06:05.9,06:07.2,00:01.3,,,,,"""Okay that make sense"""
6.Pink.89,06:07.7,06:10.9,00:03.2,Positive,,,,"""Unless we want to you know stare at the sun to see where it goes"""
6.Orange.24,06:10.4,06:10.9,00:00.5,Positive,,,,"""$"""
6.Pink.90,06:10.9,06:13.1,00:02.2,Positive,,,,"""And then the luck of having a clear day"""
6.Blue.59,06:13.1,06:14.0,00:00.9,,Agreement,,,"""Yeah"""
6.Blue.60,06:14.6,06:18.3,00:03.7,,,,,"""Yeah cause like first you stay warm then you figure out where you are"""
6.Pink.91,06:18.3,06:18.9,00:00.6,,,,,"""Mhm"""
6.Blue.61,06:18.9,06:21.6,00:02.7,,,,,"""And then you figure out food if you have to stay too long"""
6.Pink.92,06:21.0,06:21.6,00:00.6,,,,,"""Yeah"""
6.Pink.93,06:22.0,06:22.6,00:00.6,,,,,"""Yeah"""
6.Green.92,06:22.0,06:22.5,00:00.5,,,,,"""Yeah"""
6.Blue.62,06:22.8,06:33.0,00:10.2,,Proposal,,"Compass, Newspaper, Rope","""So I think after you have the compass and the n newspaper you could either use the rope to like build something to catch"""
6.Orange.25,06:30.5,06:31.7,00:01.2,,Agreement,,Rope,"""I was going to say rope"""
6.Blue.63,06:33.0,06:35.3,00:02.4,,Proposal,,Pistol,"""Or use the pistol"""
6.Blue.64,06:35.3,06:37.5,00:02.1,,,,Pistol,"""But I dont really trust people with pistols"""
6.Orange.26,06:35.6,06:37.6,00:02.0,,,,Pistol,"""What about the pistol as the flare"""
6.Pink.94,06:36.8,06:37.4,00:00.7,,,,,"""Mhm"""
6.Orange.27,06:37.7,06:39.0,00:01.3,,,,Pistol,"""Oh Im thinking as a flare"""
6.Pink.95,06:37.7,06:38.5,00:00.8,,,,,"""Yeah that """
6.Blue.65,06:39.4,06:40.2,00:00.7,,,,,"""Oh"""
6.Orange.28,06:39.6,06:40.6,00:01.0,,,,Pistol,"""And shoot it"""
6.Pink.96,06:39.8,06:43.3,00:03.5,,,,Pistol,"""Oh its a point uh point forty five caliber that means bullets"""
6.Green.93,06:40.7,06:41.5,00:00.8,Positive,,,,"""Thats smart"""
6.Blue.66,06:41.1,06:41.9,00:00.8,,,,,"""Yeah"""
6.Blue.67,06:42.8,06:43.3,00:00.5,,,,,"""Yeah"""
6.Green.94,06:43.4,06:48.6,00:05.2,,Proposal,,Pistol,"""I honestly would do the gun next cause I would just like shoot something probably $"""
6.Pink.97,06:46.7,06:51.2,00:04.6,,,,Knife,"""Uh I was thinking with a knife you can make a uh surprising amount of noise"""
6.Green.95,06:50.6,06:52.6,00:02.1,,,,Knife,"""A knife too yeah would be """
6.Blue.68,06:51.6,06:54.0,00:02.4,,,,Knife,"""Yeah since a knife would already have a """
6.Pink.98,06:52.4,06:55.0,00:02.5,,,,,"""Cause you can also grab sticks and sharp"""
6.Green.96,06:52.6,06:55.0,00:02.4,,,,,"""Because you can um yeah yeah"""
6.Green.97,06:55.2,06:56.6,00:01.4,,,,Knife,"""But we have the knife"""
6.Blue.69,06:56.2,06:57.6,00:01.4,,,,Knife,"""We already have knife"""
6.Green.98,06:56.6,06:58.4,00:01.7,,,,Knife,"""Oh we already have the knife yeah"""
6.Pink.99,06:56.8,06:58.1,00:01.3,,,,Knife,"""We already have the knife"""
6.Blue.70,06:58.1,06:58.6,00:00.6,,,,,"""Yeah"""
6.Pink.100,06:58.4,06:59.0,00:00.6,,,,,"""Uh huh"""
6.Green.99,06:58.8,06:59.8,00:01.0,,,,,"""Um"""
6.Blue.71,06:58.9,07:03.1,00:04.2,,,,Rope,"""So I would use the rope to sort of make snares and all that"""
6.Pink.101,07:01.2,07:02.7,00:01.5,,,,Rope,"""Yeah the rope"""
6.Green.100,07:02.5,07:03.1,00:00.6,,,,,"""Kay"""
6.Pink.102,07:02.9,07:05.1,00:02.2,,Proposal,,Rope,"""Rope would be good to go next"""
6.Green.101,07:04.3,07:05.1,00:00.8,,Confirmation,,,"""Nine"""
