Participant,Start,End,Sentence
8.Orange.28,01:38.5,01:39.2,"""Um okay"""
8.Orange.29,01:39.2,01:42.7,"""I put the pistol because I was afraid of getting eaten by a bear"""
8.Blue.21,01:42.6,01:43.3,"""$"""
8.Green.23,01:42.9,01:45.3,"""$ me too"""
8.Orange.30,01:43.3,01:49.3,"""Um $ um yeah more for protection and food I guess"""
8.Blue.22,01:49.1,01:49.5,"""Hm"""
8.Green.24,01:49.7,01:50.2,"""Okay"""
8.Orange.31,01:50.3,01:50.9,"""Um"""
8.Green.25,01:50.8,01:52.9,"""So we all have different answers so"""
8.Blue.23,01:52.5,01:52.9,"""Yep"""
8.Orange.32,01:52.8,01:53.6,"""$"""
8.Blue.24,01:53.4,01:54.2,"""This is number five"""
8.Blue.25,01:54.2,01:54.6,"""Sorry"""
8.Orange.33,01:54.6,01:55.0,"""Yeah"""
8.Green.26,01:54.7,01:55.1,"""Yeah"""
8.Orange.34,01:55.0,01:55.7,"""Okay wait"""
8.Orange.35,01:55.7,01:57.4,"""So which did you guys have for five"""
8.Green.27,01:57.3,02:04.4,"""I had newspaper but only cause I was going with the having the whi whiskey so then I would make a fire cause you know its cold out"""
8.Orange.36,02:00.2,02:01.9,"""The for making a fire"""
8.Orange.37,02:02.2,02:02.7,"""Okay"""
8.Blue.26,02:03.1,02:05.4,"""I had s flashlight with batteries"""
8.Orange.38,02:05.3,02:05.8,"""Okay"""
8.Blue.27,02:05.8,02:08.0,"""If you have a knife you can chop wood sort of"""
8.Blue.28,02:08.0,02:10.0,"""So you can make a fire if its dry"""
8.Green.28,02:09.2,02:12.4,"""Another reason wh we have another reason cause we dont have a lighter"""
8.Orange.39,02:09.5,02:10.0,"""True"""
8.Green.29,02:12.4,02:13.7,"""So its hard to make it"""
8.Blue.29,02:12.6,02:13.1,"""Hm"""
8.Green.30,02:13.7,02:22.1,"""So then I was like well you have the whiskey and then you have the newspaper then you should be able to if you like hit something together you would be able to make a fire"""
8.Green.31,02:22.1,02:23.5,"""But that was just my thought"""
8.Orange.40,02:24.4,02:26.3,"""Then we have to we have compress kit"""
8.Orange.41,02:26.6,02:29.7,"""Then wed have to have the whiskey as number six then"""
8.Green.32,02:29.9,02:30.3,"""Yeah"""
8.Orange.42,02:30.4,02:32.0,"""And do um """
8.Green.33,02:32.6,02:37.0,"""But I mean its up to uh you guys too cause I Im just going in my head there"""
8.Orange.43,02:34.4,02:35.0,"""$"""
8.Orange.44,02:37.9,02:38.5,"""I dont really know"""
8.Orange.45,02:38.5,02:39.7,"""This ones kind of tricky"""
8.Blue.30,02:39.7,02:40.3,"""Hm"""
8.Orange.46,02:40.3,02:40.7,"""Okay"""
8.Green.34,02:40.4,02:45.7,"""I still dont feel like the flashlight is the most important thing cause again its 11:32 in the morning and """
8.Orange.47,02:42.1,02:42.7,"""Lets """
8.Blue.31,02:45.7,02:49.3,"""But youre not going to find another flashlight in the middle of the woods though before dark though are you"""
8.Green.35,02:49.3,02:51.0,"""No but we can still take it with us"""
8.Green.36,02:51.0,02:53.6,"""We just dont need to use it at this exact second"""
8.Orange.48,02:52.6,02:53.6,"""Okay lets come """
8.Blue.32,02:53.6,02:54.0,"""Okay"""
8.Orange.49,02:53.8,02:54.9,"""Not that this might work"""
8.Orange.50,02:54.9,02:56.1,"""But lets come back to that one"""
8.Orange.51,02:56.1,02:57.8,"""What did you guys get for six"""
8.Blue.33,02:57.9,02:58.6,"""Uh rope"""
8.Orange.52,02:59.3,02:59.9,"""Kay"""
8.Orange.53,02:59.9,03:02.2,"""I had the compress kit and since we already have that one """
8.Orange.54,03:02.2,03:03.3,"""Why did you put rope"""
8.Blue.34,03:03.5,03:05.6,"""Um I think rope always comes in handy """
8.Blue.35,03:05.6,03:11.7,"""I cant think of a need for rope right now but I have watched a lot of survivor men and he always needs rope"""
8.Orange.55,03:08.4,03:09.0,"""Okay"""
8.Orange.56,03:10.8,03:11.7,"""$"""
8.Orange.57,03:12.2,03:12.8,"""Okay"""
8.Orange.58,03:12.9,03:14.3,"""And what did you have for six"""
8.Green.37,03:13.4,03:17.1,"""I had the cigarette lighter but it was because it has the flint inside of it"""
8.Green.38,03:17.1,03:20.0,"""And even if it doesnt have fluid you could still make a fire"""
8.Blue.36,03:17.5,03:17.9,"""Oh"""
8.Blue.37,03:19.9,03:20.6,"""I like that"""
8.Orange.59,03:19.9,03:21.0,"""Okay how do you know what """
8.Green.39,03:20.3,03:21.3,"""It was just my"""
8.Orange.60,03:21.0,03:22.3,"""Yeah I like that too"""
8.Blue.38,03:21.8,03:22.4,"""I like that"""
8.Orange.61,03:22.7,03:23.2,"""Okay"""
8.Orange.62,03:23.3,03:24.0,"""Um"""
8.Blue.39,03:24.0,03:25.1,"""Should we get cigarette lighter"""
8.Green.40,03:24.6,03:26.2,"""I was going with the fire $"""
8.Orange.63,03:25.9,03:26.9,"""Lets yeah lets """
8.Orange.64,03:27.0,03:28.9,"""Im not sure how skipping five was going to work"""
8.Orange.65,03:28.9,03:31.7,"""Lets just put six as cigarette lighter"""
8.Blue.40,03:29.6,03:30.8,"""Well come back to five"""
8.Green.41,03:31.5,03:32.5,"""Cigarette lighter six"""
8.Orange.66,03:32.0,03:32.4,"""Yeah"""
8.Blue.41,03:32.3,03:33.0,"""Alright"""
8.Green.42,03:32.5,03:33.0,"""Okay"""
8.Green.43,03:34.5,03:35.0,"""Alright"""
8.Orange.67,03:35.8,03:36.3,"""Okay"""
8.Green.44,03:36.3,03:36.8,"""Seven"""
8.Blue.42,03:37.0,03:39.3,"""I had I had extra shirt and pants but we already got that"""
8.Orange.68,03:39.2,03:40.0,"""I had rope"""
8.Orange.69,03:40.2,03:41.0,"""$"""
8.Green.45,03:40.2,03:42.7,"""I had the chocolate bar cause you know we need food"""
8.Green.46,03:42.7,03:44.9,"""[unclear] $"""
8.Orange.70,03:42.7,03:43.8,"""$"""
8.Orange.71,03:44.7,03:47.4,"""Um okay"""
8.Orange.72,03:47.8,03:49.1,"""Im just trying to think"""
8.Orange.73,03:49.1,03:50.8,"""You had rope for five"""
8.Orange.74,03:51.0,03:52.2,"""Or for six"""
8.Blue.43,03:51.5,03:51.8,"""Me"""
8.Blue.44,03:51.8,03:53.7,"""I had rope for six"""
8.Orange.75,03:53.7,03:54.7,"""Six kay"""
8.Green.47,03:54.7,03:56.7,"""I have rope way later but thats """
8.Orange.76,03:56.0,03:56.7,"""Way later"""
8.Blue.45,03:56.0,03:56.5,"""Hm"""
8.Green.48,03:56.7,03:57.1,"""Yeah"""
8.Orange.77,03:57.1,03:58.8,"""How come you put rope so much later"""
8.Orange.78,03:58.8,04:01.2,"""Just cause you cant think of a use for it"""
8.Green.49,03:59.4,04:08.1,"""I just I dont well like I understand like if we were like climbing something as well but were in um a forest like in the woods with lakes and rivers"""
8.Green.50,04:08.1,04:11.7,"""So Im not sure if were actually going to need to climb anything at this point so"""
8.Blue.46,04:11.7,04:13.7,"""What if you need to make like a boat or shelter"""
8.Orange.79,04:13.9,04:14.9,"""Out of a rope"""
8.Green.51,04:14.4,04:15.9,"""Out of a rope $"""
8.Orange.80,04:15.0,04:16.4,"""$"""
8.Blue.47,04:15.3,04:17.4,"""Out of out of out of logs and rope"""
8.Orange.81,04:17.6,04:18.7,"""Oh very true"""
8.Green.52,04:18.3,04:19.2,"""Oh thats true"""
8.Blue.48,04:18.8,04:19.1,"""Yeah"""
8.Orange.82,04:19.0,04:22.5,"""You could use it to tie stuff to make a shelter or a raft"""
8.Blue.49,04:21.4,04:21.9,"""Mhm"""
8.Green.53,04:22.7,04:23.4,"""Okay"""
8.Blue.50,04:22.8,04:24.0,"""Shouldve clarified that one"""
8.Orange.83,04:23.6,04:25.7,"""And theres lakes so then you could"""
8.Green.54,04:23.8,04:26.6,"""$ I was like I was like are you going to float on rope"""
8.Orange.84,04:26.1,04:29.9,"""I think rope actually that make sense if were needing to get across the lake"""
8.Green.55,04:29.7,04:31.3,"""Okay so rope seven then"""
8.Blue.51,04:29.8,04:30.4,"""Yeah"""
8.Orange.85,04:31.3,04:32.1,"""Sure yeah"""
8.Green.56,04:32.1,04:32.6,"""Alright"""
8.Green.57,04:33.3,04:34.1,"""Where were I"""
8.Green.58,04:35.6,04:36.3,"""Right there"""
8.Green.59,04:36.9,04:37.7,"""Seven okay"""
8.Orange.86,04:38.2,04:38.8,"""Eight"""
8.Blue.52,04:39.6,04:40.7,"""I had pistol"""
8.Green.60,04:40.6,04:43.2,"""I had the compress kit but we already have that one"""
8.Orange.87,04:42.1,04:46.2,"""I had the air map but I wasnt exactly I probably shouldve asked what that was"""
8.Orange.88,04:46.2,04:48.1,"""But Ive kind of guessed"""
8.Green.61,04:46.4,04:46.9,"""Oh well"""
8.Orange.89,04:48.5,04:49.5,"""Um $"""
8.Green.62,04:48.7,04:50.5,"""Uh its made of plastic """
8.Green.63,04:50.5,04:52.6,"""So Im sure we could do something with it"""
8.Orange.90,04:50.9,04:51.5,"""Yeah"""
8.Orange.91,04:52.3,04:52.9,"""With it"""
8.Orange.92,04:53.0,04:53.5,"""Okay"""
8.Orange.93,04:54.4,04:54.9,"""You guys"""
8.Green.64,04:54.9,04:56.4,"""You can also use it to keep warm"""
8.Green.65,04:56.4,04:57.1,"""Just saying"""
8.Orange.94,04:57.7,04:58.9,"""Well I dont really know yeah"""
8.Green.66,04:58.9,05:00.0,"""Depending on how big it is"""
8.Orange.95,04:59.7,05:01.3,"""$ do we """
8.Green.67,05:00.4,05:01.9,"""But $"""
8.Orange.96,05:01.3,05:02.3,"""We dont really know $"""
8.Orange.97,05:02.7,05:03.4,"""Um"""
8.Blue.53,05:03.3,05:04.9,"""Have we knocked pistol off yet"""
8.Orange.98,05:05.1,05:05.5,"""No"""
8.Green.68,05:05.4,05:05.8,"""No"""
8.Orange.99,05:05.8,05:10.5,"""I think pistol would be a good one just protection and probably hunting if we needed to get food"""
8.Blue.54,05:05.9,05:06.3,"""True"""
8.Blue.55,05:10.0,05:11.3,"""And you can signal with it"""
8.Green.69,05:11.4,05:11.7,"""True"""
8.Orange.100,05:11.5,05:13.3,"""Very true makes loud noises"""
8.Blue.56,05:12.0,05:12.4,"""Yeah"""
8.Green.70,05:12.2,05:12.5,"""Okay"""
8.Green.71,05:12.9,05:13.7,"""So eight"""
8.Orange.101,05:13.7,05:14.1,"""Yeah"""
8.Green.72,05:15.4,05:16.0,"""Alright"""
8.Blue.57,05:17.1,05:18.4,"""Then I had chocolate bar"""
8.Orange.102,05:18.7,05:19.6,"""Mm"""
8.Green.73,05:19.3,05:20.4,"""Uh I had the air map"""
8.Orange.103,05:20.6,05:22.2,"""I had the cigarette lighter $"""
8.Green.74,05:21.8,05:23.6,"""Oh look at us all doing that """
8.Orange.104,05:23.5,05:24.0,"""Um $"""
8.Blue.58,05:23.8,05:24.4,"""I would"""
8.Green.75,05:24.3,05:29.4,"""So the only one we havent used that oh no we havent used air map or the chocolate bar one"""
8.Blue.59,05:29.7,05:33.7,"""I think I would rather go with map than the chocolate bar in those scenarios unless like right now"""
8.Green.76,05:33.7,05:35.0,"""But I mean what if were hungry"""
8.Blue.60,05:33.8,05:34.4,"""I dont know"""
8.Blue.61,05:36.1,05:36.9,"""Eat the map"""
8.Green.77,05:36.5,05:38.2,"""$ eat the map"""
8.Orange.105,05:37.0,05:44.3,"""Or we could go we could go further in the correct direction in order to get food more quickly if we had a map and I think"""
8.Green.78,05:43.6,05:45.7,"""Okay so do the map next then"""
8.Orange.106,05:45.2,05:45.5,"""Yeah"""
8.Orange.107,05:45.5,05:47.8,"""Plus one family sized chocolate bar doesnt last"""
8.Green.79,05:47.8,05:49.8,"""Okay so the air map is nine"""
8.Orange.108,05:48.6,05:49.1,"""You know"""
8.Orange.109,05:49.9,05:50.4,"""Yeah"""
8.Green.80,05:51.6,05:53.4,"""Okay what was your guys ten"""
8.Blue.62,05:53.7,05:54.2,"""Uh"""
8.Orange.110,05:53.9,05:55.4,"""Dont forget we have to come back to five"""
8.Green.81,05:55.1,05:56.3,"""Yes well come back to five"""
8.Orange.111,05:55.5,05:59.5,"""$ just cause if were left with like the least important one then we have to put that"""
8.Green.82,05:58.8,06:00.4,"""That would be very unfortunate $"""
8.Orange.112,06:00.1,06:01.4,"""Yeah $"""
8.Blue.63,06:01.2,06:05.3,"""I put can of shortening but I cant remember why"""
8.Green.83,06:03.2,06:03.7,"""Uh"""
8.Orange.113,06:03.9,06:04.9,"""I dont really know"""
8.Orange.114,06:04.9,06:05.7,"""Yeah $"""
8.Orange.115,06:05.7,06:06.7,"""It felt like a good idea"""
8.Green.84,06:06.4,06:08.7,"""I had rope but that was just for that"""
8.Blue.64,06:08.2,06:11.3,"""Oh right uh it has a lot of energy cause of a lot of fat"""
8.Orange.116,06:11.5,06:14.0,"""Oh so if we needed to we could eat"""
8.Blue.65,06:11.9,06:12.4,"""Yeah"""
8.Blue.66,06:12.6,06:14.3,"""A lot more than chocolate bar so"""
8.Green.85,06:13.7,06:15.1,"""You can also use it to burn"""
8.Blue.67,06:15.0,06:15.4,"""Yeah"""
8.Green.86,06:15.5,06:16.2,"""Fat burns"""
8.Blue.68,06:16.2,06:16.7,"""Mhm"""
8.Orange.117,06:16.7,06:18.0,"""Okay I like shortening"""
8.Orange.118,06:18.3,06:20.8,"""That was my fifteen but I feel like that makes more sense"""
8.Green.87,06:18.3,06:18.7,"""Okay"""
8.Green.88,06:19.2,06:19.8,"""Thats for"""
8.Green.89,06:20.8,06:22.4,"""That was my fifteen too $"""
8.Blue.69,06:20.9,06:21.4,"""Hm"""
8.Orange.119,06:22.1,06:23.2,"""Yeah $"""
8.Green.90,06:22.4,06:24.7,"""Um for te so ten is shortening"""
8.Orange.120,06:24.6,06:25.1,"""Yeah"""
8.Green.91,06:25.2,06:25.6,"""Okay"""
8.Green.92,06:26.9,06:27.3,"""Alright"""
8.Green.93,06:28.1,06:29.6,"""Eleven I had the flashlight"""
8.Green.94,06:29.9,06:30.6,"""As eleven"""
8.Orange.121,06:30.6,06:31.7,"""I had the newspaper"""
8.Blue.70,06:31.8,06:33.0,"""I had the whiskey"""
8.Orange.122,06:33.8,06:38.9,"""I thought I think for um newspaper I didnt think it was as important"""
8.Orange.123,06:38.9,06:44.9,"""Just cause if we have like trees and branches like theres kindling and stuff that can if were in the middle of the forest"""
8.Green.95,06:44.3,06:46.5,"""Could I just go back to five for one second"""
8.Orange.124,06:46.3,06:47.1,"""Yeah for sure"""
8.Blue.71,06:46.4,06:47.6,"""Sure probably a good call"""
8.Green.96,06:46.9,06:50.9,"""We cigar we have the cigarette lighter without the fluid but it has the flint in it"""
8.Blue.72,06:50.9,06:51.3,"""Mhm"""
8.Green.97,06:50.9,06:56.5,"""The easiest the easiest way to do something that is either the whiskey or the newspaper because itll catch fire"""
8.Orange.125,06:51.4,06:53.0,"""Do you want to whiskey"""
8.Green.98,06:56.5,07:01.1,"""But I mean I think probably the whiskey would be easier because it has a higher chance of catching fire"""
8.Orange.126,06:59.6,07:00.0,"""Sure"""
8.Green.99,07:01.2,07:02.0,"""Thats just my thought"""
8.Orange.127,07:01.3,07:03.6,"""Yeah lets go with whiskey if youre okay with that"""
8.Green.100,07:02.5,07:03.2,"""For five"""
8.Blue.73,07:03.5,07:04.7,"""As five sure """
8.Green.101,07:03.6,07:04.5,"""Are you okay with that"""
8.Blue.74,07:04.7,07:06.9,"""As always that alcohol is very important"""
8.Orange.128,07:06.5,07:07.5,"""$"""
8.Green.102,07:06.8,07:07.5,"""$"""
8.Orange.129,07:08.4,07:11.1,"""Um okay and we were at eleven then"""
8.Green.103,07:08.5,07:09.8,"""Well it catches fire so"""
8.Blue.75,07:09.5,07:10.1,"""Hm"""
8.Green.104,07:11.3,07:12.0,"""Yes"""
8.Orange.130,07:12.3,07:12.7,"""Okay"""
8.Orange.131,07:12.9,07:17.0,"""We have the chocolate bar newspaper ski poles flashlight"""
8.Green.105,07:13.2,07:14.3,"""I had the flashlight"""
8.Orange.132,07:17.0,07:19.8,"""I think flashlight would be a good time to put that one"""
8.Green.106,07:19.1,07:21.3,"""I think this would be a good time to have the flashlight $"""
8.Green.107,07:22.1,07:22.5,"""Yeah"""
8.Orange.133,07:22.2,07:22.8,"""Yeah"""
8.Blue.76,07:22.5,07:23.2,"""Lets go for it"""
8.Green.108,07:23.2,07:23.8,"""Okay"""
8.Orange.134,07:23.4,07:23.8,"""Yeah"""
8.Orange.135,07:23.8,07:24.9,"""And then twelve"""
8.Orange.136,07:25.5,07:29.0,"""Does anyone know what the function of a steel wool could be used for"""
8.Green.109,07:29.0,07:31.4,"""It can be for cleaning stuff or"""
8.Orange.137,07:31.5,07:32.1,"""$"""
8.Green.110,07:31.8,07:35.1,"""$ I dont know Id have to if we can find something to clean"""
8.Orange.138,07:33.7,07:35.8,"""Im sure theres some use for it um"""
8.Green.111,07:35.1,07:36.7,"""Sure we can something for it"""
8.Green.112,07:36.7,07:37.4,"""Um"""
8.Blue.77,07:36.7,07:42.4,"""Um I thought it burns really bright so you can use it to signal but I dont know how well that would work if theres like trees"""
8.Orange.139,07:39.0,07:39.5,"""Yeah"""
8.Green.113,07:40.6,07:42.5,"""I had the ski poles as twelve"""
8.Green.114,07:42.5,07:46.3,"""Because you know if youre like hiking through the woods and you need to like pull yourself"""
8.Orange.140,07:46.1,07:48.4,"""But theres only two and theres three of us"""
8.Green.115,07:46.5,07:51.2,"""But that was just I know thats just awkward moment $"""
8.Orange.141,07:48.4,07:49.5,"""Awkward"""
8.Orange.142,07:50.2,07:50.8,"""$"""
8.Blue.78,07:51.4,07:51.9,"""Oh"""
8.Orange.143,07:51.5,07:52.0,"""Um"""
8.Orange.144,07:53.2,07:55.5,"""I think yeah honestly these ones and """
8.Orange.145,07:56.4,07:58.2,"""The newspaper could be used to start a fire"""
8.Orange.146,07:58.2,07:59.5,"""The poles could be used for the hiking"""
8.Orange.147,07:59.5,08:01.2,"""Chocolate bar we can eat"""
8.Orange.148,08:01.2,08:06.1,"""But the steel wool I feel like that might be a fifteen probably"""
8.Green.116,08:06.2,08:07.4,"""Yeah Im thinking yeah"""
8.Green.117,08:07.4,08:12.7,"""Im not sure if I can find a really good reason to use steel wool at this exact moment especially"""
8.Orange.149,08:12.0,08:13.8,"""You want to put that one as a fifteen then"""
8.Green.118,08:13.8,08:14.4,"""Yeah"""
8.Orange.150,08:14.1,08:14.5,"""Okay"""
8.Green.119,08:15.0,08:16.9,"""Okay so fifteen is steel wool"""
8.Orange.151,08:16.4,08:16.8,"""Yeah"""
8.Green.120,08:17.7,08:18.2,"""Okay"""
8.Green.121,08:18.5,08:20.7,"""So we still have newspaper"""
8.Orange.152,08:21.0,08:22.4,"""Were at twelve thirteen"""
8.Orange.153,08:23.3,08:23.9,"""Um"""
8.Green.122,08:23.7,08:26.3,"""Two ski poles the family sized chocolate bar"""
8.Blue.79,08:26.9,08:29.9,"""Id rather have a chocolate bar than newspaper or ski poles"""
8.Orange.154,08:29.0,08:29.7,"""I would too"""
8.Orange.155,08:29.7,08:31.7,"""Id probably put the chocolate bar as twelve"""
8.Green.123,08:29.9,08:30.5,"""Okay"""
8.Green.124,08:30.9,08:32.1,"""So twelve"""
8.Blue.80,08:31.2,08:31.6,"""Yeah"""
8.Orange.156,08:32.2,08:32.6,"""Yeah"""
8.Orange.157,08:33.3,08:36.0,"""And then honestly the newspaper probably could be last"""
8.Orange.158,08:36.0,08:37.2,"""For me anyways"""
8.Orange.159,08:37.2,08:37.9,"""Just cause"""
8.Green.125,08:37.5,08:40.2,"""We have a steel steel steel wool and stuff so"""
8.Blue.81,08:39.5,08:40.2,"""Well what if """
8.Orange.160,08:39.5,08:41.1,"""Well like fourteen yeah"""
8.Green.126,08:40.2,08:41.1,"""Like fourteen"""
8.Blue.82,08:41.5,08:44.1,"""What is the use of wet newspaper again"""
8.Orange.161,08:43.9,08:44.3,"""Yeah"""
8.Orange.162,08:44.5,08:46.6,"""Plus if it rains then were all screwed"""
8.Green.127,08:46.1,08:47.7,"""Again I was going for fire"""
8.Blue.83,08:46.3,08:46.8,"""Yeah"""
8.Green.128,08:47.7,08:49.2,"""But that was before that so"""
8.Blue.84,08:48.0,08:48.4,"""Hm"""
8.Orange.163,08:48.9,08:49.6,"""Um"""
8.Green.129,08:49.9,08:50.6,"""Um"""
8.Orange.164,08:50.2,08:53.7,"""We can do thirteen as the ski poles and then fourteen as newspaper yeah"""
8.Green.130,08:51.4,08:52.7,"""Thirteen as the ski poles"""
8.Green.131,08:53.7,08:54.1,"""Okay"""
8.Blue.85,08:53.7,08:54.3,"""Alright"""
8.Green.132,08:54.8,08:55.3,"""Alright"""
8.Blue.86,08:55.3,08:56.2,"""Sounds good"""
8.Orange.165,08:55.9,08:56.5,"""Cool"""
8.Green.133,08:56.1,08:56.8,"""Sounds good to me"""
