Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
25.Pink.15,01:02.9,01:10.4,00:07.5,Positive,,,Rope,"""Cause I think um i as you said like it could take one day $ so maybe they need rope to build something"""
25.Blue.12,01:05.7,01:07.1,00:01.4,Positive,,,,"""Yeah $"""
25.Orange.12,01:05.8,01:06.7,00:00.9,,,,,"""Yeah"""
25.Pink.16,01:10.7,01:12.6,00:01.8,,,,,"""Um how about you"""
25.Orange.13,01:12.6,01:13.7,00:01.2,,,Private,Knife,"""I said knife"""
25.Orange.14,01:13.7,01:15.4,00:01.7,,,,,"""For the same kind of reasoning"""
25.Pink.17,01:15.4,01:18.1,00:02.7,Positive,,,,"""Uh what you gonna do [unclear] $"""
25.Blue.13,01:16.9,01:19.6,00:02.8,,,Private,Cigarette Lighter,"""I wrote cigarette lighter without the fluid"""
25.Orange.15,01:16.9,01:18.0,00:01.1,,,,,"""I dont know"""
25.Blue.14,01:19.6,01:21.1,00:01.4,,,Private,Whiskey,"""So the third thing was the whiskey"""
25.Orange.16,01:19.6,01:20.4,00:00.7,,,,,"""Yeah"""
25.Blue.15,01:21.1,01:22.6,00:01.5,,,,,"""So you can like light a fire at least"""
25.Orange.17,01:22.6,01:23.3,00:00.8,,,,,"""Mhm"""
25.Pink.18,01:23.4,01:25.3,00:01.9,,,,,"""Um so"""
25.Blue.16,01:24.7,01:26.1,00:01.4,,,,,"""You could get cold"""
25.Pink.19,01:27.4,01:29.1,00:01.7,,,,,"""What is the final"""
25.Orange.18,01:27.9,01:29.5,00:01.6,,,,Cigarette Lighter,"""Its without the fluid though"""
25.Blue.17,01:29.0,01:32.1,00:03.0,Positive,,,,"""$"""
25.Pink.20,01:29.1,01:31.8,00:02.7,Positive,,,,"""[unclear]"""
25.Orange.19,01:30.7,01:32.3,00:01.6,Positive,,,,"""$"""
25.Pink.21,01:31.8,01:35.5,00:03.7,,,,,"""Yeah so so um I guess um"""
25.Pink.22,01:38.5,01:40.6,00:02.1,,,,,"""Um theres a one easy one"""
25.Blue.18,01:39.0,01:40.6,00:01.7,Positive,,,,"""$"""
25.Orange.20,01:39.7,01:40.5,00:00.8,Positive,,,,"""$"""
25.Pink.23,01:40.6,01:46.6,00:06.0,,Proposal,,Cigarette Lighter,"""That saves like cigarette without um cigarette lighter without the fluid I guess is uh would be at the last"""
25.Blue.19,01:43.6,01:45.6,00:02.0,,,,Cigarette Lighter,"""Cigarette lighter without the fluid"""
25.Orange.21,01:44.8,01:45.5,00:00.7,,,,,"""Mhm"""
25.Pink.24,01:46.6,01:49.4,00:02.7,,,,Cigarette Lighter,"""Cause of it will not lighten up"""
25.Orange.22,01:47.4,01:49.0,00:01.6,,Agreement,,,"""Pretty close to"""
25.Orange.23,01:49.0,01:49.8,00:00.8,,Agreement,,,"""Yeah"""
25.Blue.20,01:49.3,01:51.4,00:02.1,,Disagreement,,"Cigarette Lighter, Whiskey","""You have the whiskey to light it up"""
25.Pink.25,01:49.4,01:50.5,00:01.2,,,,,"""Yeah"""
25.Blue.21,01:51.4,01:52.2,00:00.8,,,,"Cigarette Lighter, Whiskey","""Would that work"""
25.Pink.26,01:52.6,01:53.5,00:00.9,,,,Whiskey,"""A whiskey"""
25.Blue.22,01:52.9,01:54.9,00:02.0,,,,Whiskey,"""Cause like its eighty five percent alcohol"""
25.Orange.24,01:55.6,01:56.5,00:00.9,,,,,"""I dont think"""
25.Blue.23,01:56.0,01:57.1,00:01.1,,,,"Cigarette Lighter, Whiskey","""Would it"""
25.Orange.25,01:56.5,01:57.4,00:00.9,,,,,"""I dont know"""
25.Pink.27,01:56.8,02:01.0,00:04.2,Positive,,,Whiskey,"""Um maybe it can energize the person $"""
25.Blue.24,01:57.7,01:59.7,00:02.0,,,,Whiskey,"""Maybe its alcohol"""
25.Orange.26,01:59.9,02:03.0,00:03.1,Positive,,,,"""$"""
25.Blue.25,02:00.0,02:03.6,00:03.6,Positive,,,,"""$"""
25.Pink.28,02:01.0,02:07.1,00:06.1,Positive,,,Whiskey,"""Yeah so they can [unclear] they can you know drink it or something like that"""
25.Orange.27,02:04.8,02:05.6,00:00.8,,,,,"""Mhm"""
25.Pink.29,02:07.1,02:10.4,00:03.4,,Proposal,,Cigarette Lighter,"""So I guess fifteen would be the lighter"""
25.Pink.30,02:11.2,02:12.1,00:00.9,,,,,"""What about you"""
25.Orange.28,02:11.5,02:12.3,00:00.8,,Agreement,,,"""Yeah"""
25.Pink.31,02:12.2,02:12.7,00:00.6,,,,,"""Okay"""
25.Orange.29,02:12.6,02:13.6,00:01.0,,Agreement,,,"""Makes sense"""
25.Pink.32,02:16.2,02:18.5,00:02.3,,,,,"""Um and then"""
25.Pink.33,02:19.3,02:22.0,00:02.7,,,,Steel Wool,"""There was like a ball of steel wool"""
25.Pink.34,02:22.0,02:24.5,00:02.5,,,,Steel Wool,"""Like theres no use of that either"""
25.Blue.26,02:23.9,02:25.2,00:01.3,,,,Steel Wool,"""Thats a fire starter"""
25.Orange.30,02:24.0,02:24.7,00:00.7,,,,,"""No"""
25.Pink.35,02:24.8,02:25.8,00:01.0,,,,,"""Yeah"""
25.Blue.27,02:25.6,02:28.0,00:02.4,,,,Steel Wool,"""You can start a fire with steel wool"""
25.Pink.36,02:28.3,02:29.5,00:01.2,,,,,"""Oh"""
25.Orange.31,02:28.5,02:29.5,00:01.0,,,,,"""Oh"""
25.Orange.32,02:29.5,02:31.3,00:01.8,Positive,,,,"""$"""
25.Blue.28,02:29.6,02:31.3,00:01.8,Positive,,,,"""$"""
25.Pink.37,02:31.3,02:34.3,00:03.0,,,,,"""I dont think so"""
25.Orange.33,02:32.9,02:34.7,00:01.7,,,,Steel Wool,"""I say somewhere in the middle"""
25.Pink.38,02:34.5,02:35.3,00:00.8,,,,,"""Yeah"""
25.Pink.39,02:35.9,02:36.8,00:00.9,,,,,"""I dont know"""
25.Pink.40,02:36.8,02:39.4,00:02.6,,,Private,Steel Wool,"""I somehow rank it fourteen"""
25.Orange.34,02:39.6,02:40.5,00:00.9,,,,,"""Okay"""
25.Pink.41,02:40.5,02:41.7,00:01.2,,,,,"""Uh and you"""
25.Blue.29,02:41.9,02:43.1,00:01.2,,,Private,Steel Wool,"""I wrote it four"""
25.Pink.42,02:42.9,02:44.7,00:01.8,Positive,,,,"""Oh $"""
25.Blue.30,02:43.1,02:44.8,00:01.7,Positive,,,,"""$"""
25.Orange.35,02:43.6,02:44.6,00:01.0,Positive,,,,"""$"""
25.Pink.43,02:45.4,02:52.6,00:07.2,,,,Steel Wool,"""Cause um steel wool um I dont think so"""
25.Pink.44,02:52.7,02:59.8,00:07.1,,,,,"""Maybe if they ha cause they have lost in the wood fire the wood so they would have like stones to light up the thing"""
25.Blue.31,02:56.0,02:57.2,00:01.2,,,,,"""The woods"""
25.Blue.32,02:59.5,03:00.0,00:00.5,,,,,"""Yeah"""
25.Orange.36,02:59.7,03:00.5,00:00.8,,,,,"""Yeah"""
25.Pink.45,03:00.0,03:04.5,00:04.6,,,,Steel Wool,"""So yeah cause single wo steel wool dont help"""
25.Blue.33,03:00.8,03:01.3,00:00.6,,,,,"""Yeah"""
25.Orange.37,03:04.7,03:09.4,00:04.7,,,Private,"Newspaper, Steel Wool","""I had steel wool and like newspaper kinda together in the middle"""
25.Blue.34,03:07.0,03:07.9,00:00.9,,,,,"""Yeah"""
25.Orange.38,03:09.6,03:12.3,00:02.7,,,,"Newspaper, Steel Wool","""Cause they kinda go hand in hand for the purpose"""
25.Pink.46,03:11.4,03:15.1,00:03.7,,,,,"""Its pretty you know tough to decide"""
25.Blue.35,03:11.5,03:12.5,00:01.0,,,,,"""Yeah"""
25.Blue.36,03:15.1,03:16.2,00:01.1,,,,Ski Poles,"""How about the ski poles"""
25.Blue.37,03:16.2,03:17.2,00:00.9,,,,Ski Poles,"""What would you do with those"""
25.Pink.47,03:17.4,03:18.4,00:01.1,,,,,"""Um"""
25.Orange.39,03:18.0,03:19.5,00:01.5,,,Private,Ski Poles,"""I put that near the end"""
25.Blue.38,03:19.0,03:20.1,00:01.1,,,,,"""Okay yeah"""
25.Pink.48,03:19.1,03:19.9,00:00.8,,,,,"""Um"""
25.Blue.39,03:20.2,03:21.2,00:01.0,,,Private,Ski Poles,"""That was my last thing"""
25.Blue.40,03:21.2,03:22.6,00:01.4,,,,,"""I was like $"""
25.Pink.49,03:22.1,03:23.4,00:01.4,,,,,"""Uh"""
25.Orange.40,03:22.4,03:25.1,00:02.8,,,Private,Ski Poles,"""Yeah was fourteen on mine"""
25.Pink.50,03:24.5,03:29.0,00:04.6,,,Private,Shirt/Pants,"""I ranked um extra shirt and pants at ten"""
25.Pink.51,03:29.0,03:31.8,00:02.8,,,,,"""$ cause like I guess like um"""
25.Orange.41,03:31.8,03:33.2,00:01.5,,,,,"""Well lets go in order"""
25.Blue.41,03:33.1,03:34.8,00:01.7,,,,,"""What number are we on"""
25.Pink.52,03:33.3,03:34.2,00:00.9,,,,,"""Okay"""
25.Pink.53,03:34.9,03:36.3,00:01.4,,,,,"""Yeah so we just um"""
25.Pink.54,03:36.3,03:37.4,00:01.0,,,,,"""Second"""
25.Blue.42,03:37.6,03:39.9,00:02.3,,,,,"""What is the second most important thing"""
25.Pink.55,03:37.8,03:39.6,00:01.8,,,,,"""What do you think"""
25.Pink.56,03:41.4,03:44.0,00:02.6,,Proposal,Private,Rope,"""Um three feet rope mine was"""
25.Blue.43,03:44.3,03:45.1,00:00.7,,,,Air Map,"""How about the map"""
25.Blue.44,03:45.1,03:48.1,00:03.1,,Proposal,,"Air Map, Compass","""If you had the compass as important would the map be helpful as well"""
25.Pink.57,03:48.9,03:50.9,00:02.0,,Agreement,,,"""Um yeah"""
25.Pink.58,03:50.9,03:54.6,00:03.7,Positive,,,,"""$"""
25.Blue.45,03:51.8,03:53.8,00:02.0,Positive,,,,"""$"""
25.Orange.42,03:52.4,03:53.9,00:01.5,Positive,,,,"""$"""
25.Orange.43,03:53.9,03:54.5,00:00.6,,Agreement,,,"""Sure"""
25.Pink.59,03:54.6,03:55.3,00:00.7,,,,,"""Yeah"""
25.Pink.60,03:55.6,04:00.4,00:04.8,,,Private,Air Map,"""I read the map at last so I just rank it like uh as a five"""
25.Blue.46,03:57.1,03:57.8,00:00.6,,,,,"""Mhm"""
25.Orange.44,03:59.0,04:00.3,00:01.3,,,,,"""I do think the """
25.Pink.61,04:00.4,04:01.6,00:01.2,Positive,,,,"""Yeah $"""
25.Orange.45,04:01.6,04:03.9,00:02.3,,Agreement,,Air Map,"""Okay lets put that as two then"""
25.Pink.62,04:03.0,04:04.3,00:01.3,,,,,"""Um"""
25.Pink.63,04:04.3,04:05.5,00:01.2,,,,,"""[unclear]"""
25.Orange.46,04:05.6,04:08.6,00:03.0,,Proposal,,Rope,"""I do think the rope is important though too"""
25.Blue.47,04:07.5,04:08.4,00:00.9,,Agreement,,,"""Yeah"""
25.Pink.64,04:08.4,04:10.9,00:02.5,,Agreement,,Rope,"""Yeah so lets rank third"""
25.Blue.48,04:10.5,04:11.1,00:00.6,,Agreement,,,"""Yeah"""
25.Orange.47,04:10.5,04:11.1,00:00.6,,,,,"""Yeah"""
25.Pink.65,04:11.9,04:13.7,00:01.8,,,,,"""And then"""
25.Blue.49,04:16.8,04:17.9,00:01.1,,,,"Knife, Pistol","""A knife or a gun"""
25.Blue.50,04:17.9,04:18.9,00:01.0,,,,"Knife, Pistol","""What would be more useful"""
25.Orange.48,04:18.9,04:19.6,00:00.7,,,,,"""What sorry"""
25.Pink.66,04:19.0,04:19.6,00:00.7,,,,,"""Oh"""
25.Blue.51,04:19.7,04:20.7,00:01.0,,,,"Knife, Pistol","""A knife or a gun"""
25.Orange.49,04:20.7,04:21.4,00:00.7,,,,,"""Mhm"""
25.Pink.67,04:21.4,04:22.3,00:00.9,,,,,"""Fourth"""
25.Orange.50,04:22.4,04:24.1,00:01.7,,,,"Knife, Pistol","""Depends what its used for"""
25.Blue.52,04:23.6,04:25.8,00:02.2,,,,Knife,"""I guess a knife you can that use for more things right"""
25.Orange.51,04:25.0,04:25.9,00:00.9,,,,,"""Yeah"""
25.Pink.68,04:25.8,04:28.1,00:02.3,,Proposal,,Compress Kit,"""Okay how about compress kit"""
25.Blue.53,04:28.8,04:30.7,00:01.9,,Disagreement,,,"""It says no one is seriously injured"""
25.Blue.54,04:30.7,04:32.1,00:01.4,,,,,"""But there might be cuts"""
25.Pink.69,04:32.2,04:33.0,00:00.8,,,,,"""Yeah"""
25.Orange.52,04:32.4,04:33.1,00:00.7,,Agreement,,,"""Yeah"""
25.Pink.70,04:33.0,04:35.1,00:02.1,,,,,"""So we so we can rank it"""
25.Pink.71,04:35.1,04:39.1,00:04.0,,Confirmation,Private,Compress Kit,"""I ranked it four but now it can be like five $"""
25.Orange.53,04:35.7,04:36.7,00:00.9,,,,,"""I put """
25.Orange.54,04:39.2,04:39.8,00:00.7,,Agreement,,,"""Sure"""
25.Pink.72,04:40.2,04:40.9,00:00.7,,,,,"""So"""
25.Orange.55,04:40.7,04:43.3,00:02.6,,Proposal,,Flashlight,"""I think flashlights decently important too"""
25.Blue.55,04:43.0,04:43.6,00:00.6,,Agreement,,,"""Mhm"""
25.Pink.73,04:43.1,04:45.6,00:02.5,,Agreement,,Flashlight,"""Um flashlight yeah"""
25.Orange.56,04:44.6,04:45.3,00:00.8,,,,,"""Yeah"""
25.Pink.74,04:45.9,04:47.1,00:01.2,,,,,"""So"""
25.Pink.75,04:47.4,04:49.6,00:02.2,,Confirmation,,Flashlight,"""Um it goes six here"""
25.Orange.57,04:49.6,04:50.2,00:00.6,,,,,"""Alright"""
25.Pink.76,04:50.3,04:53.8,00:03.5,,,,,"""And then what else we can need"""
25.Pink.77,04:53.9,04:58.0,00:04.1,Positive,,,,"""I guess let add some edible things $"""
25.Blue.56,04:56.9,04:57.8,00:00.9,Positive,,,,"""$"""
25.Orange.58,04:56.9,04:57.9,00:00.9,Positive,,,,"""$"""
25.Pink.78,04:58.0,05:00.6,00:02.6,,,,,"""Let us go over to find a way"""
25.Pink.79,05:00.8,05:05.3,00:04.5,,Proposal,,"Chocolate Bar, Whiskey","""Um we can go like uh ranking of chocolate and whiskey"""
25.Orange.59,05:05.7,05:09.9,00:04.1,,Disagreement,,"Chocolate, Newspaper, Steel Wool, Whiskey","""I think the fire things are more important than the chocolate and whiskey"""
25.Pink.80,05:08.3,05:08.9,00:00.6,,,,,"""Oh"""
25.Pink.81,05:09.2,05:10.0,00:00.8,,,,,"""Fire"""
25.Blue.57,05:09.3,05:09.9,00:00.7,,,,,"""Yeah"""
25.Orange.60,05:10.4,05:13.2,00:02.9,,Proposal,,"Newspaper, Steel Wool","""Like the steel wool and the newspaper"""
25.Blue.58,05:13.2,05:13.8,00:00.5,,Agreement,,,"""Mhm"""
25.Pink.82,05:13.8,05:14.4,00:00.7,,,,,"""Ahuh"""
25.Pink.83,05:14.4,05:15.3,00:00.9,,,,,"""So"""
25.Orange.61,05:15.3,05:17.9,00:02.6,,,,"Newspaper, Steel Wool","""Would you just put those side by side or something"""
25.Pink.84,05:18.4,05:23.6,00:05.3,,,,"Newspaper, Steel Wool","""So you mean like we should go by a newspaper and steel wool"""
25.Orange.62,05:24.3,05:25.4,00:01.1,,,,,"""Yeah"""
25.Pink.85,05:24.9,05:27.1,00:02.2,Positive,,,,"""$"""
25.Blue.59,05:25.3,05:26.9,00:01.6,Positive,,,,"""$"""
25.Orange.63,05:25.4,05:27.7,00:02.3,Positive,,,,"""$"""
25.Pink.86,05:27.7,05:28.7,00:00.9,,,,,"""So"""
25.Pink.87,05:33.2,05:34.1,00:00.9,,,,,"""Um"""
25.Blue.60,05:34.6,05:37.5,00:02.9,,Agreement,,Whiskey,"""I still think the whiskey would be a good fire starter so"""
25.Pink.88,05:35.6,05:37.5,00:01.9,,Disagreement,,,"""But it says like it its in the woods"""
25.Pink.89,05:37.5,05:41.3,00:03.7,,Disagreement,,Newspaper,"""Um so what would they do with the newspaper if its raining"""
25.Orange.64,05:40.6,05:41.9,00:01.4,,,,,"""Its like a """
25.Pink.90,05:41.3,05:43.2,00:01.9,,Disagreement,,,"""Because its in with January"""
25.Orange.65,05:42.1,05:43.9,00:01.8,,,,,"""If its raining"""
25.Pink.91,05:43.6,05:44.1,00:00.6,,,,,"""Yeah"""
25.Blue.61,05:43.8,05:44.4,00:00.6,,,,,"""Yeah"""
25.Pink.92,05:44.1,05:46.5,00:02.4,,,,,"""So theres no """
25.Orange.66,05:45.1,05:47.5,00:02.4,,,,,"""Theres cover by the trees"""
25.Pink.93,05:46.5,05:48.0,00:01.5,,,,,"""Yeah so"""
25.Pink.94,05:48.1,05:51.1,00:03.0,,Disagreement,,Newspaper,"""There would be no no use of newspaper"""
25.Pink.95,05:53.9,05:59.2,00:05.3,Positive,,,Newspaper,"""Or they can just $ um use newspaper to just for fire"""
25.Orange.67,05:59.0,06:01.1,00:02.1,,,,,"""Yeah thats what I mean yeah"""
25.Pink.96,05:59.2,06:01.4,00:02.2,Positive,,,,"""Yeah $"""
25.Pink.97,06:05.0,06:06.1,00:01.1,,,,,"""Um"""
25.Orange.68,06:05.6,06:07.9,00:02.3,,Proposal,,Shirt/Pants,"""What about the extra shirt and pants"""
25.Pink.98,06:07.9,06:09.2,00:01.3,,,,,"""Um"""
25.Blue.62,06:08.0,06:10.4,00:02.4,,Agreement,,Shirt/Pants,"""That would be useful"""
25.Orange.69,06:08.8,06:10.8,00:02.0,,,,,"""Yeah I thought so too"""
25.Pink.99,06:10.8,06:12.1,00:01.3,,,,,"""Um lets rank """
25.Pink.100,06:12.1,06:13.2,00:01.1,,"Proposal, Disagreement",,Whiskey,"""First whiskey"""
25.Pink.101,06:13.2,06:14.9,00:01.6,,,,Whiskey,"""Cause maybe we can eat it"""
25.Orange.70,06:13.6,06:14.2,00:00.6,,Agreement,,,"""Sure"""
25.Pink.102,06:14.9,06:17.8,00:02.9,Positive,,,,"""$ to keep to kept warm"""
25.Orange.71,06:15.1,06:18.3,00:03.2,Positive,,,,"""$"""
25.Blue.63,06:15.7,06:17.6,00:02.0,Positive,,,,"""$"""
25.Pink.103,06:17.8,06:18.6,00:00.9,,,,,"""Yeah"""
25.Orange.72,06:19.1,06:20.6,00:01.5,Positive,,,,"""Good for a long walk"""
25.Pink.104,06:19.1,06:19.8,00:00.7,,,,,"""Okay"""
25.Pink.105,06:20.1,06:22.2,00:02.1,,,,,"""And then we can"""
25.Blue.64,06:20.4,06:22.7,00:02.3,Positive,,,,"""$"""
25.Orange.73,06:20.9,06:22.3,00:01.3,Positive,,,,"""$"""
25.Pink.106,06:22.4,06:25.6,00:03.2,,,,,"""And then we can pair like the um """
25.Orange.74,06:24.4,06:25.7,00:01.4,,Proposal,,Shirt/Pants,"""The extra clothes"""
25.Pink.107,06:25.6,06:27.6,00:02.0,,Agreement,,,"""Yeah ni nine"""
25.Orange.75,06:26.3,06:27.1,00:00.8,,,,,"""Kay"""
25.Pink.108,06:28.3,06:29.5,00:01.3,,,,,"""And then"""
25.Pink.109,06:31.9,06:34.3,00:02.4,,Proposal,,Ski Poles,"""How about s ski poles"""
25.Orange.76,06:34.6,06:35.8,00:01.2,,,,Ski Poles,"""Ski poles"""
25.Blue.65,06:35.8,06:36.5,00:00.6,,,,,"""Yeah no"""
25.Blue.66,06:36.5,06:37.8,00:01.3,,,,Ski Poles,"""What would you use those for"""
25.Orange.77,06:37.8,06:39.4,00:01.6,,Proposal,,Ski Poles,"""I would do them as fourteen"""
25.Blue.67,06:39.4,06:41.4,00:02.1,,,,Ski Poles,"""I mean that would be easier to walk with"""
25.Orange.78,06:41.4,06:43.9,00:02.5,,,,Ski Poles,"""Yeah but is that really necessary"""
25.Blue.68,06:42.7,06:43.8,00:01.1,,,,,"""Nice yeah"""
25.Orange.79,06:43.9,06:45.7,00:01.8,,,,,"""I mean a lot of this I dont know"""
25.Blue.69,06:45.4,06:46.7,00:01.3,Positive,,,,"""$"""
25.Pink.110,06:45.6,06:46.6,00:01.0,Positive,,,,"""$"""
25.Orange.80,06:45.8,06:47.3,00:01.6,Positive,,,,"""$"""
25.Pink.111,06:46.6,06:51.3,00:04.7,Positive,,,,"""But there also things that [unclear]"""
25.Pink.112,06:51.3,06:52.0,00:00.7,,,,,"""Okay so"""
25.Orange.81,06:51.6,06:52.3,00:00.7,,,,,"""Yeah"""
25.Pink.113,06:53.0,06:53.8,00:00.8,,Proposal,,,"""Ten"""
25.Orange.82,06:54.7,06:56.0,00:01.3,,,,,"""Is that what were on right now"""
25.Pink.114,06:56.0,06:58.1,00:02.1,,,,,"""Um yeah"""
25.Orange.83,06:58.0,06:58.8,00:00.8,,Agreement,,,"""Sure"""
25.Pink.115,06:58.6,07:00.5,00:01.9,Positive,,,,"""$ awesome"""
25.Blue.70,07:00.6,07:01.9,00:01.3,,,,,"""What else do we have left"""
25.Pink.116,07:00.6,07:01.9,00:01.3,,,,,"""What else is [unclear]"""
25.Pink.117,07:02.1,07:03.9,00:01.7,,,,,"""Um and then"""
25.Orange.84,07:04.1,07:07.2,00:03.0,,,,"Chocolate Bar, Shortening","""We have the chocolate bar and the shortening"""
25.Pink.118,07:05.7,07:06.5,00:00.8,,,,,"""Yeah"""
25.Blue.71,07:07.9,07:09.6,00:01.7,,,,Shortening,"""What would we use the shortening for"""
25.Orange.85,07:07.9,07:08.9,00:01.1,,,,,"""And then"""
25.Pink.119,07:09.9,07:11.1,00:01.1,,,,,"""Oh yeah"""
25.Blue.72,07:10.4,07:12.2,00:01.7,,,,Shortening,"""I guess like food"""
25.Blue.73,07:12.2,07:13.7,00:01.6,Negative,,,Shortening,"""It would be nasty but"""
25.Orange.86,07:13.1,07:16.0,00:02.9,,,,Shortening,"""Its just like a fat right"""
25.Blue.74,07:14.2,07:15.1,00:00.9,,,,,"""Yeah"""
25.Pink.120,07:14.6,07:18.6,00:04.0,,Proposal,,Chocolate Bar,"""I just family we should go for like the big one"""
25.Blue.75,07:17.5,07:18.5,00:01.1,,,,Chocolate Bar,"""The chocolate bar"""
25.Pink.121,07:18.6,07:19.4,00:00.8,,,,,"""Yeah"""
25.Orange.87,07:18.8,07:20.2,00:01.4,,Agreement,,,"""Sure yeah """
25.Blue.76,07:19.9,07:22.8,00:02.9,Positive,,,,"""$"""
25.Pink.122,07:20.4,07:23.2,00:02.8,Positive,,,Chocolate Bar,"""There would be enough quantity $"""
25.Orange.88,07:21.9,07:24.2,00:02.3,,,,Pistol,"""We still have the gun too right and um"""
25.Pink.123,07:23.5,07:24.3,00:00.9,,,,,"""Yeah"""
25.Blue.77,07:23.8,07:24.8,00:01.0,,,,,"""Oh yeah"""
25.Pink.124,07:25.7,07:27.0,00:01.3,,,,,"""Uh"""
25.Pink.125,07:27.2,07:28.3,00:01.1,,,,,"""And then"""
25.Pink.126,07:28.8,07:31.0,00:02.2,,Proposal,,Pistol,"""Now we can go for gun"""
25.Orange.89,07:31.0,07:31.8,00:00.8,,Agreement,,,"""Okay"""
25.Pink.127,07:32.2,07:33.5,00:01.3,,,,,"""And then just two left"""
25.Pink.128,07:33.5,07:36.7,00:03.2,,,,"Shortening, Steel Wool","""Can of shortening and ball ball of steel wool"""
25.Orange.90,07:37.4,07:39.1,00:01.8,,Proposal,,Shortening,"""Do shortening last"""
25.Blue.78,07:39.2,07:39.8,00:00.5,,Agreement,,,"""Yeah """
25.Pink.129,07:39.9,07:41.7,00:01.8,,Agreement,,,"""Okay fourteen"""
25.Orange.91,07:41.7,07:43.4,00:01.7,,,,,"""Oh yeah cause youre yeah okay"""
25.Pink.130,07:43.4,07:44.8,00:01.4,,,,,"""And then uh"""
25.Pink.131,07:44.8,07:47.3,00:02.5,,,,,"""No we have thirteen and fourteen left yeah $"""
25.Pink.132,07:47.3,07:49.2,00:01.9,,,,,"""So fifteen is already done"""
25.Orange.92,07:48.5,07:49.1,00:00.5,,,,,"""Alright"""
25.Blue.79,07:48.7,07:49.5,00:00.8,,,,,"""Okay"""
25.Orange.93,07:49.3,07:50.4,00:01.2,Positive,,,,"""Sweet"""
25.Pink.133,07:50.2,07:52.3,00:02.1,,,,,"""So its all done"""
25.Blue.80,07:51.3,07:52.4,00:01.1,Positive,,,,"""We did it guys"""
25.Orange.94,07:52.4,07:52.9,00:00.5,,,,,"""Yeah"""
