Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
15.Yellow.7,01:23.9,01:24.4,00:00.5,,,,,"""[unclear]"""
15.Yellow.8,01:24.9,01:29.0,00:04.1,,,,,"""At that, yeah, at that temperature you need to have a shelter and fire [unclear]."""
15.Blue.12,01:26.4,01:26.8,00:00.5,,,,,"""Yeah."""
15.Purple.19,01:26.4,01:26.8,00:00.4,,,,,"""Yeah."""
15.Orange.4,01:26.5,01:27.3,00:00.7,Positive,,,,"""$"""
15.Blue.13,01:28.3,01:33.2,00:04.9,,,,,"""So to me, that was my first thing cause I mean when you look at how much food you have."""
15.Purple.20,01:31.8,01:34.5,00:02.7,,,,,"""Yeah, yeah, that makes sense, yeah."""
15.Blue.14,01:33.2,01:34.7,00:01.5,,,,,"""I mean, obviously you can hunt."""
15.Blue.15,01:34.7,01:35.2,00:00.5,,,,,"""I don't know."""
15.Yellow.9,01:35.1,01:35.8,00:00.7,,,,,"""Yeah."""
15.Blue.16,01:35.2,01:37.2,00:02.0,Positive,,,,"""I was just [unclear] $."""
15.Orange.5,01:36.2,01:37.7,00:01.6,Positive,,,,"""$"""
15.Purple.21,01:36.7,01:37.1,00:00.4,,,,,"""Yeah."""
15.Orange.6,01:38.4,01:47.9,00:09.5,,,,,"""Um, I also put the compass, uh, just because, uh, from my experience, I'm actually from Manitoba area, so I know it's not too threatening of an area."""
15.Purple.22,01:38.5,01:39.3,00:00.8,,,,,"""What about you?"""
15.Blue.17,01:44.9,01:45.7,00:00.8,Positive,,,,"""Oh, nice."""
15.Orange.7,01:47.9,01:50.0,00:02.2,Negative,,,,"""It's just like the cold's going to get you mostly."""
15.Orange.8,01:50.0,01:53.7,00:03.6,Positive,,,Compass,"""Um, so I think as long as you have like a compass, I think it you'll be like good to go."""
15.Purple.23,01:54.0,01:54.6,00:00.6,,,,,"""Okay."""
15.Orange.9,01:54.6,01:55.6,00:01.0,,,,,"""I think, yeah."""
15.Orange.10,01:55.6,01:56.9,00:01.3,Positive,,,,"""$"""
15.Purple.24,01:59.3,02:02.5,00:03.2,,,,,"""Okay, so maybe we should like rank like what's the most important."""
15.Purple.25,02:02.9,02:04.6,00:01.7,,,,,"""Like threat wise."""
15.Blue.18,02:04.6,02:13.7,00:09.1,,,,,"""Hm, well, I was going to say why don't -- why don't we see maybe what like the top three are maybe [unclear] if we have similarities, we can kind of go from there."""
15.Purple.26,02:05.4,02:06.4,00:01.0,,,,,"""You know what I mean?"""
15.Purple.27,02:09.8,02:12.3,00:02.5,,,,,"""Okay, yeah, yeah, yeah, yeah, yeah, yeah, yeah."""
15.Yellow.10,02:10.0,02:10.6,00:00.6,,,,,"""Okay."""
15.Orange.11,02:10.9,02:11.6,00:00.7,,,,,"""Yeah, same."""
15.Purple.28,02:12.4,02:13.2,00:00.8,,,,,"""Go from there."""
15.Yellow.11,02:13.6,02:14.0,00:00.4,,,,,"""Okay. """
15.Blue.19,02:13.7,02:14.1,00:00.4,,,,,"""Yeah."""
15.Purple.29,02:14.1,02:14.5,00:00.4,,,,,"""Okay."""
15.Yellow.12,02:14.5,02:16.1,00:01.5,,,Private,Compass,"""My number two was compass."""
15.Purple.30,02:16.1,02:16.4,00:00.4,,,,,"""Yeah."""
15.Purple.31,02:16.4,02:18.2,00:01.7,,,Private,Knife,"""My number two was knife, so."""
15.Orange.12,02:19.1,02:21.7,00:02.6,,,Private,Shirt/Pants,"""Uh, my number two was the extra shirt and pants."""
15.Purple.32,02:21.1,02:21.6,00:00.5,,,,,"""Okay."""
15.Blue.20,02:21.2,02:24.5,00:03.3,Positive,,Private,UNK/NA,"""Oh, my second was food $."""
15.Orange.13,02:22.9,02:24.3,00:01.4,Positive,,,,"""$"""
15.Purple.33,02:23.0,02:23.7,00:00.7,,,,,"""Oh, yeah?"""
15.Blue.21,02:24.5,02:25.5,00:01.0,,,,,"""Okay, so what do we --"""
15.Blue.22,02:25.5,02:29.0,00:03.5,,,,"Compass, Knife","""We're left with knife, um, compass."""
15.Orange.14,02:27.5,02:28.1,00:00.6,,,,Compass,"""Compass."""
15.Purple.34,02:27.7,02:28.5,00:00.8,,,,Compass,"""Compass."""
15.Purple.35,02:29.0,02:29.5,00:00.4,,,,,"""Yeah."""
15.Yellow.13,02:29.0,02:29.4,00:00.4,,,,,"""Mhm."""
15.Blue.23,02:29.9,02:32.2,00:02.4,,,,,"""And then sort of the layers."""
15.Blue.24,02:32.3,02:33.2,00:00.9,,,,,"""But okay."""
15.Yellow.14,02:34.4,02:41.3,00:06.9,,,Private,"Cigarette Lighter, Knife","""Uh, for number three, I picked the cigarette lighter without fluid cause you can still use the flint to spark the knife."""
15.Blue.25,02:39.1,02:39.6,00:00.6,,,,,"""Mhm."""
15.Purple.36,02:40.5,02:42.9,00:02.4,,,Private,Cigarette Lighter,"""I chose that as well for number three."""
15.Orange.15,02:41.6,02:42.1,00:00.5,,,,,"""Mhm."""
15.Orange.16,02:43.6,02:45.1,00:01.5,,,Private,Cigarette Lighter,"""That's my number five."""
15.Orange.17,02:45.2,02:48.7,00:03.5,,,Private,UNK/NA,"""Uh, my number three is food [unclear]."""
15.Yellow.15,02:45.2,02:46.0,00:00.8,Positive,,,,"""$"""
15.Purple.37,02:47.4,02:47.9,00:00.5,,,,,"""Yeah."""
15.Yellow.16,02:47.7,02:48.4,00:00.7,,,,,"""Oh, okay."""
15.Blue.26,02:48.7,02:50.4,00:01.7,,,Private,Knife,"""And my number three is the knife."""
15.Purple.38,02:50.4,02:51.0,00:00.6,,,,,"""Yeah."""
15.Blue.27,02:50.9,02:56.4,00:05.5,,,Private,Cigarette Lighter,"""And and then I was thinking of yeah then the ne-my cause my next one to follow that is cigarette lighter."""
15.Yellow.17,02:51.1,02:52.2,00:01.0,,,,,"""Oh, yeah?"""
15.Purple.39,02:55.2,02:55.8,00:00.7,,,,,"""Yeah."""
15.Purple.40,02:55.9,03:02.6,00:06.7,,,Private,"Compass, Knife, Shirt/Pants","""Okay, so I feel like we have the compass, and knife and then clothing mostly for the top three."""
15.Orange.18,03:02.9,03:03.5,00:00.5,,,,,"""Mhm."""
15.Purple.41,03:03.5,03:04.2,00:00.7,,,,,"""Right?"""
15.Yellow.18,03:04.2,03:04.5,00:00.3,,,,,"""Yeah."""
15.Blue.28,03:04.4,03:04.9,00:00.5,,,,,"""Mhm."""
15.Purple.42,03:05.0,03:08.1,00:03.1,,,,,"""So, what do we think of those three would be the number one?"""
15.Purple.43,03:09.2,03:11.6,00:02.4,,Proposal,,Shirt/Pants,"""I kind of agree with you with clothing, to be honest with you."""
15.Blue.29,03:11.6,03:21.1,00:09.5,,,,,"""What I was going to say too I feel like I'm with the group I don't -- I'm not really concerned about where I am like I think I would be more worried about like right now and how you're going to get from point A to point --"""
15.Purple.44,03:20.5,03:20.9,00:00.4,,,,,"""Yeah."""
15.Yellow.19,03:21.0,03:21.4,00:00.4,,,,,"""Yeah."""
15.Blue.30,03:21.1,03:21.8,00:00.7,,,,,"""Right?"""
15.Blue.31,03:21.9,03:24.9,00:03.0,Positive,,,,"""Um, but $."""
15.Purple.45,03:23.6,03:31.3,00:07.7,,,,,"""Yeah, but you also, or I don't know... for the how many people are in the group like you could also use body heat and stuff too, but like."""
15.Blue.32,03:28.5,03:29.1,00:00.6,,,,,"""Mhm."""
15.Blue.33,03:31.1,03:32.1,00:01.0,,,,,"""[unclear]"""
15.Purple.46,03:31.6,03:32.8,00:01.2,,,,,"""Yeah, you know what I mean."""
15.Yellow.20,03:32.4,03:32.9,00:00.5,,,,,"""Yeah."""
15.Blue.34,03:32.5,03:33.2,00:00.7,Positive,,,,"""$"""
15.Purple.47,03:33.0,03:39.2,00:06.3,,,,,"""And you still have the frame of the, um, plane as well, so you could all like huddle in there."""
15.Blue.35,03:35.1,03:36.0,00:00.9,Negative,,,,"""Oops, sorry."""
15.Purple.48,03:40.0,03:41.1,00:01.1,Positive,,,,"""The warmth too."""
15.Yellow.21,03:40.1,03:40.6,00:00.5,,,,,"""True."""
15.Purple.49,03:41.1,03:41.7,00:00.6,,,,,"""You know what I mean?"""
15.Yellow.22,03:41.7,03:45.4,00:03.8,,,,Knife,"""Another thing is like the knife can help you like cut like branches and stuff."""
15.Yellow.23,03:45.4,03:48.8,00:03.4,,,,,"""Because we learned how to, uh, make like tipis essentially."""
15.Blue.36,03:48.7,03:49.1,00:00.5,,,,,"""Mhm."""
15.Purple.50,03:48.8,03:49.5,00:00.6,,,,,"""Oh."""
15.Yellow.24,03:48.8,03:51.1,00:02.3,,,,,"""Out of just like branches and leaves and all that."""
15.Yellow.25,03:51.1,03:53.4,00:02.3,,,,Knife,"""So you can make yourself a shelter just using the knife."""
15.Purple.51,03:52.3,03:53.0,00:00.8,,,,,"""Yeah, yeah."""
15.Yellow.26,03:53.4,03:55.6,00:02.2,Negative,,,,"""Where it would be very very hard to do it with bare hands. """
15.Yellow.27,03:55.7,04:04.4,00:08.7,,,,Shirt/Pants,"""So if I mean, hav-I think with that kind of temperature like extra clothes will help a bit for longer if you're actually like making it through the forest."""
15.Purple.52,03:56.5,03:57.1,00:00.7,,,,,"""True."""
15.Purple.53,03:59.6,04:00.0,00:00.4,,,,,"""Yeah."""
15.Yellow.28,04:04.4,04:09.1,00:04.7,Negative,,,Shirt/Pants,"""But once it comes down to night, if you don't have shelter, clothes won't help you."""
15.Purple.54,04:05.2,04:06.2,00:01.0,,,,,"""Mhm, mhm."""
15.Orange.19,04:06.2,04:06.8,00:00.5,,,,,"""Mhm."""
15.Orange.20,04:07.6,04:09.5,00:01.9,,,,,"""It does say it is pretty early though."""
15.Purple.55,04:09.4,04:09.8,00:00.4,,,,,"""Yeah."""
15.Orange.21,04:09.5,04:13.3,00:03.9,,,,,"""It is like eleven thirty, so I mean you like have all day kinda of thing to."""
15.Yellow.29,04:11.5,04:12.1,00:00.6,,,,,"""Yeah."""
15.Blue.37,04:12.9,04:13.3,00:00.4,,,,,"""Mhm."""
15.Purple.56,04:14.1,04:14.9,00:00.8,,,,,"""I don't know."""
15.Purple.57,04:15.7,04:16.4,00:00.8,,,,,"""I don't know."""
15.Blue.38,04:16.5,04:18.0,00:01.5,,,,,"""So, like would we --"""
15.Orange.22,04:17.4,04:24.9,00:07.5,,,,,"""But we're -- if we're like trying like get out of the cold, like how far can we travel to like without having to like stop and?"""
15.Blue.39,04:23.8,04:25.0,00:01.2,,,,,"""Well that's what I was going to say."""
15.Blue.40,04:25.0,04:25.9,00:00.9,,,,,"""You have to decide."""
15.Blue.41,04:25.9,04:26.9,00:01.0,,,,,"""Are you staying?"""
15.Orange.23,04:25.9,04:27.1,00:01.2,,,,,"""Cause you're in Manitoba."""
15.Blue.42,04:26.9,04:29.6,00:02.7,,,,,"""Cause if you're staying, then shelter would come first."""
15.Purple.58,04:27.0,04:28.3,00:01.3,,,,,"""That's the thing, yeah."""
15.Orange.24,04:27.1,04:28.5,00:01.4,Positive,,,,"""$"""
15.Blue.43,04:29.6,04:32.6,00:03.0,,,,,"""But if you are going then the shelter will come later."""
15.Purple.59,04:30.2,04:31.0,00:00.8,,,,,"""That's the thing."""
15.Purple.60,04:32.5,04:33.1,00:00.6,,,,,"""Mhm."""
15.Orange.25,04:33.0,04:34.2,00:01.2,Positive,,,,"""$"""
15.Blue.44,04:33.2,04:36.7,00:03.6,Positive,,,,"""So what is our plan of action $?"""
15.Purple.61,04:37.6,04:38.3,00:00.7,,,,,"""Well, I don't know."""
15.Purple.62,04:38.3,04:44.5,00:06.2,,,,,"""I think that if we knew that we were eighty miles northwest of small town, I th-I would probably move."""
15.Yellow.30,04:41.2,04:41.6,00:00.4,,,,,"""Yeah."""
15.Orange.26,04:42.9,04:43.5,00:00.6,,,,,"""Mhm."""
15.Orange.27,04:44.5,04:45.0,00:00.5,,,,,"""I would."""
15.Purple.63,04:44.9,04:49.6,00:04.7,Negative,,,,"""I mean I don't have great directions but like northwest like you have a compass."""
15.Orange.28,04:46.4,04:47.8,00:01.3,Positive,,,,"""$"""
15.Yellow.31,04:47.4,04:48.2,00:00.7,,,,,"""Mhm."""
15.Yellow.32,04:48.8,04:49.3,00:00.5,,,,,"""Yeah."""
15.Orange.29,04:49.1,04:51.6,00:02.5,"Positive, Negative",,,,"""I'd rather move than freeze $."""
15.Purple.64,04:49.6,04:50.8,00:01.2,,,,,"""So, you know where you are."""
15.Yellow.33,04:50.4,04:56.4,00:06.0,,,,,"""Exactly, yeah if you have -- if you have a steady pace, you could probably easily do the twenty thirty miles a day towards the town."""
15.Purple.65,04:51.3,04:52.4,00:01.1,,,,,"""You know what I mean?"""
15.Purple.66,04:55.1,04:55.8,00:00.7,,,,,"""Exactly."""
15.Blue.45,04:57.1,05:01.7,00:04.6,,Proposal,,Compass,"""So, now that we are moving first, do we want to put compass or should we put --"""
15.Purple.67,04:59.5,05:01.5,00:02.0,,Proposal,,Compass,"""So-w-s-should we say compass?"""
15.Orange.30,05:01.1,05:02.3,00:01.2,,Proposal,,Compass,"""Should we put compass?"""
15.Yellow.34,05:01.8,05:02.4,00:00.6,,Agreement,,,"""Yeah."""
15.Purple.68,05:02.4,05:02.8,00:00.5,,,,,"""Okay."""
15.Orange.31,05:02.9,05:03.5,00:00.7,,Confirmation,,,"""Number one."""
15.Yellow.35,05:03.3,05:08.6,00:05.2,,,,,"""Cause then it says there's rivers and th-stuf too, so if you have to side track around, you have to still know your direction."""
15.Purple.69,05:06.0,05:06.7,00:00.7,,,,,"""Exactly."""
15.Purple.70,05:08.1,05:08.6,00:00.5,,,,,"""Yeah."""
15.Blue.46,05:08.6,05:09.0,00:00.4,,,,,"""Mhm."""
15.Purple.71,05:09.0,05:09.7,00:00.7,,,,,"""Exactly."""
15.Blue.47,05:09.7,05:10.7,00:01.0,,,,,"""It says that --"""
15.Purple.72,05:09.7,05:11.8,00:02.1,,,,,"""And also because there is rivers."""
15.Purple.73,05:11.8,05:17.6,00:05.8,,,,,"""Usually if you follow a river, it will bring you like somewhere close to town."""
15.Blue.48,05:15.5,05:16.7,00:01.2,,,,,"""Somewhere around there."""
15.Blue.49,05:16.7,05:17.2,00:00.4,,,,,"""Mhm."""
15.Blue.50,05:17.6,05:18.1,00:00.5,,,,,"""Mhm."""
15.Purple.74,05:17.6,05:18.1,00:00.6,,,,,"""You know what I mean."""
15.Orange.32,05:18.3,05:18.8,00:00.4,,,,,"""Yeah."""
15.Purple.75,05:18.7,05:21.7,00:03.0,,,,,"""Right means you can like look like find stuff."""
15.Yellow.36,05:20.7,05:21.4,00:00.6,,,,,"""Yeah."""
15.Blue.51,05:21.6,05:22.2,00:00.5,,,,,"""Mhm."""
15.Purple.76,05:21.7,05:22.4,00:00.7,,,,,"""You know what I mean?"""
15.Orange.33,05:22.6,05:23.7,00:01.1,,,,,"""Mhm, for sure."""
15.Purple.77,05:22.8,05:25.0,00:02.3,,Confirmation,,Compass,"""So, yeah, probably compass."""
15.Orange.34,05:25.4,05:26.1,00:00.6,,,,,"""Okay."""
15.Blue.52,05:26.1,05:26.7,00:00.6,Negative,,,,"""Sorry."""
15.Purple.78,05:26.8,05:28.3,00:01.5,,,,,"""And then what about for number two?"""
15.Blue.53,05:28.8,05:31.3,00:02.5,,Proposal,,Air Map,"""Well, I was going to say do you want to put map with?"""
15.Blue.54,05:31.3,05:35.6,00:04.3,Positive,,,,"""Or are we, or are familiar with Manitoba $."""
15.Purple.79,05:31.5,05:33.5,00:02.0,,Agreement,,,"""That's what I was thinking about that too."""
15.Yellow.37,05:32.8,05:33.4,00:00.6,,,,,"""Uh."""
15.Orange.35,05:33.9,05:35.3,00:01.4,,Agreement,,Air Map,"""Yeah, map."""
15.Yellow.38,05:35.6,05:40.3,00:04.7,,Agreement,,Air Map,"""Uh, I just figure the map might cut down time cause you know where like I guess the ravine or the river is."""
15.Blue.55,05:38.5,05:39.0,00:00.5,,,,,"""%"""
15.Yellow.39,05:40.3,05:44.5,00:04.3,,Agreement,,,"""So you could bypass it instead of just approaching it, like oh I have to go a different route."""
15.Orange.36,05:41.2,05:41.7,00:00.5,,,,,"""Mhm."""
15.Blue.56,05:41.7,05:42.1,00:00.4,,,,,"""Mhm."""
15.Yellow.40,05:44.6,05:47.8,00:03.2,,Disagreement,,Compass,"""But the same time, the compass is still sort of helping you know your directions."""
15.Blue.57,05:47.7,05:48.2,00:00.5,,,,,"""Mhm."""
15.Yellow.41,05:47.8,05:51.1,00:03.4,,Disagreement,,"Air Map, Compass","""So, I don't think the map is as important as the compass."""
15.Orange.37,05:51.3,05:51.7,00:00.4,,,,,"""Mhm."""
15.Blue.58,05:51.8,05:52.4,00:00.6,,,,,"""Okay."""
15.Blue.59,05:53.1,05:55.5,00:02.4,"Positive, Negative",,,,"""Are we worried about safety $ like?"""
15.Purple.80,05:55.2,05:57.4,00:02.2,,,,,"""That's what I was thinking too like what happens if --"""
15.Yellow.42,05:56.1,05:57.2,00:01.1,,,,,"""Manitoba [unclear]."""
15.Orange.38,05:56.6,05:58.5,00:02.0,,,,,"""Manitoba is not that threatening."""
15.Yellow.43,05:58.0,05:59.6,00:01.6,,,,,"""I mean [unclear]."""
15.Orange.39,05:58.5,06:01.7,00:03.2,Positive,,,,"""$ It's pretty -- it's pretty grassy."""
15.Blue.60,05:58.8,06:01.6,00:02.8,,,,,"""[unclear]"""
15.Yellow.44,06:01.0,06:03.1,00:02.1,Negative,,,,"""Come up with a moose, you're pretty much done."""
15.Orange.40,06:02.6,06:03.9,00:01.3,Positive,,,,"""$"""
15.Blue.61,06:03.0,06:06.9,00:03.9,"Positive, Negative",,,,"""As long as you can outrun the last person $."""
15.Purple.81,06:05.7,06:06.5,00:00.8,Positive,,,,"""$ right?"""
15.Yellow.45,06:05.7,06:06.5,00:00.9,Positive,,,,"""$"""
15.Orange.41,06:07.6,06:09.1,00:01.5,,,,,"""Um, okay."""
15.Purple.82,06:09.6,06:10.7,00:01.1,,,,,"""Yeah, I don't know."""
15.Purple.83,06:10.7,06:13.2,00:02.5,,Proposal,,Knife,"""I feel like I would still put knife as number two."""
15.Blue.62,06:13.3,06:13.9,00:00.6,,Agreement,,,"""Okay."""
15.Purple.84,06:14.3,06:18.2,00:03.9,Positive,,,,"""But I don't know if you guys agree $."""
15.Blue.63,06:19.2,06:24.8,00:05.6,,Agreement,,Knife,"""Well I mean that can be a safety item but also if you need to stop, then you know, you can start."""
15.Purple.85,06:22.3,06:24.5,00:02.2,Positive,,,Knife,"""Right like it is practical."""
15.Yellow.46,06:24.1,06:29.8,00:05.7,,,,,"""I think of long term too cause you don't know how long you're going to be there for and you don't know how long it's going to take you to get eighty miles."""
15.Purple.86,06:27.2,06:28.2,00:01.0,,,,,"""Exactly."""
15.Purple.87,06:29.5,06:30.0,00:00.5,,,,,"""Mhm."""
15.Yellow.47,06:29.8,06:32.9,00:03.0,,,,,"""So, could be there for a week, could be there for two weeks, you don't know."""
15.Orange.42,06:29.9,06:30.5,00:00.6,,,,,"""Mhm."""
15.Yellow.48,06:32.9,06:35.0,00:02.1,Negative,,,,"""Someone might get injured."""
15.Yellow.49,06:35.0,06:38.5,00:03.5,,,,,"""So many variables in this kind of a scenario."""
15.Purple.88,06:38.2,06:38.7,00:00.5,,,,,"""Yeah."""
15.Orange.43,06:38.7,06:39.1,00:00.4,,,,,"""Yeah."""
15.Blue.64,06:38.9,06:39.3,00:00.4,,,,Knife,"""Mhm."""
15.Orange.44,06:39.9,06:43.5,00:03.6,,Agreement,,,"""But, I think like knife would probably be like a good choice for like protection."""
15.Blue.65,06:41.8,06:44.5,00:02.7,,,,,"""Eighty miles isn't that far if you think about it."""
15.Blue.66,06:46.6,06:49.6,00:03.0,,,,,"""So, can we run for ten miles [unclear]."""
15.Purple.89,06:48.2,06:48.7,00:00.5,,,,,"""Yeah."""
15.Blue.67,06:49.6,06:50.5,00:00.9,,,,,"""That's only an hour."""
15.Blue.68,06:50.6,06:51.0,00:00.4,,,,,"""Yeah."""
15.Yellow.50,06:51.6,06:54.2,00:02.6,,,,,"""I could probably clear eighty miles in a day."""
15.Blue.69,06:54.3,06:54.9,00:00.6,,,,,"""Yeah."""
15.Yellow.51,06:54.8,06:57.5,00:02.6,,,,,"""You really could if you really wanted to then yeah."""
15.Blue.70,06:55.1,06:58.4,00:03.2,Positive,,,,"""If you really work for it $."""
15.Blue.71,06:58.6,07:01.5,00:02.9,Negative,,,,"""Okay, so sorry [unclear]."""
15.Purple.90,07:00.1,07:02.3,00:02.3,,,,,"""Okay, so what are we doing for number two?"""
15.Orange.45,07:02.6,07:03.6,00:01.0,Negative,,,,"""Oh boy."""
15.Orange.46,07:04.6,07:06.8,00:02.2,,,,,"""We don't think we're going to be out there until like late."""
15.Orange.47,07:06.8,07:15.1,00:08.3,,,,"Cigarette Lighter, Flashflight","""So m-maybe we'll put like all of like the the flashlight with batteries and cigarette lighter closer to like less important things."""
15.Yellow.52,07:11.3,07:11.9,00:00.6,,,,,"""Hm."""
15.Blue.72,07:11.6,07:12.1,00:00.5,,,,,"""Mhm."""
15.Purple.91,07:12.0,07:12.5,00:00.5,,,,,"""Mhm."""
15.Yellow.53,07:13.7,07:16.6,00:02.9,,,,,"""Yeah u-yeah, well usually you're not travelling in the darkness."""
15.Yellow.54,07:16.6,07:17.8,00:01.2,Negative,,,,"""It's usually unsafe to do that."""
15.Orange.48,07:16.9,07:17.7,00:00.8,,,,,"""Yeah."""
15.Yellow.55,07:17.8,07:20.8,00:03.0,Negative,,,Flashlight,"""So I don't think there's like much use for a flashlight for staying."""
15.Orange.49,07:18.9,07:22.2,00:03.3,,,,Flashlight,"""Yeah so, w-we'll narrow these things out until like the later."""
15.Purple.92,07:20.6,07:21.1,00:00.5,,,,,"""Mhm."""
15.Blue.73,07:22.1,07:22.6,00:00.5,,,,,"""Mhm."""
15.Orange.50,07:23.5,07:24.3,00:00.8,,,,,"""Um."""
15.Purple.93,07:24.6,07:34.1,00:09.6,,,,Knife,"""So, would we use the knife to help build shelter then because now that we're moving, we don't have the frame of the plane for shelter and."""
15.Blue.74,07:32.5,07:33.0,00:00.5,,,,,"""Mhm."""
15.Yellow.56,07:34.1,07:34.7,00:00.6,,,,,"""Yeah."""
15.Purple.94,07:35.4,07:36.8,00:01.4,,,,,"""So, you know what I mean."""
15.Blue.75,07:36.5,07:36.9,00:00.4,,,,,"""Mhm."""
15.Purple.95,07:36.8,07:38.1,00:01.3,,,,,"""Like cut down I guess."""
15.Yellow.57,07:38.7,07:41.3,00:02.6,,,,,"""To ma-to make a shelter I think if you have to."""
15.Blue.76,07:39.7,07:42.5,00:02.8,,,,,"""[unclear]"""
15.Purple.96,07:39.8,07:41.7,00:01.9,,,,Knife,"""Yeah, make sure you have the knife."""
15.Purple.97,07:41.7,07:42.5,00:00.8,,,,,"""That makes sense."""
15.Blue.77,07:42.5,07:43.6,00:01.1,Positive,,,,"""You will be warm."""
15.Purple.98,07:43.2,07:44.4,00:01.1,,,,,"""Yeah, exactly."""
15.Blue.78,07:43.6,07:46.4,00:02.8,,,,,"""And then if you have a shelter, you can use those like."""
15.Purple.99,07:45.9,07:46.6,00:00.7,,,,,"""Exactly."""
15.Yellow.58,07:46.6,07:49.3,00:02.7,,,,,"""And then it can help make a fire too, so then."""
15.Orange.51,07:48.9,07:51.1,00:02.2,,Agreement,,Knife,"""So, we can all agree on number two for knife?"""
15.Blue.79,07:50.2,07:50.9,00:00.7,,Agreement,,,"""Mhm."""
15.Purple.100,07:50.2,07:50.6,00:00.4,,,,,"""Yeah."""
15.Purple.101,07:50.7,07:51.9,00:01.2,,Confirmation,,Knife,"""I think knife, yeah."""
15.Yellow.59,07:51.1,07:51.7,00:00.6,,Agreement,,,"""Yeah."""
15.Purple.102,07:52.7,07:54.6,00:01.9,,,,,"""Okay, number three."""
15.Yellow.60,07:55.1,07:56.2,00:01.1,,,,,"""Ch-ch-ch."""
