Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
18.Pink.23,01:36.5,01:41.5,00:04.9,,Disagreement,Private,Chocolate Bar,"""But I put like the chocolate I put that like one of my least like that was like my number twelve."""
18.Blue.11,01:40.1,01:40.6,00:00.4,,Disagreement,,,"""Yeah."""
18.Blue.12,01:44.1,01:47.3,00:03.2,,Disagreement,,,"""Yeah [unclear]."""
18.Pink.24,01:49.0,01:50.5,00:01.5,,,,,"""So, nah, um."""
18.Blue.13,01:51.5,01:53.0,00:01.5,,Disagreement,Private,Chocolate Bar,"""The chocolate, I put fifteenth."""
18.Pink.25,01:53.3,01:55.0,00:01.8,Positive,,,,"""Yeah $."""
18.Orange.15,01:54.6,02:03.4,00:08.8,,,,Chocolate Bar,"""Oh, I just heard like this one person was climbing this huge mountain in the snow and the first thing that he was given because he almost died of hypothermal was chocolate."""
18.Blue.14,01:57.8,01:58.2,00:00.4,,,,,"""Yeah."""
18.Pink.26,02:02.5,02:03.0,00:00.5,,,,,"""Yeah."""
18.Blue.15,02:03.1,02:03.5,00:00.4,,,,,"""Yeah."""
18.Orange.16,02:03.4,02:09.4,00:06.0,,,,Chocolate Bar,"""And I'm kind of I'm a little bit low on iron so I get super cold and it really helps me."""
18.Pink.27,02:07.9,02:08.5,00:00.6,,,,,"""Yeah."""
18.Pink.28,02:09.4,02:09.8,00:00.4,,,,,"""Yeah."""
18.Orange.17,02:09.8,02:11.6,00:01.7,,,,Chocolate Bar,"""That's my only take on chocolate."""
18.Orange.18,02:11.6,02:13.5,00:01.9,,,Private,Chocolate Bar,"""It might just be fifteenth for most people."""
18.Pink.29,02:13.6,02:14.1,00:00.5,,,,,"""Yeah."""
18.Blue.16,02:15.7,02:19.9,00:04.2,,,,Chocolate Bar,"""Especially if you're like hungry or something and you need that extra energy booster, yeah."""
18.Pink.30,02:18.9,02:19.5,00:00.6,,Agreement,,,"""Yeah, true."""
18.Pink.31,02:19.5,02:20.6,00:01.1,,Agreement,,Chocolate Bar,"""We can put that as three."""
18.Pink.32,02:23.0,02:23.9,00:00.9,,Agreement,,,"""Did that make sense?"""
18.Pink.33,02:23.9,02:25.5,00:01.6,,Agreement,,,"""I agree with what you're saying."""
18.Blue.17,02:27.6,02:28.2,00:00.6,,,,,"""Um."""
18.Pink.34,02:27.6,02:28.5,00:01.0,,,,,"""Um."""
18.Blue.18,02:29.6,02:31.3,00:01.7,,,Private,Compass,"""Three I put the compass."""
18.Pink.35,02:31.7,02:32.2,00:00.5,,,,,"""Yeah."""
18.Blue.19,02:31.9,02:35.1,00:03.2,,,,,"""It would be nice to know like what direction, stuff like that."""
18.Pink.36,02:34.9,02:36.3,00:01.5,,,Private,Rope,"""Yeah, I put the rope."""
18.Orange.19,02:37.0,02:38.2,00:01.2,,,Private,Cigarette Lighter,"""I put the cigarette lighter."""
18.Pink.37,02:38.3,02:40.4,00:02.1,Positive,,,,"""Mhm $."""
18.Blue.20,02:39.7,02:40.7,00:01.0,,,,,"""[unclear]"""
18.Orange.20,02:39.9,02:41.6,00:01.7,,,,Rope,"""Why would you need the rope the most?"""
18.Pink.38,02:41.2,02:42.6,00:01.4,Positive,,,,"""I don't know $."""
18.Orange.21,02:41.9,02:42.6,00:00.7,Positive,,,,"""$"""
18.Pink.39,02:42.6,02:46.8,00:04.2,,,,,"""I was just thinking -- maybe if you like build a shelter like I don't know."""
18.Orange.22,02:43.3,02:45.6,00:02.3,,,,,"""Like I don't really know [unclear]."""
18.Blue.21,02:46.9,02:47.5,00:00.5,,,,,"""Yeah."""
18.Pink.40,02:47.6,02:50.0,00:02.4,,,,,"""Like I guess like if you need to put something together."""
18.Orange.23,02:49.7,02:51.7,00:02.0,,,,,"""I guess it's like priorities."""
18.Orange.24,02:51.7,02:55.5,00:03.8,Positive,,Private,"Compass, Rope","""I'm like need the compass get out of the way first and you're like shelter first. """
18.Pink.41,02:53.5,03:02.2,00:08.7,Positive,,,,"""$ Yeah, I'm just saying like if you need to build something to like shelter you from like the wind or anything like that, get yourself like."""
18.Orange.25,03:02.6,03:03.6,00:01.0,,,,,"""What did you put down?"""
18.Blue.22,03:04.3,03:05.2,00:00.9,,,,,"""Uh, for three?"""
18.Orange.26,03:05.2,03:05.6,00:00.4,,,,,"""Yeah."""
18.Blue.23,03:05.6,03:06.1,00:00.5,,,Private,Compass,"""Compass."""
18.Orange.27,03:07.2,03:08.3,00:01.1,Positive,,,,"""I don't know man $."""
18.Pink.42,03:08.0,03:09.9,00:01.9,Positive,,,,"""$."""
18.Blue.24,03:08.4,03:09.8,00:01.4,"Positive, Negative",,,,"""$ uh oh."""
18.Pink.43,03:10.2,03:11.2,00:01.0,,,,,"""Um."""
18.Orange.28,03:14.5,03:16.1,00:01.6,,,,,"""How about we come back to it later?"""
18.Pink.44,03:16.5,03:18.1,00:01.6,,,,,"""Okay, move on to four then."""
18.Blue.25,03:19.8,03:21.9,00:02.1,,,Private,Rope,"""That's when I said the thirty foot rope."""
18.Orange.29,03:22.0,03:23.2,00:01.2,,,Private,Knife,"""That's when I said knife."""
18.Blue.26,03:22.4,03:23.3,00:00.9,,,,,"""[unclear]"""
18.Blue.27,03:23.7,03:24.2,00:00.4,,,,,"""Oh."""
18.Pink.45,03:24.3,03:26.1,00:01.8,Positive,,,,"""Oh my gosh $."""
18.Pink.46,03:26.1,03:28.5,00:02.4,,,Private,Knife,"""Yeah, four is knife for me as well."""
18.Pink.47,03:29.8,03:30.9,00:01.1,,,,,"""Um."""
18.Pink.48,03:40.2,03:42.1,00:01.9,,,Private,Rope,"""You put the rope you said, for four?"""
18.Blue.28,03:41.9,03:42.6,00:00.7,,,Private,Rope,"""For four, yeah."""
18.Blue.29,03:42.7,03:43.7,00:01.0,,,,Rope,"""The thirty feet of."""
18.Pink.49,03:44.8,03:50.3,00:05.5,,Proposal,,Knife,"""But we can put... the knife as three."""
18.Blue.30,03:51.6,03:52.1,00:00.5,,Agreement,,,"""Okay."""
18.Pink.50,03:53.6,03:58.8,00:05.2,,,Private,Knife,"""Because... that's like higher, we both have that high up and then."""
18.Orange.30,03:58.3,04:00.9,00:02.6,,Proposal,,"Knife, Rope","""You would need the knife to cut the rope too right?"""
18.Pink.51,04:01.0,04:03.2,00:02.2,,,,"Knife, Rope","""Yeah, well, yeah you need the knife to cut the rope."""
18.Orange.31,04:02.5,04:06.7,00:04.2,,,,Knife,"""And then it's a thick forest so you'll probably need the knife to [unclear]."""
18.Pink.52,04:05.7,04:08.4,00:02.7,,Confirmation,,Knife,"""Yeah, so we can do three for knife."""
18.Pink.53,04:09.6,04:11.5,00:01.9,,Confirmation,,Rope,"""And then four for rope."""
18.Blue.31,04:11.7,04:12.0,00:00.3,,Agreement,,,"""Yeah."""
18.Pink.54,04:15.4,04:17.6,00:02.2,,Proposal,Private,Flashlight,"""And then five, I had flashlight."""
18.Blue.32,04:18.2,04:19.7,00:01.5,,Agreement,Private,Flashlight,"""[unclear] yeah, so did I."""
18.Orange.32,04:18.3,04:19.1,00:00.8,,Agreement,Private,Flashlight,"""Same."""
18.Pink.55,04:19.7,04:21.8,00:02.1,Positive,,,,"""$ nice."""
18.Blue.33,04:21.1,04:22.5,00:01.3,Positive,,,,"""[unclear] $."""
18.Pink.56,04:22.8,04:23.7,00:01.0,Positive,,,,"""That was easy."""
18.Pink.57,04:24.2,04:29.8,00:05.6,,,,Flashlight,"""No, I just thought like it's not like high up in the priorities, but like it is pretty --"""
18.Orange.33,04:29.0,04:32.0,00:03.0,,,,,"""Don't really want to wait till it's minus forty degrees."""
18.Blue.34,04:32.1,04:32.5,00:00.4,,,,,"""Yeah."""
18.Pink.58,04:32.4,04:35.9,00:03.5,,,,,"""And yeah you can't see in the dark and everything, so."""
18.Orange.34,04:32.7,04:33.4,00:00.7,,,,,"""But still."""
18.Pink.59,04:36.5,04:37.7,00:01.2,,,,,"""Okay, six."""
18.Blue.35,04:38.5,04:42.2,00:03.7,,,Private,Pistol,"""I said the loaded caliber pistol, yeah."""
18.Orange.35,04:40.5,04:41.1,00:00.6,,,Private,Pistol,"""Same."""
18.Orange.36,04:42.4,04:43.0,00:00.5,,,,,"""Did you?"""
18.Blue.36,04:42.6,04:44.1,00:01.5,,,,,"""For like hunting and stuff maybe."""
18.Orange.37,04:43.4,04:44.1,00:00.7,,,,,"""Me too."""
18.Pink.60,04:44.6,04:48.4,00:03.8,,,Private,Newspaper,"""I put the newspaper just for like fire wise."""
18.Pink.61,04:48.4,04:50.0,00:01.6,,,,,"""If you need to like start a fire, but but yeah"""
18.Orange.38,04:49.4,04:50.5,00:01.1,,,,,"""Yeah that makes sense."""
18.Pink.62,04:50.0,04:51.4,00:01.5,,,,,"""But but yeah."""
18.Blue.37,04:50.2,04:50.6,00:00.5,,,,,"""Yeah."""
18.Pink.63,04:51.4,04:53.5,00:02.1,,,,Pistol,"""The -- I agree with the pistol as well."""
18.Blue.38,04:54.1,04:56.7,00:02.6,Positive,,,Newspaper,"""It'll also use the newspaper for like keep warm and stuff, too."""
18.Pink.64,04:56.3,04:57.5,00:01.2,,,,,"""Yeah, true."""
18.Orange.39,04:57.7,04:58.3,00:00.6,,,,,"""For what?"""
18.Blue.39,04:58.8,05:00.1,00:01.2,Positive,,,Newspaper,"""To like keep warm."""
18.Pink.65,05:00.4,05:00.7,00:00.3,,,,,"""Yeah."""
18.Orange.40,05:00.5,05:01.0,00:00.5,,,,,"""Yeah."""
18.Blue.40,05:00.7,05:01.3,00:00.6,,,,Newspaper,"""For newspaper."""
18.Pink.66,05:02.6,05:04.6,00:02.0,,,,,"""We could do, yeah."""
18.Pink.67,05:05.8,05:09.6,00:03.7,,Proposal,,"Newspaper, Pistol","""We could do the pistol for six and then newspaper for seven."""
18.Blue.41,05:09.8,05:10.3,00:00.4,,Agreement,,,"""Sure."""
18.Pink.68,05:19.6,05:21.2,00:01.6,,,,,"""Uh, what do you guys have for eight?"""
18.Blue.42,05:24.6,05:26.1,00:01.5,,,Private,Compress Kit,"""I said the compress kit."""
18.Pink.69,05:27.0,05:28.2,00:01.2,,,Private,Compress Kit,"""Yeah, that's my nine."""
18.Pink.70,05:30.6,05:33.5,00:02.9,,,Private,Air Map,"""I said the sectional air map made of plastic."""
18.Pink.71,05:33.5,05:35.1,00:01.6,,,,Air Map,"""I don't even know what that is, but."""
18.Orange.41,05:36.7,05:37.6,00:00.9,,,,,"""Yeah, me neither."""
18.Blue.43,05:37.5,05:38.5,00:01.1,Positive,,,,"""Mhm $."""
18.Orange.42,05:37.6,05:41.5,00:03.9,,,,,"""Oh, this is this is when I started going like I don't know what any of this."""
18.Pink.72,05:37.8,05:39.4,00:01.6,Positive,,,,"""$"""
18.Pink.73,05:41.5,05:44.4,00:02.9,,,,,"""No, I don't know what that -- I was like -- okay."""
18.Blue.44,05:41.6,05:41.9,00:00.4,,,,,"""Yeah."""
18.Orange.43,05:43.1,05:45.4,00:02.3,,,,,"""They're scribbled, all of them, scribbled all over the place, so."""
18.Pink.74,05:46.0,05:52.4,00:06.4,,,,Compress Kit,"""Um, I think yeah the compress kit is definitely-definitely something you can use."""
18.Pink.75,05:52.4,05:53.5,00:01.1,,,,Compress Kit,"""So we can put that as eight."""
18.Orange.44,05:54.2,05:56.7,00:02.6,,,,Steel Wool,"""I don't know why you'll need a ball of steel wool."""
18.Orange.45,05:57.3,05:58.6,00:01.3,,,,Steel Wool,"""What are you going to do with a ball?"""
18.Pink.76,06:00.3,06:04.4,00:04.1,,,,,"""Um... I don't know."""
18.Pink.77,06:05.3,06:07.7,00:02.4,,,Private,Steel Wool,"""I put that as seven, but."""
18.Orange.46,06:07.7,06:11.6,00:03.8,,,Private,Steel Wool,"""I put that as eight because I feel like wool, warmth, but."""
18.Blue.45,06:11.4,06:11.9,00:00.5,,,,,"""Mhm."""
18.Pink.78,06:11.8,06:12.7,00:00.9,,,,,"""I guess so."""
18.Orange.47,06:13.1,06:14.4,00:01.2,,,,,"""Why would that be on a plane?"""
18.Pink.79,06:15.2,06:15.9,00:00.6,,,,,"""True."""
18.Pink.80,06:17.0,06:22.6,00:05.6,,Proposal,,Steel Wool,"""Um... we can put that as nine, I guess."""
18.Blue.46,06:22.9,06:23.6,00:00.7,,,,Steel Wool,"""Steel wool?"""
18.Pink.81,06:23.8,06:24.4,00:00.6,,,,,"""Yeah."""
18.Orange.48,06:24.8,06:26.4,00:01.6,,,,Air Map,"""What is a sectional air map?"""
18.Orange.49,06:26.4,06:28.3,00:01.9,,,,Air Map,"""What do you think it mean, what?"""
18.Pink.82,06:26.8,06:28.0,00:01.2,,,,Air Map,"""Yeah, do you know what that is?"""
18.Blue.47,06:28.7,06:30.6,00:01.9,Positive,,,,"""$ I don't know."""
18.Pink.83,06:29.2,06:31.0,00:01.7,,,,,"""Oh, oh."""
18.Pink.84,06:31.4,06:31.9,00:00.5,,,,,"""No."""
18.Blue.48,06:32.0,06:32.6,00:00.6,,,,,"""[unclear]."""
18.Blue.49,06:33.1,06:35.3,00:02.2,,,,Shortening,"""I don't know what a can of shortening is either."""
18.Orange.50,06:35.3,06:37.1,00:01.8,,,,Air Map,"""Do you think we will need plastic?"""
18.Pink.85,06:35.5,06:36.7,00:01.2,,,,,"""I think that's, um."""
18.Orange.51,06:37.2,06:38.9,00:01.8,,,,Air Map,"""Cause it says made of plastic."""
18.Pink.86,06:42.1,06:43.6,00:01.5,,,,,"""I don't know."""
18.Orange.52,06:43.0,06:44.6,00:01.6,,,,Air Map,"""Plastic is [unclear]."""
18.Pink.87,06:44.0,06:45.6,00:01.6,,,,,"""I guess, I'm assuming, I don't know."""
18.Orange.53,06:45.5,06:47.2,00:01.7,,,,Air Map,"""How much plastic is it?"""
18.Pink.88,06:48.1,06:49.1,00:01.0,,,,,"""I don't know, so."""
18.Pink.89,06:51.6,06:52.7,00:01.1,,Proposal,,Air Map,"""Can we put that?"""
18.Pink.90,06:52.7,06:54.1,00:01.4,,Proposal,,Steel Wool,"""Steel wool is nine."""
18.Pink.91,06:54.7,06:58.9,00:04.2,,Proposal,Private,Shortening,"""And then ten, I just put the can of shortening."""
18.Pink.92,06:58.9,07:00.7,00:01.8,,,,Shortening,"""Cause I know isn't that like fat?"""
18.Orange.54,07:01.4,07:03.1,00:01.6,,,,Shortening,"""Yeah, I didn't know what that was actually."""
18.Blue.50,07:02.5,07:04.6,00:02.1,,,,Shortening,"""I don't think so, yeah I didn't what that one was either."""
18.Pink.93,07:04.1,07:07.3,00:03.2,,,,Shortening,"""No, I just think it's -- I think it's fat."""
18.Pink.94,07:07.3,07:09.1,00:01.8,,,,Shortening,"""Like a type of fat."""
18.Orange.55,07:09.2,07:22.1,00:12.9,,Proposal,,Ski Poles,"""What about ski poles cause what if like there's someone who knows how to ski really well and we're like we need to get to that place where people are and so maybe like a few people or like just one person goes ahead and gets help."""
18.Orange.56,07:22.5,07:26.8,00:04.3,,,,,"""Cause like maybe babies can't move this fast or like moms maybe someone's pregnant."""
18.Blue.51,07:26.8,07:31.9,00:05.1,,Agreement,,Ski Poles,"""I was thinking like for the ski poles like maybe for like hiking hi-hiking terrain or something."""
18.Pink.95,07:28.5,07:28.9,00:00.5,,Agreement,,,"""Yeah."""
18.Orange.57,07:31.3,07:32.7,00:01.4,,,,Ski Poles,"""But there's only two of them."""
18.Blue.52,07:34.3,07:40.0,00:05.7,,,,Ski Poles,"""Well, you could like one per person kinda like a hiking stick."""
18.Orange.58,07:40.0,07:40.6,00:00.5,,,,,"""Sure."""
18.Pink.96,07:40.5,07:41.4,00:00.8,,,,,"""Yeah."""
18.Orange.59,07:40.9,07:42.4,00:01.6,,Proposal,Private,Ski Poles,"""Yeah, put that as ten."""
18.Pink.97,07:42.9,07:45.0,00:02.2,Positive,Disagreement,Private,Ski Poles,"""It was my last one $."""
18.Blue.53,07:43.3,07:44.4,00:01.2,,,,,"""yeah like [unclear]."""
18.Blue.54,07:44.4,07:47.9,00:03.4,,,,Ski Poles,"""It's not super important but like just to like hike around to terrain maybe."""
18.Pink.98,07:47.9,07:50.0,00:02.1,,Agreement,,,"""No yeah that makes sense yeah."""
18.Pink.99,07:50.1,07:53.2,00:03.1,,Agreement,,,"""Like if -- and plus if someone got injured or something like that."""
18.Blue.55,07:51.9,07:52.4,00:00.5,,,,,"""Yeah."""
18.Pink.100,07:54.3,07:57.7,00:03.4,,,,,"""Um, well yeah we're at ten."""
18.Pink.101,08:01.6,08:03.1,00:01.5,,,,,"""We could --"""
18.Pink.102,08:04.6,08:07.6,00:03.0,,,,Ski Poles,"""Yeah, would you put that as ten then?"""
18.Pink.103,08:07.6,08:10.0,00:02.4,,,,Ski Poles,"""The poles or what-what did you have again?"""
18.Orange.60,08:09.0,08:12.7,00:03.7,,,,,"""I don't think my reasoning is all that justified here."""
18.Pink.104,08:12.9,08:13.9,00:01.0,,,,,"""Which one was yours?"""
18.Orange.61,08:13.9,08:16.4,00:02.5,,,Private,Ski Poles,"""I put the ski poles as ten."""
18.Pink.105,08:14.0,08:16.4,00:02.4,,,Private,Ski Poles,"""You put the -- you put the ski poles."""
18.Pink.106,08:16.4,08:17.4,00:01.0,,,,,"""And you put?"""
18.Blue.56,08:17.6,08:18.4,00:00.8,,,,,"""For the ten?"""
18.Pink.107,08:18.4,08:18.7,00:00.3,,,,,"""Yeah."""
18.Blue.57,08:18.7,08:21.5,00:02.7,,,Private,Shortening,"""I said the can of shortening but I kind of just randomly put that."""
18.Pink.108,08:21.5,08:22.9,00:01.4,,,Private,Shortening,"""Okay yeah, that's my ten as well."""
18.Pink.109,08:23.5,08:25.6,00:02.2,,,,Ski Poles,"""But yeah, I think the ski poles are --"""
18.Pink.110,08:26.6,08:27.7,00:01.1,,Agreement,,Ski Poles,"""I think that's a good idea."""
18.Blue.58,08:29.5,08:30.9,00:01.4,,,,,"""You can hike around."""
18.Pink.111,08:30.6,08:32.0,00:01.5,Positive,,,,"""Yeah $."""
18.Pink.112,08:33.0,08:34.2,00:01.2,,,,,"""Okay, eleven."""
18.Pink.113,08:37.7,08:39.9,00:02.2,,,Private,Pistol,"""Eleven was the pistol for me."""
18.Pink.114,08:39.9,08:41.0,00:01.2,,,,,"""[unclear]"""
18.Orange.62,08:40.3,08:44.4,00:04.1,,,Private,Rope,"""I just put rope at eleven because I was just kind of what is all this."""
18.Pink.115,08:44.2,08:44.7,00:00.6,,,,,"""Yeah."""
18.Orange.63,08:44.4,08:46.7,00:02.2,Negative,,,,"""Cause a few of the words confused me."""
18.Orange.64,08:46.7,08:48.1,00:01.4,,,,,"""So that's the only reason."""
18.Pink.116,08:46.8,08:47.4,00:00.6,,,,,"""Mhm."""
18.Pink.117,08:49.7,08:50.9,00:01.2,,,,,"""What did you have for eleven?"""
18.Blue.59,08:50.9,08:51.7,00:00.8,,,Private,Whiskey,"""I did whiskey."""
18.Pink.118,08:51.7,08:55.2,00:03.5,Positive,,Private,Whiskey,"""$ that was my fourteen."""
18.Orange.65,08:53.6,08:55.6,00:02.0,,,Private,Whiskey,"""I put whiskey as twelve."""
18.Orange.66,08:55.6,08:57.5,00:01.9,,,,Whiskey,"""I don't -- what could we use it for?"""
18.Blue.60,08:58.4,08:58.9,00:00.6,,,,,"""I mean."""
18.Blue.61,08:59.7,09:01.7,00:02.0,,,,Whiskey,"""Could you not use it to start a fire?"""
18.Pink.119,09:01.9,09:03.7,00:01.8,,,,,"""Yeah, you could you could."""
18.Orange.67,09:02.0,09:06.1,00:04.1,,,,,"""Yeah, but we have the -- but the -- oh yeah. """
18.Blue.62,09:16.8,09:18.8,00:02.1,,,,,"""The fire is meh."""
18.Pink.120,09:20.0,09:24.0,00:04.1,,,,Cigarette Lighter,"""We didn't put -- we haven't put down the cigarette lighter without the fluid yet."""
18.Pink.121,09:24.3,09:25.5,00:01.3,,,,,"""I just realized that."""
18.Blue.63,09:25.1,09:29.7,00:04.7,,,,Cigarette Lighter,"""I had that last because it's without fluid right, so."""
18.Pink.122,09:26.7,09:27.3,00:00.5,,,,,"""What?"""
18.Pink.123,09:29.2,09:30.4,00:01.2,,,,Cigarette Lighter,"""We still have the lighter."""
18.Pink.124,09:30.8,09:31.9,00:01.1,,,,Cigarette Lighter,"""Oh wait, it's without fluid."""
18.Pink.125,09:31.9,09:32.5,00:00.6,,,,,"""Never mind."""
18.Blue.64,09:32.0,09:32.6,00:00.6,,,,,"""Yeah."""
18.Pink.126,09:32.5,09:33.3,00:00.9,,,,Cigarette Lighter,"""Then that doesn't work."""
18.Pink.127,09:35.3,09:38.5,00:03.2,Negative,,,Cigarette Lighter,"""Okay yeah yeah that's stupid [unclear]."""
18.Pink.128,09:38.5,09:39.7,00:01.2,,Proposal,,Cigarette Lighter,"""Should we put that as fifteen?"""
18.Blue.65,09:40.1,09:42.0,00:01.9,,Agreement,Private,Cigarette Lighter,"""That's what mine was [unclear]."""
18.Pink.129,09:41.7,09:42.1,00:00.4,,,,,"""Yeah."""
18.Blue.66,09:43.5,09:45.4,00:01.9,,,,Cigarette Lighter,"""I mean unless there was some way to --"""
18.Pink.130,09:46.4,09:48.3,00:01.9,,,,Cigarette Lighter,"""I'm not sure what you'll do with this."""
18.Orange.68,09:47.3,09:54.5,00:07.3,Positive,,,"Cigarette Lighter, Shirt/Pants","""You could use one of the extra shirts to put on a wood stick and then light the fire like [unclear] $."""
18.Pink.131,09:52.8,09:54.9,00:02.1,Positive,,,,"""$"""
18.Orange.69,09:54.5,09:58.1,00:03.6,Positive,,,Cigarette Lighter,"""$ that's why I thought -- that's why I put it high up."""
18.Pink.132,09:59.2,09:59.8,00:00.7,,,,,"""Oh wait."""
18.Pink.133,10:01.9,10:05.9,00:04.0,,,,,"""Um, yeah, final [unclear]."""
18.Pink.134,10:06.4,10:07.4,00:01.0,,,,Cigarette Lighter,"""Let's put that nine."""
18.Pink.135,10:07.4,10:15.6,00:08.2,,,,,"""But for ten or eleven, should we just put [unclear]."""
18.Pink.136,10:22.4,10:24.2,00:01.7,,,,Compress Kit,"""Compress kit."""
18.Pink.137,10:26.0,10:28.8,00:02.8,,,Private,Whiskey,"""You said you had the whiskey?"""
18.Blue.67,10:28.9,10:29.5,00:00.6,,,,,"""Uh, what?"""
18.Pink.138,10:29.5,10:30.7,00:01.2,,,,,"""For eleven."""
18.Blue.68,10:30.4,10:32.2,00:01.9,,,Private,Whiskey,"""Eleven, yeah I had whiskey."""
18.Blue.69,10:32.3,10:33.2,00:00.9,,,,,"""Eleven."""
18.Pink.139,10:34.0,10:37.1,00:03.1,,,,Whiskey,"""I think that that's-that's reasonable."""
18.Blue.70,10:41.4,10:42.4,00:01.0,,,,,"""What we have for ten?"""
18.Blue.71,10:42.4,10:43.4,00:01.0,,,,,"""What did you put for ten?"""
18.Pink.140,10:43.4,10:44.7,00:01.3,,,Private,Shortening,"""It was the can of shortening."""
18.Pink.141,10:47.5,10:50.3,00:02.8,,,,Shortening,"""But I don't think that one's really important."""
18.Orange.70,10:50.0,10:53.3,00:03.3,,,,Air Map,"""Do we have the sectional air map as last then?"""
18.Pink.142,10:55.4,10:56.8,00:01.4,,,,,"""Yeah."""
18.Pink.143,10:59.4,11:03.2,00:03.8,,,,Air Map,"""Where should we rank the sectional air map then?"""
