Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
10.Orange.20,01:26.4,01:28.0,00:01.6,,,,,"""What was my number five?"""
10.Orange.21,01:28.0,01:29.7,00:01.7,,,Private,Pistol,"""Mine was the pistol."""
10.Orange.22,01:30.5,01:31.8,00:01.3,,,,,"""But yeah, that works too."""
10.Pink.22,01:31.6,01:32.5,00:00.8,,,,,"""I mean."""
10.Orange.23,01:32.1,01:36.0,00:04.0,Positive,,,,"""I was just -- I was like okay fire and then the rest, I was kinda like ah I don't know $."""
10.Pink.23,01:35.8,01:38.2,00:02.5,,,,,"""Yeah hunting and such."""
10.Orange.24,01:37.3,01:39.9,00:02.6,,,,,"""Yeah no -- yeah cause well, we should we should get-get food."""
10.Orange.25,01:39.9,01:41.0,00:01.1,,Proposal,,Knife,"""So yeah knife and."""
10.Pink.24,01:41.0,01:42.6,00:01.6,,Proposal,,"Knife, Pistol","""Knife and then the pistol?"""
10.Orange.26,01:43.0,01:44.5,00:01.5,,Agreement,,,"""Yeah sure."""
10.Pink.25,01:43.1,01:43.8,00:00.8,,,,,"""Or?"""
10.Orange.27,01:44.7,01:46.5,00:01.8,,Proposal,,Chocolate Bar,"""And then the chocolate bar."""
10.Pink.26,01:46.3,01:47.5,00:01.2,,Confirmation,,Chocolate Bar,"""Mhm chocolate bar."""
10.Orange.28,01:47.3,01:48.0,00:00.7,Positive,,,,"""$"""
10.Pink.27,01:50.2,01:53.4,00:03.2,,,Private,Whiskey,"""Uh, I had the whiskey last, just as a quick side note."""
10.Orange.29,01:53.4,01:56.9,00:03.5,,,Private,Whiskey,"""Okay yeah mine was like near the last as well."""
10.Pink.28,01:56.8,01:57.7,00:00.8,,,,,"""Okay."""
10.Orange.30,01:57.2,01:59.8,00:02.6,,Proposal,,Whiskey,"""So we can put that as fifteen right away too."""
10.Pink.29,01:59.6,02:00.4,00:00.8,,Agreement,,,"""Fifteen, sure."""
10.Orange.31,02:00.2,02:01.9,00:01.7,,Proposal,,Shortening,"""And shortening?"""
10.Pink.30,02:02.0,02:04.2,00:02.3,,,Private,Shortening,"""Yeah I'm pretty close to the end there."""
10.Orange.32,02:04.3,02:05.3,00:01.1,,,Private,Shortening,"""Yeah me too."""
10.Pink.31,02:05.3,02:06.1,00:00.7,,Proposal,,,"""Fourteen?"""
10.Orange.33,02:06.1,02:06.6,00:00.5,,Agreement,,,"""Yeah."""
10.Pink.32,02:06.8,02:07.3,00:00.5,,,,,"""Okay."""
10.Orange.34,02:07.3,02:09.5,00:02.2,,,,,"""And then what's the -- I don't -- I don't really know what this is."""
10.Pink.33,02:09.4,02:10.2,00:00.8,,,,Compress Kit,"""The compress kit?"""
10.Pink.34,02:10.2,02:15.7,00:05.5,,,,Compress Kit,"""So that's, uh, it's gauze, it's to kind of compress a wound and."""
10.Orange.35,02:10.2,02:10.8,00:00.6,,,,,"""Yeah."""
10.Orange.36,02:12.5,02:13.6,00:01.0,,,,,"""Oh okay."""
10.Orange.37,02:14.9,02:16.3,00:01.4,,,,,"""Oh I see, I see."""
10.Pink.35,02:16.2,02:16.9,00:00.7,,,,,"""Yeah."""
10.Pink.36,02:17.1,02:20.7,00:03.6,,,Private,Compress Kit,"""Uh, I put that as kind of in the middle, seven eight area."""
10.Orange.38,02:20.3,02:21.3,00:01.0,,,,,"""Okay."""
10.Orange.39,02:21.4,02:22.5,00:01.2,,,,,"""Are we injured?"""
10.Pink.37,02:22.7,02:25.8,00:03.1,,,,,"""Uh it's a plane crash, I wouldn't be surprised if somebody was."""
10.Orange.40,02:25.7,02:26.4,00:00.7,,,,,"""Okay."""
10.Pink.38,02:26.7,02:30.3,00:03.6,,,,,"""And I mean hunting as well, I think, uh, yeah."""
10.Orange.41,02:28.7,02:29.3,00:00.6,,,,,"""Mhm."""
10.Pink.39,02:30.6,02:33.3,00:02.7,,,,,"""Uh, what else was there?"""
10.Orange.42,02:35.3,02:37.0,00:01.7,,,,Flashlight,"""Um... flashlight."""
10.Pink.40,02:37.2,02:42.7,00:05.4,,,Private,"Air Map, Compass","""Also had the, uh, the map and the compass at thirteen and -- twelve and thirteen."""
10.Orange.43,02:42.7,02:45.8,00:03.2,,,Private,"Air Map, Compass","""Yeah I had them like near the middle."""
10.Orange.44,02:46.0,02:54.7,00:08.7,,,,,"""I think I was like, okay like once we have like a way to keep warm and stuff then we might want to start looking back, like walking back."""
10.Pink.41,02:52.9,02:54.7,00:01.8,,,,,"""Mm, okay. """
10.Orange.45,02:54.9,02:56.1,00:01.1,,,,,"""That was my reasoning."""
10.Pink.42,02:56.1,02:58.9,00:02.8,,Proposal,,"Air Map, Compass","""Uh, do you think maybe ten and eleven, then?"""
10.Orange.46,02:59.0,02:59.8,00:00.8,,Agreement,,,"""Hm, sure."""
10.Pink.43,03:00.3,03:03.7,00:03.4,,Confirmation,,,"""Uh, I'll just put ten."""
10.Orange.47,03:04.1,03:07.0,00:02.9,,,,Steel Wool,"""And I don't -- what could we do with the ball of steel wool?"""
10.Pink.44,03:07.3,03:08.7,00:01.4,,,,,"""I wasn't fully sure."""
10.Orange.48,03:08.7,03:09.4,00:00.7,Positive,,,,"""Yeah $."""
10.Pink.45,03:10.0,03:11.0,00:01.0,,,,,"""Uh."""
10.Orange.49,03:12.2,03:14.3,00:02.1,,,,Steel Wool,"""I guess those are just middle."""
10.Pink.46,03:14.2,03:19.3,00:05.1,,,Private,Steel Wool,"""Y-yeah, I had -- I have it at fourteen cause I didn't -- I couldn't really think of much."""
10.Orange.50,03:16.3,03:16.9,00:00.6,,,,,"""Okay. """
10.Orange.51,03:19.2,03:20.0,00:00.8,,,,,"""Yeah."""
10.Pink.47,03:20.1,03:22.8,00:02.8,,,,,"""Uh, but we have fourteen so many thirteen then."""
10.Orange.52,03:22.8,03:26.8,00:04.0,,,,"Flashlight, Rope","""Yeah, and then we are left with flashlight and rope."""
10.Pink.48,03:24.8,03:28.1,00:03.3,,,,"Flashlight, Rope","""Thirty feet of rope and batteries and flashlight yeah."""
10.Orange.53,03:28.6,03:29.2,00:00.6,,,,,"""Okay."""
10.Pink.49,03:29.2,03:42.2,00:13.0,,,,Rope,"""It's weird cause I usually think that would be higher up considering it's rope and like light but I, uh, mean we are left with kind of twelve and thirteen so."""
10.Orange.54,03:31.7,03:32.3,00:00.6,,,,,"""Mhm."""
10.Orange.55,03:35.2,03:36.0,00:00.8,,,,,"""Yeah."""
10.Orange.56,03:40.1,03:41.7,00:01.5,Positive,,,,"""$"""
10.Orange.57,03:42.1,03:42.6,00:00.5,,,,,"""Okay."""
10.Pink.50,03:42.5,03:43.4,00:00.9,,,,,"""Just."""
10.Orange.58,03:43.3,03:43.8,00:00.5,,,,,"""Yeah."""
10.Pink.51,03:43.8,03:44.7,00:00.9,,,,,"""Okay."""
10.Pink.52,03:45.2,03:49.8,00:04.6,,,,,"""Twelve, thirteen, there we go."""
10.Orange.59,03:50.2,03:51.7,00:01.5,Positive,,,,"""Sweet."""
