Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
28.Blue.9,00:33.0,00:34.6,00:01.6,,,Private,Steel Wool,"""Mine was like eight."""
28.Orange.10,00:34.3,00:36.3,00:02.0,,,,,"""No, that that does make sense."""
28.Orange.11,00:37.4,00:44.4,00:07.0,,,Private,Chocolate Bar,"""But, uh, the chocolate, that I put as like number five, like pretty close to the top."""
28.Blue.10,00:44.7,00:45.4,00:00.7,Negative,,,,"""Damn."""
28.Pink.4,00:45.5,00:46.6,00:01.1,Positive,,,,"""$"""
28.Orange.12,00:46.6,00:48.8,00:02.2,,,,Chocolate Bar,"""Well, like it's the only source of food that they have on here."""
28.Blue.11,00:48.8,00:50.0,00:01.2,,,,,"""Not necessarily."""
28.Pink.5,00:49.4,00:51.6,00:02.2,,,,Shortening,"""Uh, you have the can of shortening."""
28.Pink.6,00:51.6,00:54.5,00:02.9,Positive,,,,"""$"""
28.Orange.13,00:51.6,00:53.3,00:01.7,,,,Shortening,"""Okay, I wasn't sure what that was."""
28.Blue.12,00:53.3,00:58.3,00:05.0,Positive,,,Pistol,"""Or $ you also have your loaded gun that you could easily shoot something with."""
28.Pink.7,00:58.3,00:58.9,00:00.6,,,,,"""Yeah."""
28.Orange.14,00:58.8,01:00.4,00:01.5,,,,,"""Yeah, okay."""
28.Pink.8,00:59.4,01:00.8,00:01.4,,,,Knife,"""As well as the knife."""
28.Blue.13,01:00.6,01:01.3,00:00.8,,,,,"""Yeah."""
28.Orange.15,01:00.6,01:02.6,00:02.0,,,,,"""Yeah, okay."""
28.Blue.14,01:02.6,01:03.3,00:00.7,,,,,"""I don't know."""
28.Orange.16,01:03.0,01:05.5,00:02.6,,,,,"""So what's the best way to kind of like organize this?"""
28.Blue.15,01:05.5,01:06.8,00:01.3,,,,,"""Yeah, I don't know."""
28.Orange.17,01:06.8,01:08.9,00:02.0,,,,,"""Did you put this down on a clean sheet?"""
28.Blue.16,01:07.0,01:07.6,00:00.7,,,,,"""Okay."""
28.Blue.17,01:09.0,01:09.6,00:00.6,,,,,"""Yeah."""
28.Orange.18,01:09.0,01:09.6,00:00.6,,,,,"""Okay."""
28.Blue.18,01:10.4,01:11.3,00:01.0,,,,,"""Um."""
28.Orange.19,01:11.3,01:12.4,00:01.1,,,,,"""Do you have a pencil?"""
28.Blue.19,01:15.4,01:16.0,00:00.7,,,,,"""Yep."""
28.Blue.20,01:16.8,01:20.8,00:04.0,,,Private,Shortening,"""Alright, um, I put can of shortening as fourteen for me."""
28.Pink.9,01:21.0,01:22.5,00:01.5,,,Private,Shortening,"""I had it down as seven."""
28.Orange.20,01:22.6,01:24.0,00:01.4,,,,Shortening,"""Is that like food?"""
28.Pink.10,01:24.0,01:25.1,00:01.0,,,,,"""Yes it is."""
28.Blue.21,01:24.2,01:25.0,00:00.8,,,,,"""Yeah."""
28.Blue.22,01:25.0,01:27.3,00:02.3,,,,Shortening,"""Like you know what-like, you know like Crisco?"""
28.Blue.23,01:27.3,01:29.1,00:01.8,,,,Shortening,"""That's in your fridge probably at home."""
28.Orange.21,01:29.1,01:31.1,00:02.0,,,,Shortening,"""Nah, okay, anyways, so it's food?"""
28.Blue.24,01:31.1,01:31.8,00:00.7,,,,,"""Yes."""
28.Orange.22,01:31.2,01:31.8,00:00.6,,,,,"""Sure."""
28.Pink.11,01:31.4,01:32.1,00:00.7,,,,,"""Yeah."""
28.Blue.25,01:31.8,01:32.5,00:00.7,,,,,"""Not really."""
28.Blue.26,01:32.5,01:33.8,00:01.3,,,,Shortening,"""Like I wouldn't eat it, but yeah."""
28.Orange.23,01:34.2,01:34.8,00:00.6,,,,,"""Kay."""
28.Pink.12,01:34.9,01:39.6,00:04.7,,,,Shortening,"""It's it's kind of like, um, fat or-or something like that."""
28.Blue.27,01:38.1,01:41.7,00:03.6,,,,Shortening,"""Yeah, it's literally like yeah it's fat in a can."""
28.Orange.24,01:41.8,01:42.4,00:00.6,,,,,"""Kay."""
28.Pink.13,01:42.3,01:43.9,00:01.7,Positive,,,,"""Yeah $."""
28.Orange.25,01:44.1,01:44.9,00:00.8,Positive,,,,"""Cool."""
28.Blue.28,01:44.2,01:46.1,00:01.9,,,Private,Shortening,"""I have it fourteen for me."""
28.Orange.26,01:47.4,01:53.0,00:05.6,,,,Shortening,"""I feel like anything to do with like food or like nutrition or something is should be at the top."""
28.Pink.14,01:52.9,01:53.5,00:00.6,,,,,"""Hm."""
28.Blue.29,01:53.4,01:54.1,00:00.7,,,,,"""Okay."""
28.Orange.27,01:54.4,01:57.1,00:02.8,,,,,"""I don't know cause like it's winter so like --"""
28.Blue.30,01:54.7,01:55.6,00:00.9,,,,,"""So then --"""
28.Orange.28,01:57.1,01:59.2,00:02.1,,,,,"""Just going like I'm going the opposite way now."""
28.Orange.29,01:59.2,02:04.1,00:04.9,,,Private,Shirt/Pants,"""I did number one was an extra shirt and pants for each survivor and then --"""
28.Blue.31,02:02.7,02:03.4,00:00.7,,,,,"""Okay."""
28.Orange.30,02:04.1,02:09.1,00:05.0,,,Private,Newspaper,"""And number two, um, was newspaper for each person."""
28.Pink.15,02:08.3,02:10.0,00:01.6,,,Private,Newspaper,"""I have seven --"""
28.Orange.31,02:09.1,02:14.9,00:05.9,,,,Newspaper,"""Just because newspaper is a good insulator, like you can stuff that in your clothes and it's can it's like --"""
28.Blue.32,02:14.3,02:16.9,00:02.6,Positive,,,,"""$ Okay yeah yeah yeah."""
28.Orange.32,02:15.5,02:16.8,00:01.3,,,,,"""No, it's true."""
28.Orange.33,02:16.8,02:17.8,00:01.1,,,,,"""It is, okay?"""
28.Blue.33,02:17.8,02:18.5,00:00.7,,,,,"""Okay."""
28.Orange.34,02:18.6,02:23.1,00:04.4,,,Private,Compass,"""And, uh, uh, number three was a compass."""
28.Orange.35,02:23.1,02:31.7,00:08.6,,,,,"""Because, uh, they knew that there was a, um, w-what does it say, next eighty miles northwest."""
28.Orange.36,02:31.7,02:34.9,00:03.2,,,,Compass,"""So, compass would be helpful to know where northwest was."""
28.Orange.37,02:35.6,02:39.1,00:03.5,,,,,"""Like it's not number one because you can figure out northwest other ways."""
28.Blue.34,02:38.2,02:39.2,00:01.0,,,,,"""Okay."""
28.Blue.35,02:39.2,02:39.4,00:00.3,,,,,"""Wait --"""
28.Blue.36,02:39.4,02:40.5,00:01.1,,,,,"""Okay, so you have your top three."""
28.Blue.37,02:40.5,02:41.6,00:01.1,,,,,"""What are your top three?"""
28.Pink.16,02:41.7,02:45.3,00:03.7,,,Private,"Compass, Knife, Rope","""Uh, the knife, the compass, and the thirty feet of rope."""
28.Orange.38,02:46.6,02:50.2,00:03.5,,,Private,Rope,"""Yeah, thirty feet of rope was fourth for me, or."""
28.Blue.38,02:50.2,02:52.8,00:02.6,,,Private,Compass,"""Okay, so for me, my number one was a compass."""
28.Blue.39,02:53.2,02:55.7,00:02.4,,,Private,Flashlight,"""Number two was a flashlight with batteries."""
28.Blue.40,02:55.8,02:57.8,00:02.0,,,Private,Rope,"""And number three for thirty feet of rope."""
28.Blue.41,02:57.8,03:00.2,00:02.4,,,Private,Knife,"""And four was a knife."""
28.Blue.42,03:00.6,03:06.1,00:05.4,,Proposal,Private,Compass,"""So, I think we can all agree that a compass should be in top three."""
28.Orange.39,03:04.2,03:06.9,00:02.7,,Agreement,,Compass,"""Compass is top three, yeah."""
28.Pink.17,03:06.1,03:06.6,00:00.6,,Agreement,,,"""Yeah."""
28.Blue.43,03:06.7,03:07.7,00:01.0,,,,,"""Um."""
28.Orange.40,03:08.2,03:11.8,00:03.7,,,,Compass,"""Maybe just put it like behind compass, just do top three or something."""
28.Blue.44,03:11.8,03:13.0,00:01.2,,,,Compass,"""So, compass."""
28.Blue.45,03:14.2,03:28.7,00:14.5,,,Private,Flashlight,"""Um, I said flashlight with batteries because if you guys like like want to like keep moving, I guess when it's night, it'd make -- and even on like dark days in January like we all know like sometimes in like darker evenings it gets dark pretty fast."""
28.Orange.41,03:26.3,03:27.0,00:00.7,,,,,"""Yeah."""
28.Pink.18,03:28.2,03:29.0,00:00.7,,,,,"""Yeah."""
28.Blue.46,03:28.7,03:32.7,00:04.1,,,,,"""So, you guys want to like keep walking during the night?"""
28.Orange.42,03:29.4,03:30.1,00:00.7,,,,,"""Mhm."""
28.Orange.43,03:32.7,03:33.3,00:00.6,,,,,"""Yeah."""
28.Blue.47,03:32.9,03:35.0,00:02.2,,,,,"""You can't really see in the dark."""
28.Orange.44,03:34.9,03:37.2,00:02.3,,Proposal,,Flashlight,"""I say that should definitely be in the top five."""
28.Pink.19,03:37.2,03:37.9,00:00.7,,,,,"""Hm."""
28.Pink.20,03:37.9,03:39.3,00:01.4,,,Private,Flashlight,"""I have it as four."""
28.Blue.48,03:39.3,03:40.1,00:00.8,,,,,"""Okay."""
28.Blue.49,03:40.7,03:44.2,00:03.5,,Proposal,,Knife,"""So then, do we all have like knife in the top five?"""
28.Pink.21,03:44.2,03:44.9,00:00.7,,Agreement,,,"""Yeah."""
28.Orange.45,03:44.4,03:45.0,00:00.6,,,,,"""No."""
28.Blue.50,03:45.0,03:45.5,00:00.5,,,,,"""Oh."""
28.Blue.51,03:45.8,03:46.8,00:01.0,,,,,"""Okay."""
28.Pink.22,03:46.1,03:47.5,00:01.4,Positive,,,,"""$"""
28.Orange.46,03:46.8,03:49.3,00:02.5,,Agreement,,Knife,"""Well like it could be in the top five, yeah."""
28.Blue.52,03:49.3,03:49.9,00:00.7,,,,,"""Okay."""
28.Orange.47,03:49.9,03:50.7,00:00.9,,,Private,Knife,"""I put it as eleven."""
28.Orange.48,03:50.7,03:52.8,00:02.0,,,,Knife,"""But I kinda forgot about it."""
28.Blue.53,03:52.4,03:53.7,00:01.3,Negative,,,,"""This is so stressful."""
28.Pink.23,03:52.5,03:53.4,00:00.9,Positive,,,,"""$"""
28.Orange.49,03:53.2,03:56.5,00:03.3,,,Private,"Knife, Pistol","""I put gun and knife as ten."""
28.Pink.24,03:54.4,03:57.5,00:03.1,,,,Knife,"""Y-you can use a knife for a lot of things."""
28.Orange.50,03:57.1,03:58.8,00:01.7,,,,Knife,"""Yeah I know it's helpful."""
28.Blue.54,03:57.5,03:58.2,00:00.8,,,,,"""Yeah."""
28.Blue.55,03:59.4,04:03.7,00:04.3,,Proposal,,Compass,"""Okay, so, um, I think compass is number one."""
28.Pink.25,04:04.4,04:06.6,00:02.2,,"Proposal, Disagreement",,Knife,"""I think the knife is number one."""
28.Blue.56,04:07.0,04:09.3,00:02.3,,,,Shirt/Pants,"""You think extra clothes is number one?"""
28.Orange.51,04:08.4,04:09.8,00:01.5,,Proposal,,Shirt/Pants,"""Shirt, yeah."""
28.Blue.57,04:09.3,04:14.9,00:05.6,Negative,Disagreement,,Shirt/Pants,"""I don't think an extra wimpy t-shirt and a pair of pants is gonna do do much for you in negative forty-five degree weather."""
28.Orange.52,04:14.5,04:17.1,00:02.6,,Proposal,,Newspaper,"""Okay, then I'd say newspaper is number one."""
28.Blue.58,04:16.9,04:17.9,00:01.0,,,,Newspaper,"""Newspaper."""
28.Orange.53,04:17.6,04:19.7,00:02.1,,,,Newspaper,"""Newspaper, one for person is number one."""
28.Orange.54,04:19.9,04:20.9,00:00.9,,,,,"""A hundred percent."""
28.Pink.26,04:21.1,04:22.4,00:01.3,Positive,,,,"""$"""
28.Orange.55,04:21.9,04:23.2,00:01.2,,,,,"""No, I'm serious."""
28.Blue.59,04:24.6,04:29.1,00:04.5,Positive,,,,"""Uh $ like I could maybe see in like --"""
28.Orange.56,04:27.8,04:29.1,00:01.3,,,,,"""If you talk to homeless people."""
28.Blue.60,04:29.1,04:30.2,00:01.1,,,,,"""Okay okay."""
28.Orange.57,04:29.1,04:32.4,00:03.3,,,,Newspaper,"""Like, newspaper cardboard that's what they use to keep warm."""
28.Blue.61,04:31.2,04:32.5,00:01.3,Positive,,,,"""$"""
28.Orange.58,04:32.4,04:32.9,00:00.4,,,,,"""Trust me."""
28.Orange.59,04:32.9,04:35.0,00:02.1,,,,,"""I'm going to work with homeless people tonight."""
28.Blue.62,04:35.0,04:36.2,00:01.1,,,,,"""Okay okay."""
28.Blue.63,04:36.3,04:37.5,00:01.2,,Disagreement,,Newspaper,"""We'll put it in the top five."""
28.Blue.64,04:37.5,04:38.7,00:01.1,,Disagreement,,Newspaper,"""I don't know if it's number one."""
28.Blue.65,04:38.7,04:39.8,00:01.1,,Disagreement,,Newspaper,"""But we'll put it in the top five."""
28.Orange.60,04:39.8,04:41.2,00:01.4,,,,,"""Thank you."""
28.Orange.61,04:41.2,04:42.0,00:00.8,Positive,,,,"""$"""
28.Blue.66,04:41.7,04:42.8,00:01.0,,,,,"""Uh."""
28.Blue.67,04:46.0,04:48.8,00:02.8,,Proposal,,Rope,"""And the thirty feet of rope I think could be in top five."""
28.Pink.27,04:48.8,04:49.4,00:00.6,,Agreement,,,"""Hm."""
28.Orange.62,04:48.9,04:49.6,00:00.7,,Agreement,,,"""Yeah."""
28.Blue.68,04:51.0,04:53.3,00:02.3,,,,Knife,"""You say no for a knife?"""
28.Orange.63,04:53.3,04:54.6,00:01.3,,,,Knife,"""I say no for a knife."""
28.Orange.64,04:54.6,04:58.4,00:03.7,,Proposal,,Knife,"""I think knife's -- well no, knife can be top five."""
28.Blue.69,04:58.4,05:00.5,00:02.1,,Agreement,,,"""Yeah, okay good, we're on the same."""
28.Orange.65,05:01.3,05:03.2,00:01.9,,,,Knife,"""I just don't think it should be number one."""
28.Orange.66,05:03.3,05:03.9,00:00.6,,,,,"""Yeah."""
28.Blue.70,05:03.6,05:05.4,00:01.7,,,,,"""And then."""
28.Blue.71,05:08.7,05:10.6,00:01.9,,,,,"""What should the fifth thing be in the top number five?"""
28.Blue.72,05:10.7,05:12.6,00:02.0,,,Private,Flashlight,"""I have a n-flashlight."""
28.Orange.67,05:13.6,05:14.9,00:01.3,,,,,"""So, what do we have so far?"""
28.Blue.73,05:14.9,05:17.7,00:02.8,,,,"Compass, Newspaper, Knife, Rope","""We have a compass, newspaper, rope, and a knife."""
28.Pink.28,05:18.5,05:22.2,00:03.7,,Proposal,,Compress Kit,"""What about the compress kit for like [unclear]."""
28.Orange.68,05:22.4,05:24.5,00:02.1,,Disagreement,,,"""It said no one else had serious injuries."""
28.Orange.69,05:27.0,05:27.6,00:00.6,,,,,"""So."""
28.Orange.70,05:27.6,05:29.8,00:02.2,,,,,"""I like it being --"""
28.Pink.29,05:29.0,05:32.8,00:03.8,,,,,"""But further along there could be issues."""
28.Orange.71,05:32.6,05:33.2,00:00.7,,,,,"""Yeah."""
28.Blue.74,05:33.0,05:34.8,00:01.8,Negative,,,,"""Leave them behind."""
28.Blue.75,05:34.8,05:36.0,00:01.2,,,,,"""Um."""
28.Pink.30,05:35.9,05:39.6,00:03.7,"Positive, Negative",,,,"""Oh so cold $."""
28.Blue.76,05:36.0,05:38.4,00:02.4,"Positive, Negative",,,,"""$"""
28.Orange.72,05:37.7,05:40.6,00:02.8,,,,,"""[unclear]"""
28.Blue.77,05:38.4,05:40.6,00:02.2,,,,,"""Um, I don't know."""
28.Blue.78,05:40.6,05:41.7,00:01.1,,,,,"""I feel like that's what I would do."""
28.Blue.79,05:41.7,05:42.5,00:00.8,,,,,"""Anyways."""
28.Blue.80,05:42.6,05:43.7,00:01.1,,,,,"""Um."""
28.Orange.73,05:43.2,05:47.6,00:04.4,,,,Compress Kit,"""You could also use it to like make torches."""
28.Blue.81,05:48.0,05:48.9,00:00.9,,,,,"""Like -- """
28.Orange.74,05:48.6,05:54.3,00:05.7,,,,"Cigarette Lighter, Compress Kit","""Wrap gauze around the stick and then you use the cigarette lighter or just any sort of spark."""
28.Pink.31,05:52.2,05:56.4,00:04.2,,,,Cigarette Lighter,"""The cigarette lighter hasn't doesn't have anything in it, so."""
28.Orange.75,05:55.2,05:56.0,00:00.8,,,,,"""Yeah, I know."""
28.Orange.76,05:56.0,05:57.4,00:01.4,,,,Cigarette Lighter,"""But it still has a spark."""
28.Pink.32,05:57.6,05:58.5,00:00.9,,,,,"""Hm."""
28.Orange.77,05:58.7,05:59.3,00:00.7,,,,,"""So."""
28.Blue.82,05:59.4,06:01.5,00:02.1,,Proposal,,Cigarette Lighter,"""Should we put the cigarette lighter in the top five then?"""
28.Orange.78,06:01.4,06:01.8,00:00.4,,Disagreement,,,"""No."""
28.Blue.83,06:01.8,06:02.3,00:00.5,,,,,"""Why?"""
28.Pink.33,06:01.8,06:02.3,00:00.5,,Disagreement,,,"""No."""
28.Orange.79,06:02.3,06:03.6,00:01.3,,Disagreement,,Cigarette Lighter,"""Because it's without fluid."""
28.Pink.34,06:02.3,06:03.3,00:00.9,,Disagreement,,,"""Cause it's --"""
28.Orange.80,06:03.6,06:05.5,00:01.9,,Disagreement,,,"""And you can make a spark some other way."""
28.Pink.35,06:05.5,06:06.3,00:00.8,,,,,"""Yeah."""
28.Blue.84,06:06.9,06:07.9,00:01.0,,,,,"""How are you going to make a spark?"""
28.Blue.85,06:07.9,06:09.3,00:01.5,,,,,"""Are you going to rub two sticks together?"""
28.Orange.81,06:09.3,06:10.7,00:01.4,Positive,,,,"""$ you could."""
28.Pink.36,06:09.5,06:13.5,00:04.0,,,,Knife,"""Uh, you can use the knife off of a rock."""
28.Blue.86,06:10.1,06:11.7,00:01.6,Positive,,,,"""$"""
28.Orange.82,06:11.4,06:12.4,00:01.0,,,,,"""Two rocks."""
28.Blue.87,06:13.7,06:14.7,00:01.0,,,,,"""Okay."""
28.Orange.83,06:14.4,06:16.9,00:02.5,,,,Knife,"""I don't know, mine my knife has flint on it."""
28.Pink.37,06:16.9,06:18.7,00:01.8,Positive,,,,"""$"""
28.Blue.88,06:17.0,06:19.2,00:02.2,"Positive, Negative",,,,"""Oh, yeah, you're pretty cool."""
28.Orange.84,06:18.0,06:20.2,00:02.2,Negative,,,,"""I just -- sorry I just kind of assumed."""
28.Blue.89,06:20.3,06:21.9,00:01.6,,,,,"""Um, okay."""
28.Blue.90,06:24.4,06:29.3,00:04.9,,,,"Compass, Newspaper, Knife, Rope","""So, out of these four that we have so far, which one should be number one: compass, newspaper, rope, or knife?"""
28.Orange.85,06:29.3,06:30.1,00:00.7,,Proposal,,Newspaper,"""Newspaper."""
28.Blue.91,06:30.1,06:31.3,00:01.1,,Proposal,,Compass,"""I say compass."""
28.Pink.38,06:31.1,06:32.4,00:01.4,,Agreement,,Compass,"""I say compass as well."""
28.Orange.86,06:31.8,06:33.2,00:01.4,,Agreement,,Compass,"""Okay, compass, compass."""
28.Blue.92,06:32.7,06:33.3,00:00.7,,,,,"""Okay."""
28.Orange.87,06:33.2,06:34.2,00:01.0,,Proposal,,Newspaper,"""Newspaper number two."""
28.Orange.88,06:34.4,06:35.5,00:01.1,,,,Newspaper,"""I can do that."""
28.Blue.93,06:37.3,06:38.3,00:00.9,,,,,"""What do you think?"""
28.Orange.89,06:37.6,06:40.7,00:03.0,,,,,"""It's minus -- kay minus forty degrees."""
28.Blue.94,06:38.3,06:39.4,00:01.1,Positive,,,,"""$"""
28.Blue.95,06:40.5,06:43.4,00:02.9,,Disagreement,,,"""Okay, it might be -- kay, negative forty degrees."""
28.Orange.90,06:40.7,06:41.7,00:01.0,,,,,"""Did I read that?"""
28.Orange.91,06:42.1,06:43.4,00:01.3,,,,,"""Twenty-five degrees."""
28.Blue.96,06:43.4,06:46.4,00:03.0,,Disagreement,,Newspaper,"""I don't think a newspaper, a single newspaper, is going to do much."""
28.Orange.92,06:46.0,06:46.9,00:00.8,,,,,"""Per person."""
28.Blue.97,06:46.6,06:47.8,00:01.2,,Disagreement,,,"""Yes, per person."""
28.Orange.93,06:47.5,06:48.3,00:00.8,,,,,"""Yeah."""
28.Blue.98,06:48.0,06:49.8,00:01.7,,Disagreement,,Newspaper,"""I don't think it's going to do much for you."""
28.Orange.94,06:48.5,06:50.7,00:02.2,,,,Newspaper,"""You know how much papers are in a newspaper?"""
28.Blue.99,06:50.3,06:51.7,00:01.4,,,,Newspaper,"""Oh, it depends what paper you get."""
28.Orange.95,06:51.7,06:53.5,00:01.8,,,,,"""Do do do do do do do do do do do."""
28.Orange.96,06:53.5,06:55.4,00:01.9,,,,,"""Like you can do that probably like twenty-four times."""
28.Orange.97,06:55.4,06:57.7,00:02.3,,,,Newspaper,"""You could like fill up your pants and your shirt."""
28.Blue.100,06:58.2,06:59.4,00:01.2,,,,Newspaper,"""I feel like you can fill up your shirt."""
28.Blue.101,06:59.4,07:00.6,00:01.3,,,,,"""I don't know about your pants."""
28.Pink.39,07:01.7,07:05.2,00:03.5,,,,,"""The shirt probably, the pants might take more."""
28.Orange.98,07:03.5,07:05.6,00:02.1,,,,Newspaper,"""But it would be helpful."""
28.Blue.102,07:05.6,07:07.4,00:01.8,,,,Newspaper,"""Like I don't think it would be that helpful though."""
28.Pink.40,07:08.2,07:12.6,00:04.3,,,,Newspaper,"""Hm, depending on how you, uh, like fold it up and stuff."""
28.Orange.99,07:10.2,07:10.9,00:00.8,,,,,"""Try it."""
28.Blue.103,07:10.9,07:16.1,00:05.2,,,,Shirt/Pants,"""Like that's kind of like -- your thing was the insulation is how I feel about the extra clothes."""
28.Orange.100,07:12.1,07:13.6,00:01.5,,,,,"""That's what your --"""
28.Pink.41,07:14.7,07:22.0,00:07.3,,,,Newspaper,"""And and you can also use the newspaper in like a very emergency situation for kindling."""
28.Orange.101,07:22.0,07:22.4,00:00.5,,,,,"""Mhm."""
28.Blue.104,07:22.5,07:23.0,00:00.5,,,,,"""So."""
28.Orange.102,07:22.7,07:28.4,00:05.7,,,,Shirt/Pants,"""And like the extra shirt and pants like you can use that to start a fire too if you rip it up."""
28.Orange.103,07:28.4,07:29.1,00:00.7,,,,,"""I don't know."""
28.Blue.105,07:29.5,07:30.0,00:00.5,,,,,"""I don't know."""
28.Orange.104,07:29.8,07:30.2,00:00.4,,,,,"""So."""
28.Blue.106,07:30.0,07:32.5,00:02.6,,Proposal,,Newspaper,"""I would put newspaper at like three maybe four."""
28.Orange.105,07:32.9,07:34.9,00:02.0,,,,,"""Kay, then what do you want to put as two?"""
28.Blue.107,07:35.3,07:39.5,00:04.2,,,,"Knife, Rope","""I feel like the thirty feet of rope or a knife would be more useful."""
28.Orange.106,07:40.0,07:40.7,00:00.7,,,,,"""Okay."""
28.Orange.107,07:41.5,07:43.8,00:02.3,,Proposal,,Rope,"""Yeah, let's do thirty feet of rope."""
28.Blue.108,07:43.9,07:44.5,00:00.7,,Agreement,,,"""Two?"""
28.Orange.108,07:44.6,07:45.1,00:00.5,,,,,"""Yeah."""
28.Blue.109,07:45.0,07:45.6,00:00.6,,Agreement,,,"""Kay."""
28.Blue.110,07:48.7,07:50.0,00:01.3,,,,"Knife, Newspaper","""So then what's more important?"""
28.Blue.111,07:50.0,07:52.2,00:02.2,,,,"Knife, Newspaper","""A knife or newspaper?"""
28.Pink.42,07:53.1,07:54.7,00:01.6,,,,,"""Uh %."""
28.Orange.109,07:54.5,07:55.3,00:00.8,,Proposal,,Knife,"""Knife."""
28.Blue.112,07:55.5,07:56.5,00:01.0,,Proposal,,Knife,"""I think a knife."""
28.Orange.110,07:56.5,07:57.1,00:00.6,,Agreement,,,"""Yeah."""
28.Orange.111,07:57.1,07:58.5,00:01.4,,Proposal,,Newspaper,"""And then newspaper after that."""
28.Blue.113,07:58.5,07:59.3,00:00.8,,Agreement,,,"""Yep."""
28.Orange.112,08:00.1,08:02.9,00:02.8,,,,,"""And then like some sort of food probably."""
28.Orange.113,08:03.2,08:05.5,00:02.4,,,,,"""Cause if they're going eighty miles in the snow."""
28.Blue.114,08:06.3,08:07.8,00:01.5,,,,,"""What was your number five?"""
28.Pink.43,08:07.9,08:11.8,00:03.9,Positive,,Private,Compress Kit,"""My number five was the compress ki -- kit $ blah."""
28.Blue.115,08:09.7,08:10.9,00:01.2,Positive,,,,"""$"""
28.Blue.116,08:10.9,08:11.8,00:00.9,,,,,"""Yours?"""
28.Orange.114,08:12.6,08:14.8,00:02.1,,,Private,Chocolate Bar,"""My number five was the family-sized chocolate bar."""
28.Blue.117,08:13.2,08:13.9,00:00.7,,,,,"""Yeah."""
28.Blue.118,08:14.4,08:18.8,00:04.4,,,Private,Shirt/Pants,"""Kay, mine was the extra shirt and pants for each survivor."""
28.Orange.115,08:18.8,08:24.5,00:05.7,,Proposal,,"Chocolate Bar, Shirt/Pants","""Kay, I feel like extra shirt and pants could be five and then family-sized chocolate bar could be six."""
28.Blue.119,08:25.7,08:26.3,00:00.6,,Agreement,,,"""Sure."""
28.Pink.44,08:26.0,08:26.6,00:00.5,,Agreement,,,"""Yeah."""
28.Orange.116,08:27.0,08:27.6,00:00.5,,,,,"""Yeah."""
28.Orange.117,08:27.9,08:29.8,00:01.9,,,,,"""How much time do you think we got?"""
28.Orange.118,08:29.8,08:30.9,00:01.1,,,,,"""Like ten minutes?"""
28.Pink.45,08:31.1,08:33.0,00:01.9,Positive,,,,"""$"""
28.Orange.119,08:31.1,08:34.3,00:03.2,Positive,,,,"""$ [unclear]"""
28.Blue.120,08:31.5,08:34.0,00:02.5,Positive,,,,"""$ [unclear]"""
28.Blue.121,08:34.0,08:36.6,00:02.7,Negative,,,Chocolate Bar,"""Uh, where's the stupid chocolate bar?"""
28.Pink.46,08:36.8,08:38.5,00:01.7,,,,,"""It's, uh, front --"""
28.Blue.122,08:37.8,08:39.4,00:01.6,,,,Chocolate Bar,"""Oh, yeah, we put that fifteen."""
28.Pink.47,08:39.3,08:41.2,00:01.9,Positive,,,,"""$"""
28.Blue.123,08:39.4,08:40.0,00:00.6,,,,,"""Whoops."""
28.Blue.124,08:40.2,08:41.4,00:01.3,,,,Chocolate Bar,"""Change it to six."""
28.Blue.125,08:41.4,08:43.7,00:02.2,,,,,"""Okay, what was your seven and eight?"""
