Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
24.Blue.40,02:16.7,02:17.2,00:00.5,,,,,"""Yeah"""
24.Orange.39,02:17.2,02:18.6,00:01.3,,,,,"""Okay okay"""
24.Blue.41,02:18.0,02:18.9,00:00.9,Positive,,,,"""Food food is good"""
24.Blue.42,02:18.9,02:19.5,00:00.6,,,,,"""Um"""
24.Pink.21,02:19.0,02:20.6,00:01.6,,Proposal,,Shortening,"""So theres like a can of shortening"""
24.Pink.22,02:20.6,02:23.0,00:02.4,,,,,"""Which is just simply fat basically"""
24.Blue.43,02:22.3,02:25.2,00:02.9,,,Private,Shortening,"""I I I put that down as th as number three"""
24.Blue.44,02:25.2,02:26.8,00:01.6,,,,Shortening,"""Because you can its flammable"""
24.Pink.23,02:26.6,02:28.2,00:01.5,,,,,"""Oh it is"""
24.Blue.45,02:27.0,02:29.0,00:02.1,,,,Shortening,"""So you like let it burn like a candle"""
24.Orange.40,02:27.1,02:28.9,00:01.8,,,,,"""Oh yeah"""
24.Pink.24,02:29.1,02:30.3,00:01.2,,,,,"""Okay I did not know that"""
24.Pink.25,02:30.3,02:32.3,00:02.0,,,,Shortening,"""That that sounds pretty important"""
24.Blue.46,02:30.7,02:31.6,00:00.9,,,,,"""Yeah pretty """
24.Orange.41,02:30.9,02:31.6,00:00.7,Positive,,,,"""Smart"""
24.Orange.42,02:31.6,02:33.2,00:01.6,Positive,,,,"""Okay $"""
24.Blue.47,02:32.9,02:33.6,00:00.8,Positive,,,,"""$"""
24.Pink.26,02:33.3,02:35.5,00:02.2,,,,,"""[unclear]"""
24.Orange.43,02:34.2,02:37.6,00:03.4,Positive,,,Whiskey,"""But then whiskey is also flammable $"""
24.Pink.27,02:35.6,02:37.3,00:01.8,Positive,,,Whiskey,"""Yeah thats what I was thinking"""
24.Blue.48,02:36.2,02:38.9,00:02.6,,,,"Shortening, Whiskey","""But then I think the shortening would be slower burning"""
24.Pink.28,02:40.2,02:43.3,00:03.2,,,,Shortening,"""But would you use it as food or as something to burn"""
24.Orange.44,02:42.3,02:42.9,00:00.6,,,,,"""Yeah"""
24.Orange.45,02:42.9,02:44.4,00:01.5,"Positive, Negative",,,Chocolate Bar,"""Cause you only have a chocolate bar"""
24.Blue.49,02:43.1,02:49.4,00:06.3,,,,Shortening,"""I would I would I would use it I would use it as um as like a flame"""
24.Pink.29,02:43.5,02:46.3,00:02.8,"Positive, Negative",,,,"""[unclear]"""
24.Orange.46,02:44.4,02:46.4,00:02.0,"Positive, Negative",,,Chocolate Bar,"""Everyone out here only has one chocolate bar"""
24.Blue.50,02:49.4,02:54.8,00:05.4,,,,,"""And then try and hunt for food or forage for like """
24.Pink.30,02:54.0,02:56.1,00:02.2,Positive,,,,"""$"""
24.Orange.47,02:54.4,02:55.6,00:01.2,Positive,,,,"""$"""
24.Blue.51,02:55.1,02:58.1,00:03.0,Positive,,,,"""This is so fun actually I love this idea $"""
24.Orange.48,02:57.0,02:58.1,00:01.0,Positive,,,,"""$"""
24.Orange.49,02:58.1,03:07.5,00:09.4,,,,Whiskey,"""Im just like I dont know the whiskey not really gonna really help you unless you get bitten by something and youre like oh ouch take a shot because I dont want to feel it"""
24.Blue.52,02:59.1,02:59.6,00:00.5,,,,,"""Hm"""
24.Blue.53,03:07.4,03:08.0,00:00.6,,,,,"""Yeah"""
24.Orange.50,03:07.8,03:18.8,00:11.0,,"Proposal, Disagreement",,"Shortening, Whiskey","""So Im thinking like maybe the whiskey would be like more important than the shortening because then the shortening you can like eat it like use for nutrition I mean not nutrition but like so you dont starve to death"""
24.Blue.54,03:12.4,03:13.2,00:00.8,,,,,"""There you go"""
24.Blue.55,03:18.6,03:19.1,00:00.5,,,,,"""Okay"""
24.Pink.31,03:19.1,03:25.8,00:06.7,,,,,"""Im just thinking though like what are we trying get saved are we just trying to survive until we get saved or are we trying to go to the town"""
24.Blue.56,03:22.7,03:24.0,00:01.3,,,,,"""You youre """
24.Blue.57,03:25.8,03:27.2,00:01.4,,,,,"""I think were trying to survive"""
24.Orange.51,03:27.1,03:28.2,00:01.1,,,,,"""Survival yeah"""
24.Blue.58,03:27.9,03:29.3,00:01.4,,,,,"""And then kind of go from there"""
24.Blue.59,03:29.3,03:32.6,00:03.3,,,,Compass,"""So then like uh theres a compass involved so then later like once weve """
24.Pink.32,03:32.1,03:33.8,00:01.7,Negative,,,,"""But were running out of food here"""
24.Blue.60,03:33.6,03:34.0,00:00.4,,,,,"""I know"""
24.Pink.33,03:33.9,03:35.5,00:01.6,"Positive, Negative",,,,"""$"""
24.Blue.61,03:34.0,03:36.5,00:02.5,,,,,"""Yeah so yeah you gotta survive like a little while"""
24.Orange.52,03:36.5,03:37.0,00:00.6,,,,,"""Yeah"""
24.Blue.62,03:36.5,03:40.6,00:04.1,,,,,"""And then I guess like the next day or whenever you can start making your way"""
24.Blue.63,03:41.0,03:45.6,00:04.6,,,,,"""But you can also bring some of this stuff with you too if you can carry it $"""
24.Blue.64,03:46.3,03:46.8,00:00.6,,,,,"""But yeah"""
24.Orange.53,03:46.8,03:47.7,00:00.9,,,,,"""Thats true"""
24.Orange.54,03:47.9,03:48.9,00:01.0,,,,,"""I dont know"""
24.Orange.55,03:48.9,03:52.3,00:03.4,,,,,"""Are what do you think should be number um three"""
24.Blue.65,03:49.1,03:49.7,00:00.5,,,,,"""Hm"""
24.Blue.66,03:52.1,03:52.8,00:00.7,,,,,"""Number three"""
24.Orange.56,03:52.7,03:56.4,00:03.7,Positive,,,"Shortening, Whiskey","""Were I guess were in the betweens of shortening and whiskey $"""
24.Pink.34,03:52.8,03:53.6,00:00.8,,,,,"""Three"""
24.Pink.35,03:55.2,03:56.5,00:01.3,Positive,,,,"""$"""
24.Blue.67,03:56.1,03:57.4,00:01.3,Positive,,,,"""Im Im good with either"""
24.Orange.57,03:57.0,03:57.9,00:00.9,Positive,,,,"""$"""
24.Pink.36,03:58.8,04:02.3,00:03.5,,Proposal,,Shortening,"""Um Im thinking shortening cause you can eat it too"""
24.Orange.58,04:02.4,04:02.9,00:00.5,,Agreement,,,"""Okay"""
24.Pink.37,04:02.5,04:04.2,00:01.7,,,,Shortening,"""And if and it burns"""
24.Orange.59,04:02.9,04:04.6,00:01.7,,Agreement,,Shortening,"""So well do like half and half"""
24.Blue.68,04:03.7,04:04.3,00:00.6,,Agreement,,,"""Mhm"""
24.Pink.38,04:04.4,04:05.1,00:00.7,,,,,"""Yeah"""
24.Orange.60,04:04.6,04:05.5,00:00.8,,Agreement,,,"""Okay"""
24.Blue.69,04:05.7,04:06.3,00:00.6,Positive,,,,"""Sweet"""
24.Pink.39,04:06.3,04:09.9,00:03.6,,,,,"""Get to decide do we uh eat today or yeah"""
24.Blue.70,04:09.0,04:10.8,00:01.8,,,,,"""Or do you have warmth"""
24.Orange.61,04:09.5,04:10.9,00:01.4,Positive,,,,"""$"""
24.Blue.71,04:10.8,04:12.2,00:01.4,Positive,,,,"""Yeah thats a good call"""
24.Orange.62,04:12.2,04:14.1,00:01.9,,,,,"""Okay number four"""
24.Blue.72,04:14.2,04:15.1,00:00.9,,,,,"""Hm"""
24.Pink.40,04:16.3,04:17.9,00:01.6,,,,,"""So are we trying uh """
24.Pink.41,04:17.9,04:20.3,00:02.4,,,,,"""Cause now Im thinking we have survived the first day"""
24.Orange.63,04:18.2,04:19.2,00:01.0,Positive,,,,"""$"""
24.Blue.73,04:20.3,04:21.0,00:00.6,,,,,"""Yeah"""
24.Pink.42,04:20.3,04:22.1,00:01.8,,,,,"""Are we trying to make our way to the village now"""
24.Pink.43,04:22.1,04:23.9,00:01.8,,,,Compass,"""Cause I feel like we will probably need a compass"""
24.Orange.64,04:22.4,04:23.5,00:01.1,,,,,"""Wait is this first day"""
24.Orange.65,04:23.5,04:25.4,00:01.9,,,,,"""Like th are we already finished first day"""
24.Blue.74,04:24.4,04:24.9,00:00.5,,,,,"""Yeah"""
24.Pink.44,04:25.2,04:27.3,00:02.1,Positive,,,,"""Im Im not sure $"""
24.Orange.66,04:25.5,04:26.5,00:01.0,,,,,"""Are we saying that $"""
24.Blue.75,04:26.3,04:29.8,00:03.5,,,,,"""I think its all kind of like yeah uh wed see how it would go"""
24.Pink.45,04:27.9,04:29.5,00:01.5,,,,,"""Is a comp """
24.Blue.76,04:29.8,04:31.0,00:01.2,,,,,"""But um"""
24.Pink.46,04:30.3,04:34.1,00:03.7,,Proposal,,Compass,"""I feel like compass is pretty important if youre trying to find your way"""
24.Orange.67,04:32.3,04:34.0,00:01.7,,Agreement,,,"""I was yeah I was going to say"""
24.Orange.68,04:34.0,04:35.7,00:01.7,,Agreement,,Compass,"""Compass is pretty important"""
24.Blue.77,04:34.4,04:34.9,00:00.6,,,,,"""Okay"""
24.Orange.69,04:35.7,04:36.7,00:01.0,,,,,"""Um"""
24.Blue.78,04:36.7,04:37.1,00:00.4,,Disagreement,,,"""But you cant """
24.Blue.79,04:37.1,04:38.4,00:01.3,,Disagreement,,,"""Like how many how far away was it"""
24.Blue.80,04:38.4,04:40.7,00:02.3,,Disagreement,,,"""It was like fifty kilometers"""
24.Blue.81,04:40.7,04:41.7,00:01.0,,,,,"""Where am I looking"""
24.Pink.47,04:41.7,04:43.3,00:01.6,,,,,"""I think eighty miles"""
24.Blue.82,04:44.1,04:45.5,00:01.3,,,,,"""Is it eighty miles for sure"""
24.Blue.83,04:46.8,04:47.9,00:01.1,,,,,"""Um"""
24.Pink.48,04:49.5,04:53.3,00:03.8,,,,,"""Its the third um point in the last bit of the sentence"""
24.Blue.84,04:53.4,04:54.4,00:01.0,,,,,"""Eighty miles yeah"""
24.Blue.85,04:54.4,04:58.5,00:04.1,,Disagreement,,,"""So eighty miles is like like you cant you cant do that in a day $"""
24.Pink.49,04:56.6,04:58.1,00:01.4,,,,,"""You cant do"""
24.Pink.50,04:58.1,04:59.1,00:00.9,,,,,"""Oh"""
24.Blue.86,04:58.5,05:00.8,00:02.3,,Disagreement,,,"""Thats like a hundred fifty kilometers probably"""
24.Orange.70,05:00.9,05:01.7,00:00.8,Negative,,,,"""Shoot"""
24.Blue.87,05:01.4,05:06.2,00:04.8,,Disagreement,,,"""Um so that would take like probably two to three days like constant"""
24.Blue.88,05:06.7,05:07.5,00:00.8,,,,,"""Or maybe two days"""
24.Blue.89,05:07.5,05:08.1,00:00.6,,,,,"""I dont know"""
24.Orange.71,05:08.0,05:08.8,00:00.8,,,,,"""Thats true"""
24.Blue.90,05:08.1,05:13.1,00:05.0,,Disagreement,,Compass,"""So what Im thinking is like the compass would be helpful I guess if you want to start working i in that direction"""
24.Orange.72,05:12.4,05:12.9,00:00.6,,,,,"""Yeah"""
24.Blue.91,05:13.1,05:14.8,00:01.7,,,,,"""So yeah"""
24.Orange.73,05:13.6,05:14.5,00:00.8,,,,,"""Mhm"""
24.Orange.74,05:15.0,05:19.1,00:04.1,,,,,"""Well yeah I mean you cant just stay in the same spot forever"""
24.Orange.75,05:19.1,05:22.5,00:03.4,,,,,"""So I guess you kinda gotta get moving"""
24.Blue.92,05:19.3,05:20.0,00:00.7,,,,,"""Mhm"""
24.Blue.93,05:20.6,05:21.3,00:00.7,,,,,"""Yeah"""
24.Blue.94,05:21.4,05:22.6,00:01.1,,,,,"""Thats not a bad point"""
24.Pink.51,05:22.6,05:25.0,00:02.4,,,,,"""Or if you build a fire you can make a smoke signal"""
24.Pink.52,05:25.0,05:27.7,00:02.7,,,,,"""Cause m theyre going to know that you didnt arrive at the airport"""
24.Blue.95,05:26.3,05:27.1,00:00.9,,,,,"""[unclear]"""
24.Orange.76,05:26.6,05:28.9,00:02.3,,,,,"""But thats thats what we were already doing right"""
24.Pink.53,05:28.3,05:29.2,00:00.9,,,,,"""Yeah"""
24.Orange.77,05:29.1,05:31.0,00:01.8,,,,,"""Wait is that what we were doing"""
24.Pink.54,05:29.8,05:32.1,00:02.3,,,,,"""So are we making like fire each night"""
24.Orange.78,05:31.7,05:33.7,00:02.0,Positive,,,,"""Oh yeah wait what"""
24.Pink.55,05:32.5,05:36.3,00:03.8,Positive,,,,"""[unclear] $"""
24.Blue.96,05:33.2,05:34.7,00:01.5,,,,,"""Well yeah"""
24.Orange.79,05:33.7,05:35.8,00:02.1,"Positive, Negative",,,,"""Now Im confused $"""
24.Blue.97,05:35.2,05:37.9,00:02.7,,,,,"""I think youre gonna have to make a fire each night because you wanna stay warm"""
24.Pink.56,05:37.6,05:39.2,00:01.6,,,,,"""Yeah"""
24.Blue.98,05:37.9,05:40.2,00:02.3,,Agreement,,Compass,"""So uh k we can put down compass as number four"""
24.Orange.80,05:40.2,05:44.5,00:04.3,,Disagreement,,Compass,"""No I think we should put compass as later because thatll be like last resort"""
24.Blue.99,05:42.0,05:42.5,00:00.5,,,,,"""Later"""
24.Blue.100,05:42.5,05:43.4,00:00.9,,,,,"""That could mean """
24.Orange.81,05:44.5,05:49.2,00:04.7,,,,,"""Thats like the s fires not working out like we need to go and like [unclear]"""
24.Blue.101,05:44.7,05:45.2,00:00.5,,,,,"""Okay"""
24.Blue.102,05:46.8,05:47.3,00:00.5,,,,,"""Yep"""
24.Blue.103,05:47.8,05:51.0,00:03.2,,Proposal,,Knife,"""Uh a really useful tool for making fires is actually a knife"""
24.Pink.57,05:48.1,05:49.8,00:01.6,,,,,"""[unclear]"""
24.Blue.104,05:51.0,05:55.6,00:04.6,,,,Knife,"""So you can like carve off some bark and like smaller pieces of wood to continue to make fire"""
24.Pink.58,05:53.5,05:55.3,00:01.8,,Agreement,,,"""Yeah true"""
24.Orange.82,05:53.9,05:55.3,00:01.4,,Agreement,,,"""Okay"""
24.Orange.83,05:55.4,05:56.6,00:01.3,,,,,"""So Ill put """
24.Blue.105,05:55.6,05:59.3,00:03.7,,,,Knife,"""And you can also like kill animals with knives defend yourself"""
24.Pink.59,05:58.2,05:58.9,00:00.8,,,,,"""Eat"""
24.Pink.60,05:59.2,06:01.5,00:02.3,,Agreement,,,"""Yeah"""
24.Orange.84,05:59.8,06:01.9,00:02.1,,Confirmation,,Knife,"""Ill put knife as four"""
24.Blue.106,05:59.9,06:00.7,00:00.8,,,,,"""Um"""
24.Blue.107,06:03.2,06:04.0,00:00.7,,,,,"""But """
24.Orange.85,06:03.3,06:04.8,00:01.5,,,,,"""Or but theres also """
24.Orange.86,06:04.8,06:06.6,00:01.8,,Confirmation,,Knife,"""Yeah okay yeah knife is four"""
24.Orange.87,06:08.3,06:09.6,00:01.3,,,,,"""Um"""
24.Orange.88,06:12.3,06:13.9,00:01.6,,,,,"""So like """
24.Blue.108,06:13.5,06:14.7,00:01.2,,,,,"""Number five"""
24.Pink.61,06:13.7,06:15.4,00:01.8,,,,,"""Oh its the middle of winter"""
24.Pink.62,06:15.4,06:17.8,00:02.4,,,,,"""Everything could be wet like the wood"""
24.Blue.109,06:17.7,06:19.4,00:01.7,,,,,"""Yeah I mean I not necessarily"""
24.Pink.63,06:17.8,06:19.0,00:01.2,,,,,"""Gonna be hard"""
24.Blue.110,06:19.4,06:20.6,00:01.2,,,,,"""It could be just dry"""
24.Pink.64,06:19.4,06:20.2,00:00.8,,,,,"""No"""
24.Pink.65,06:20.6,06:21.1,00:00.5,,,,,"""Dry"""
24.Blue.111,06:21.1,06:26.0,00:04.9,,,,,"""I mean if there is snow around like the the bottom stuff would be a little bit wet"""
24.Pink.66,06:21.3,06:22.1,00:00.8,,,,,"""Okay"""
24.Orange.89,06:25.0,06:26.2,00:01.2,,,,,"""Yeah"""
24.Orange.90,06:26.2,06:30.4,00:04.2,Negative,,,,"""So Im thinking you might be like cold"""
24.Blue.112,06:26.6,06:28.4,00:01.8,,,,,"""A lot of branches uh"""
24.Orange.91,06:30.4,06:38.5,00:08.2,Negative,,,,"""Because by this time youre like trying to get your life together and its not working out and so"""
24.Blue.113,06:30.9,06:31.6,00:00.8,,,,,"""$"""
24.Blue.114,06:33.2,06:34.0,00:00.8,,,,,"""Mhm"""
24.Blue.115,06:36.6,06:37.4,00:00.7,,,,,"""Mhm"""
24.Orange.92,06:38.5,06:48.4,00:09.9,,Proposal,,"Chocolate Bar, Shirt/Pants","""Like Im thinking like we can either have the chocolate bar $ or change into the extra shirt and pants"""
24.Pink.67,06:43.9,06:44.8,00:00.9,,,,,"""$"""
24.Blue.116,06:45.0,06:45.7,00:00.8,,,,,"""Mhm"""
24.Orange.93,06:48.4,06:51.5,00:03.1,Negative,,,,"""Because youre pretty cold"""
24.Blue.117,06:48.4,06:49.3,00:00.9,Positive,Agreement,,,"""Thats a good one"""
24.Blue.118,06:51.0,06:51.9,00:00.9,,Agreement,,Shirt/Pants,"""Im all for that"""
24.Orange.94,06:52.3,06:53.7,00:01.4,,Confirmation,,Shirt/Pants,"""The extra shirt and pants"""
24.Blue.119,06:53.2,06:53.7,00:00.5,,Agreement,,,"""Yeah"""
24.Pink.68,06:53.8,06:55.7,00:01.9,,Agreement,,,"""Yes I get very cold at night"""
24.Pink.69,06:55.7,06:57.2,00:01.5,Negative,,,,"""Im a very cold person"""
24.Blue.120,06:55.9,06:57.8,00:01.9,Positive,,,,"""$"""
24.Blue.121,06:58.6,06:59.8,00:01.2,,,,,"""So that was number five"""
24.Pink.70,06:59.9,07:02.3,00:02.4,,,,Air Map,"""What would we use a sectional air map"""
24.Orange.95,06:59.9,07:00.7,00:00.8,,,,,"""Yeah"""
24.Orange.96,07:02.2,07:04.3,00:02.1,,,,,"""Yeah I have to say like I dont know"""
24.Pink.71,07:02.3,07:06.1,00:03.9,,,,,"""I dont know how that works to be honest"""
24.Blue.122,07:05.8,07:07.2,00:01.5,,,,,"""What what was it what"""
24.Pink.72,07:07.2,07:09.8,00:02.6,,,,Air Map,"""A sectional air map made of plastic"""
24.Blue.123,07:09.2,07:11.7,00:02.5,,,,,"""Yeah I dont know what the point of that would be"""
24.Blue.124,07:11.7,07:12.7,00:01.0,,,,,"""I mean"""
24.Pink.73,07:11.8,07:13.3,00:01.5,,,,,"""I dont even know what it is"""
24.Blue.125,07:12.7,07:14.4,00:01.7,,,,"Air Map, Compass","""It it that would be useful with the compass"""
24.Blue.126,07:14.4,07:16.2,00:01.8,,,,,"""Like later on if you cant find your way"""
24.Pink.74,07:14.6,07:15.8,00:01.1,,,,,"""Oh yeah"""
24.Orange.97,07:16.4,07:19.3,00:02.9,,,,,"""Okay thats floated off the island itll be like last"""
24.Blue.127,07:16.9,07:17.6,00:00.7,,,,,"""Um"""
24.Blue.128,07:19.3,07:19.8,00:00.5,,,,,"""Yep"""
24.Orange.98,07:19.5,07:20.5,00:01.0,Positive,,,,"""$"""
24.Orange.99,07:20.5,07:21.3,00:00.8,,,,,"""Um"""
24.Blue.129,07:21.3,07:22.4,00:01.1,,,,,"""Number six"""
24.Orange.100,07:22.4,07:23.6,00:01.2,,,,,"""Number six"""
24.Blue.130,07:26.4,07:30.6,00:04.2,,Proposal,,Newspaper,"""Um I think newspaper would be easily flammable"""
24.Orange.101,07:30.8,07:35.4,00:04.6,,Disagreement,,Newspaper,"""Yeah but it it the thing is about newspaper is that it its like """
